Date,Team1,Team2,Map,Event
22/5/22,Vikings (16),Kappa Bar (10),nuke  Nuke,Fragleague Season 8
22/5/22,Vikings (3),Kappa Bar (16),ovp  Overpass,Fragleague Season 8
22/5/22,Kappa Bar (11),Vikings (16),d2  Dust2,Fragleague Season 8
22/5/22,PACT (12),Wisla Krakow (16),nuke  Nuke,PGE Supercup Polish Esport League 2022 Closed Qualifier
22/5/22,PACT (5),Wisla Krakow (16),ovp  Overpass,PGE Supercup Polish Esport League 2022 Closed Qualifier
22/5/22,Wisla Krakow (6),PACT (16),inf  Inferno,PGE Supercup Polish Esport League 2022 Closed Qualifier
22/5/22,NKT (16),Invictus (9),inf  Inferno,ESL Challenger Valencia 2022 Asia Open Qualifier 2
22/5/22,Invictus (16),NKT (14),vtg  Vertigo,ESL Challenger Valencia 2022 Asia Open Qualifier 2
22/5/22,NKT (16),Invictus (3),nuke  Nuke,ESL Challenger Valencia 2022 Asia Open Qualifier 2
22/5/22,Babos (4),SHAPE (16),inf  Inferno,Swisscom Hero League Spring 2022
22/5/22,SHAPE (5),Babos (16),mrg  Mirage,Swisscom Hero League Spring 2022
22/5/22,Babos (13),SHAPE (16),d2  Dust2,Swisscom Hero League Spring 2022
22/5/22,CatEvil (12),NKT (16),inf  Inferno,ESL Challenger Valencia 2022 Asia Open Qualifier 2
22/5/22,Born in Mongolia (9),Invictus (16),nuke  Nuke,ESL Challenger Valencia 2022 Asia Open Qualifier 2
22/5/22,Impression (15),Illuminar (19),mrg  Mirage,PGE Supercup Polish Esport League 2022 Closed Qualifier
22/5/22,Illuminar (22),Impression (18),vtg  Vertigo,PGE Supercup Polish Esport League 2022 Closed Qualifier
22/5/22,ex-UYU (14),Unjustified (16),nuke  Nuke,ESL Challenger League Season 41 North America
22/5/22,ex-UYU (17),Unjustified (19),d2  Dust2,ESL Challenger League Season 41 North America
22/5/22,Unjustified (8),ex-UYU (16),vtg  Vertigo,ESL Challenger League Season 41 North America
22/5/22,Leviatan (16),Stone (14),d2  Dust2,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,Stars Horizon (16),WAP (8),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,Holkattes (16),Daotsu (13),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,Sharks (16),Rehl (8),vtg  Vertigo,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,Players (10),ARCTIC (16),nuke  Nuke,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,B4 (16),The Union (9),ovp  Overpass,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,UNO MILLE (16),WINDINGO (2),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 2
22/5/22,Los Grandes (11),Meta (16),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 2
21/5/22,SKADE (19),EC Kyiv (17),anc  Ancient,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,Nemiga (16),GTZ (9),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,Into the Breach (12),0to100 (16),mrg  Mirage,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,1WIN (16),Astralis Talent (7),ovp  Overpass,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,Looking For Org (4),HAVU (16),anc  Ancient,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,CloudRunners (19),Finest (17),d2  Dust2,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,BLUEJAYS (8),BigD (16),anc  Ancient,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,Lilmix (10),LDLC (16),nuke  Nuke,ESL Challenger Valencia 2022 Europe Open Qualifier 2
21/5/22,ENCE (12),Natus Vincere (16),d2  Dust2,PGL Major Antwerp 2022
21/5/22,Natus Vincere (16),ENCE (7),nuke  Nuke,PGL Major Antwerp 2022
21/5/22,Born in Mongolia (16),QUAZAR (10),mrg  Mirage,ESL Challenger Valencia 2022 Asia Open Qualifier 2
21/5/22,FaZe (25),Spirit (23),d2  Dust2,PGL Major Antwerp 2022
21/5/22,Spirit (13),FaZe (16),mrg  Mirage,PGL Major Antwerp 2022
21/5/22,Born in the East (10),NKT (16),vtg  Vertigo,ESL Challenger Valencia 2022 Asia Open Qualifier 2
21/5/22,Invictus (16),Lynn Vision (11),nuke  Nuke,ESL Challenger Valencia 2022 Asia Open Qualifier 2
21/5/22,CatEvil (19),Clutch (17),nuke  Nuke,ESL Challenger Valencia 2022 Asia Open Qualifier 2
21/5/22,Gaimin Gladiators (14),ATK (16),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,Gaimin Gladiators (14),ATK (16),d2  Dust2,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,ATK (9),Gaimin Gladiators (16),inf  Inferno,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,UNO MILLE (11),SWS (16),mrg  Mirage,ESL Challenger Valencia 2022 South America Open Qualifier 1
21/5/22,UNO MILLE (17),SWS (19),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
21/5/22,SWS (12),UNO MILLE (16),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 1
21/5/22,Gaimin Gladiators (16),TeamOne (10),ovp  Overpass,ESL Challenger Valencia 2022 North America Open Qualifier 1
