Date,Team1,Team2,Map,Event
28/8/21,Fiend (22),Galaxy Racer (20),d2  Dust2,IEM Fall 2021 Europe Open Qualifier 1
28/8/21,Infinite (7),Nexus (16),mrg  Mirage,ROPL Stars 2021
28/8/21,Nexus (16),Infinite (10),nuke  Nuke,ROPL Stars 2021
28/8/21,Coalesce (16),Feenix (19),anc  Ancient,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Coalesce (16),Feenix (10),ovp  Overpass,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Feenix (16),Coalesce (4),nuke  Nuke,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Evil Geniuses (13),FaZe (16),d2  Dust2,ESL Pro League Season 14
28/8/21,Evil Geniuses (9),FaZe (16),mrg  Mirage,ESL Pro League Season 14
28/8/21,FaZe (13),Evil Geniuses (16),inf  Inferno,ESL Pro League Season 14
28/8/21,Young Ninjas (16),MOUZ NXT (5),mrg  Mirage,WePlay Academy League Season 1 Finals
28/8/21,Young Ninjas (19),MOUZ NXT (17),vtg  Vertigo,WePlay Academy League Season 1 Finals
28/8/21,MOUZ NXT (16),Young Ninjas (11),inf  Inferno,WePlay Academy League Season 1 Finals
28/8/21,OneTap (5),allStars (16),anc  Ancient,ROPL Stars 2021
28/8/21,allStars (16),OneTap (14),vtg  Vertigo,ROPL Stars 2021
28/8/21,MOUZ (9),Natus Vincere (16),mrg  Mirage,ESL Pro League Season 14
28/8/21,Natus Vincere (16),MOUZ (9),anc  Ancient,ESL Pro League Season 14
28/8/21,KOVA (10),Lyngby Vikings (16),anc  Ancient,Pelaajat Series Fall 2021
28/8/21,Endpoint (14),Into the Breach (16),inf  Inferno,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Into the Breach (16),Endpoint (5),anc  Ancient,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Endpoint (19),Into the Breach (15),mrg  Mirage,Fantasyexpo EU Champions Fall 2021 UK & Ireland Closed Qualifier
28/8/21,Marten (16),4glory (6),anc  Ancient,Gjirafa50 Masters League Season 2
28/8/21,Marten (16),4glory (11),mrg  Mirage,Gjirafa50 Masters League Season 2
28/8/21,Marten (4),4glory (16),inf  Inferno,Gjirafa50 Masters League Season 2
28/8/21,ex-Quantum Bellator Fire (11),KOVA (16),vtg  Vertigo,Pelaajat Series Fall 2021
28/8/21,Falcons (8),POGGERZ (16),mrg  Mirage,Calyx Dune Cup Fall 2021 - BLAST Premier Qualifier
28/8/21,Falcons (14),POGGERZ (16),inf  Inferno,Calyx Dune Cup Fall 2021 - BLAST Premier Qualifier
28/8/21,POGGERZ (14),Falcons (16),d2  Dust2,Calyx Dune Cup Fall 2021 - BLAST Premier Qualifier
28/8/21,Apeks (16),Lyngby Vikings (10),inf  Inferno,Pelaajat Series Fall 2021
28/8/21,BIG Academy (14),fnatic Rising (16),inf  Inferno,WePlay Academy League Season 1 Finals
28/8/21,fnatic Rising (16),BIG Academy (12),nuke  Nuke,WePlay Academy League Season 1 Finals
28/8/21,1WIN (16),B8 (13),ovp  Overpass,European Development Championship 5
28/8/21,B8 (11),1WIN (16),d2  Dust2,European Development Championship 5
28/8/21,suxeN (9),UDP (16),inf  Inferno,ROPL Stars 2021
28/8/21,UDP (19),suxeN (17),mrg  Mirage,ROPL Stars 2021
28/8/21,LDLC (10),DBL PONEY (16),nuke  Nuke,Fantasyexpo EU Champions Fall 2021 France Closed Qualifier
28/8/21,DBL PONEY (16),LDLC (7),inf  Inferno,Fantasyexpo EU Champions Fall 2021 France Closed Qualifier
28/8/21,BIG (18),fnatic (22),nuke  Nuke,ESL Pro League Season 14
28/8/21,fnatic (7),BIG (16),d2  Dust2,ESL Pro League Season 14
28/8/21,BIG (10),fnatic (16),ovp  Overpass,ESL Pro League Season 14
28/8/21,Apeks (16),KOVA (14),anc  Ancient,Pelaajat Series Fall 2021
28/8/21,After (11),Wings Up (16),inf  Inferno,Douyu Fall Cup 2021 - BLAST Premier Qualifier
28/8/21,NSN (12),After (16),mrg  Mirage,Douyu Fall Cup 2021 - BLAST Premier Qualifier
28/8/21,Lyngby Vikings (16),ex-Quantum Bellator Fire (14),vtg  Vertigo,Pelaajat Series Fall 2021
28/8/21,Wings Up (4),ViCi (16),nuke  Nuke,Douyu Fall Cup 2021 - BLAST Premier Qualifier
28/8/21,ViCi (16),After (4),nuke  Nuke,Douyu Fall Cup 2021 - BLAST Premier Qualifier
28/8/21,NSN (19),Wings Up (22),inf  Inferno,Douyu Fall Cup 2021 - BLAST Premier Qualifier
28/8/21,ex-KG Network (16),Keyd (6),nuke  Nuke,CBCS Retake Series 2021 Season 2
28/8/21,ex-KG Network (9),Keyd (16),mrg  Mirage,CBCS Retake Series 2021 Season 2
28/8/21,Keyd (10),ex-KG Network (16),anc  Ancient,CBCS Retake Series 2021 Season 2
28/8/21,Bravos (13),9z (16),inf  Inferno,Liga Gamers Club 2021 Serie A August Cup
