Date,Team1,Team2,Map,Event
29/11/21,EC Kyiv (14),fnatic Rising (16),ovp  Overpass,Malta Vibes Knockout Series 4
29/11/21,ECSTATIC (16),FORZE (10),d2  Dust2,Pinnacle Fall Series 3
29/11/21,FORZE (16),ECSTATIC (19),anc  Ancient,Pinnacle Fall Series 3
29/11/21,Wisla Krakow (16),hREDS (10),nuke  Nuke,Malta Vibes Knockout Series 4
29/11/21,hREDS (4),Wisla Krakow (16),ovp  Overpass,Malta Vibes Knockout Series 4
29/11/21,K23 (14),BLINK (16),mrg  Mirage,Pinnacle Fall Series 3
29/11/21,K23 (9),BLINK (16),anc  Ancient,Pinnacle Fall Series 3
29/11/21,BLINK (9),K23 (16),ovp  Overpass,Pinnacle Fall Series 3
28/11/21,AotC (16),boyfriend peek (7),inf  Inferno,Fragadelphia 16 Brentwood
28/11/21,boyfriend peek (7),AotC (16),mrg  Mirage,Fragadelphia 16 Brentwood
28/11/21,AotC (14),boyfriend peek (16),ovp  Overpass,Fragadelphia 16 Brentwood
28/11/21,IUPUI Jaguars (5),boyfriend peek (16),ovp  Overpass,Fragadelphia 16 Brentwood
28/11/21,boyfriend peek (16),IUPUI Jaguars (8),mrg  Mirage,Fragadelphia 16 Brentwood
28/11/21,Natus Vincere (16),Vitality (7),inf  Inferno,BLAST Premier Fall Final 2021
28/11/21,Vitality (16),Natus Vincere (6),nuke  Nuke,BLAST Premier Fall Final 2021
28/11/21,Natus Vincere (16),Vitality (12),mrg  Mirage,BLAST Premier Fall Final 2021
28/11/21,Sprout (14),GODSENT (16),inf  Inferno,ESL Pro League Season 15 Conference
28/11/21,Sprout (14),GODSENT (16),mrg  Mirage,ESL Pro League Season 15 Conference
28/11/21,GODSENT (10),Sprout (16),anc  Ancient,ESL Pro League Season 15 Conference
28/11/21,hREDS (8),FORZE (16),mrg  Mirage,KeyDrop Cup 1
28/11/21,FORZE (16),hREDS (8),inf  Inferno,KeyDrop Cup 1
28/11/21,mYinsanity (16),Insanium (6),inf  Inferno,Swiss Esports League Fall 2021
28/11/21,mYinsanity (14),Insanium (16),ovp  Overpass,Swiss Esports League Fall 2021
28/11/21,Insanium (8),mYinsanity (16),d2  Dust2,Swiss Esports League Fall 2021
28/11/21,HJC (13),IUPUI Jaguars (16),mrg  Mirage,Fragadelphia 16 Brentwood
28/11/21,IUPUI Jaguars (13),HJC (16),ovp  Overpass,Fragadelphia 16 Brentwood
28/11/21,HJC (13),IUPUI Jaguars (16),vtg  Vertigo,Fragadelphia 16 Brentwood
28/11/21,OFFSET (19),FTW (16),inf  Inferno,OMEN WGR Retake Season 3
28/11/21,FTW (11),OFFSET (16),nuke  Nuke,OMEN WGR Retake Season 3
28/11/21,EC Kyiv (16),okura (12),anc  Ancient,LEGION UPEA Ukrainian Championship 2021 Finals
28/11/21,okura (11),EC Kyiv (16),d2  Dust2,LEGION UPEA Ukrainian Championship 2021 Finals
28/11/21,EC Kyiv (9),okura (16),mrg  Mirage,LEGION UPEA Ukrainian Championship 2021 Finals
28/11/21,ECSTATIC (16),Eternal Fire (7),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4
28/11/21,Eternal Fire (6),ECSTATIC (16),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 4
28/11/21,Lemondogs (16),Lilmix (5),mrg  Mirage,Fragleague Season 7
28/11/21,Lilmix (14),Lemondogs (16),anc  Ancient,Fragleague Season 7
28/11/21,Insanium (16),Babos (13),anc  Ancient,Swiss Esports League Fall 2021
28/11/21,Babos (5),Insanium (16),ovp  Overpass,Swiss Esports League Fall 2021
28/11/21,FORZE (16),AGO (7),d2  Dust2,KeyDrop Cup 1
28/11/21,FORZE (16),AGO (11),anc  Ancient,KeyDrop Cup 1
28/11/21,AGO (22),FORZE (19),mrg  Mirage,KeyDrop Cup 1
28/11/21,Vitality (16),Astralis (7),mrg  Mirage,BLAST Premier Fall Final 2021
28/11/21,Astralis (11),Vitality (16),inf  Inferno,BLAST Premier Fall Final 2021
28/11/21,Vitality (12),Astralis (16),nuke  Nuke,BLAST Premier Fall Final 2021
28/11/21,OFFSET (22),N2E (20),anc  Ancient,OMEN WGR Retake Season 3
28/11/21,N2E (4),OFFSET (16),mrg  Mirage,OMEN WGR Retake Season 3
28/11/21,Unique (16),FATE (14),mrg  Mirage,Funspark ULTI 2021 Europe Regional Series 4
28/11/21,FATE (16),Unique (12),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 4
28/11/21,Enterprise (9),SINNERS (16),mrg  Mirage,Vodafone Czech Championship 2021
28/11/21,SINNERS (16),Enterprise (11),ovp  Overpass,Vodafone Czech Championship 2021
