Date,Team1,Team2,Map,Event
6/4/22,Run or Die (7),SKADE (16),ovp  Overpass,ESL Challenger League Season 40 Europe Relegation
6/4/22,SKADE (8),Run or Die (16),nuke  Nuke,ESL Challenger League Season 40 Europe Relegation
6/4/22,SINNERS (11),Copenhagen Flames (16),ovp  Overpass,ESL Challenger League Season 40 Europe Relegation
6/4/22,Copenhagen Flames (16),SINNERS (8),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
6/4/22,MAD Lions (16),Into the Breach (8),mrg  Mirage,ESL Challenger League Season 40 Europe Relegation
6/4/22,Into the Breach (8),MAD Lions (16),anc  Ancient,ESL Challenger League Season 40 Europe Relegation
6/4/22,ATK (13),paiN (16),vtg  Vertigo,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
6/4/22,paiN (16),ATK (6),d2  Dust2,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
6/4/22,FAMBIT (25),Nemiga (23),nuke  Nuke,ESL Challenger League Season 40 Europe Relegation
6/4/22,FAMBIT (9),Nemiga (16),inf  Inferno,ESL Challenger League Season 40 Europe Relegation
6/4/22,Nemiga (11),FAMBIT (16),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
6/4/22,Lilmix (10),MASONIC (16),vtg  Vertigo,Elisa Invitational Spring 2022 Contenders
6/4/22,MASONIC (16),Lilmix (14),anc  Ancient,Elisa Invitational Spring 2022 Contenders
6/4/22,Astralis (16),Entropiq (14),ovp  Overpass,ESL Pro League Season 15
6/4/22,Astralis (15),Entropiq (19),vtg  Vertigo,ESL Pro League Season 15
6/4/22,Entropiq (14),Astralis (16),nuke  Nuke,ESL Pro League Season 15
6/4/22,KOVA (16),Anonymo (8),ovp  Overpass,Elisa Invitational Spring 2022 Contenders
6/4/22,Anonymo (12),KOVA (16),nuke  Nuke,Elisa Invitational Spring 2022 Contenders
6/4/22,DGG (16),1620 Kings (11),anc  Ancient,LPL Pro League Season 10
6/4/22,1620 Kings (7),DGG (16),inf  Inferno,LPL Pro League Season 10
6/4/22,DGG (9),1620 Kings (16),d2  Dust2,LPL Pro League Season 10
6/4/22,Nut-E (10),Antic (16),vtg  Vertigo,LPL Pro League Season 10
6/4/22,Antic (19),Nut-E (17),mrg  Mirage,LPL Pro League Season 10
6/4/22,Unjustified (16),Eros (11),vtg  Vertigo,ESL Challenger League Season 40 North America Relegation
6/4/22,Unjustified (16),Eros (13),mrg  Mirage,ESL Challenger League Season 40 North America Relegation
6/4/22,Eros (16),Unjustified (7),inf  Inferno,ESL Challenger League Season 40 North America Relegation
6/4/22,UYU (5),Third Impact (16),nuke  Nuke,ESL Challenger League Season 40 North America Relegation
6/4/22,Third Impact (16),UYU (11),inf  Inferno,ESL Challenger League Season 40 North America Relegation
6/4/22,Philadelphia Liberty (9),Bad News Bears (16),nuke  Nuke,ESL Challenger League Season 40 North America Relegation
6/4/22,Bad News Bears (16),Philadelphia Liberty (8),mrg  Mirage,ESL Challenger League Season 40 North America Relegation
6/4/22,Limitless (8),BHOP (16),nuke  Nuke,ESL Challenger League Season 40 North America Relegation
6/4/22,BHOP (16),Limitless (4),inf  Inferno,ESL Challenger League Season 40 North America Relegation
6/4/22,ARCTIC (19),Redragon (17),ovp  Overpass,Liga Gamers Club 2022 Serie A March Cup
6/4/22,Redragon (9),ARCTIC (16),nuke  Nuke,Liga Gamers Club 2022 Serie A March Cup
6/4/22,TeamOne (12),paiN (16),nuke  Nuke,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
6/4/22,paiN (16),TeamOne (11),mrg  Mirage,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,Gaimin Gladiators (13),ATK (16),d2  Dust2,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,ATK (16),Gaimin Gladiators (6),anc  Ancient,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,MIBR Academy (16),Meta (7),mrg  Mirage,Liga Gamers Club 2022 Serie A March Cup
5/4/22,Meta (20),MIBR Academy (22),d2  Dust2,Liga Gamers Club 2022 Serie A March Cup
5/4/22,MIBR Academy (12),Meta (16),inf  Inferno,Liga Gamers Club 2022 Serie A March Cup
5/4/22,TeamOne (16),Orgless (14),ovp  Overpass,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,SINNERS (16),1shot (12),inf  Inferno,ESL Challenger League Season 40 Europe Relegation
5/4/22,SINNERS (13),1shot (16),mrg  Mirage,ESL Challenger League Season 40 Europe Relegation
5/4/22,1shot (8),SINNERS (16),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
5/4/22,MAD Lions (16),SKADE (14),d2  Dust2,ESL Challenger League Season 40 Europe Relegation
5/4/22,SKADE (9),MAD Lions (16),nuke  Nuke,ESL Challenger League Season 40 Europe Relegation
5/4/22,Sangal (3),Copenhagen Flames (16),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
5/4/22,Copenhagen Flames (16),Sangal (6),d2  Dust2,ESL Challenger League Season 40 Europe Relegation
5/4/22,Gaimin Gladiators (16),Strife (9),inf  Inferno,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
