Date,Team1,Team2,Map,Event
26/8/21,Cruzeiro (16),MAXIMA (14),inf  Inferno,CBCS Retake Series 2021 Season 2
26/8/21,Keyd (16),DETONA (13),d2  Dust2,CBCS Retake Series 2021 Season 2
26/8/21,Redragon (12),Black Dragons (16),d2  Dust2,CBCS Retake Series 2021 Season 2
26/8/21,Leviatan (16),New Pampas (5),ovp  Overpass,Alpha Pro League 2021
26/8/21,New Pampas (3),Leviatan (16),inf  Inferno,Alpha Pro League 2021
26/8/21,Coscu Army (22),Isurus (25),ovp  Overpass,Aorus League 2021 Season 3 Southern Cone
26/8/21,MEGAZORD (12),Bravos (16),d2  Dust2,CBCS Retake Series 2021 Season 2
26/8/21,Paquetá (16),PR Stars (10),ovp  Overpass,CBCS Retake Series 2021 Season 2
26/8/21,Liberty (16),ex-KG Network (6),vtg  Vertigo,CBCS Retake Series 2021 Season 2
26/8/21,INTZ (5),Sharks (16),anc  Ancient,CBCS Retake Series 2021 Season 2
26/8/21,9z (16),Meta PY (8),anc  Ancient,Aorus League 2021 Season 3 Southern Cone
25/8/21,SWS (14),PR Stars (16),d2  Dust2,CBCS Retake Series 2021 Season 2
25/8/21,DETONA (11),ex-KG Network (16),nuke  Nuke,CBCS Retake Series 2021 Season 2
25/8/21,Black Dragons (6),MEGAZORD (16),inf  Inferno,CBCS Retake Series 2021 Season 2
25/8/21,INTZ (16),MAXIMA (4),inf  Inferno,CBCS Retake Series 2021 Season 2
25/8/21,Keyd (6),Liberty (16),ovp  Overpass,CBCS Retake Series 2021 Season 2
25/8/21,Redragon (8),Bravos (16),ovp  Overpass,CBCS Retake Series 2021 Season 2
25/8/21,Paquetá (16),Bears Concept (2),nuke  Nuke,CBCS Retake Series 2021 Season 2
25/8/21,G2 (7),FORZE (16),nuke  Nuke,ESL Pro League Season 14
25/8/21,G2 (14),FORZE (16),mrg  Mirage,ESL Pro League Season 14
25/8/21,Sharks (16),Cruzeiro (7),mrg  Mirage,CBCS Retake Series 2021 Season 2
25/8/21,AIRLYA (16),Nexus (12),d2  Dust2,European Nations Cup 2021
25/8/21,Nexus (9),AIRLYA (16),inf  Inferno,European Nations Cup 2021
25/8/21,MASONIC (4),GORILLAZ (16),inf  Inferno,Elisa Invitational Fall 2021 Regionals
25/8/21,GORILLAZ (16),MASONIC (14),nuke  Nuke,Elisa Invitational Fall 2021 Regionals
25/8/21,Enterprise (10),Akuma (16),d2  Dust2,ESEA Premier Season 38 Europe
25/8/21,Enterprise (8),Akuma (16),vtg  Vertigo,ESEA Premier Season 38 Europe
25/8/21,Akuma (12),Enterprise (16),inf  Inferno,ESEA Premier Season 38 Europe
25/8/21,Wisla Krakow (16),Movistar Riders (5),nuke  Nuke,ESEA Premier Season 38 Europe
25/8/21,Wisla Krakow (10),Movistar Riders (16),vtg  Vertigo,ESEA Premier Season 38 Europe
25/8/21,Movistar Riders (14),Wisla Krakow (16),ovp  Overpass,ESEA Premier Season 38 Europe
25/8/21,LDLC (16),SKADE (14),d2  Dust2,ESEA Premier Season 38 Europe
25/8/21,LDLC (8),SKADE (16),mrg  Mirage,ESEA Premier Season 38 Europe
25/8/21,SKADE (11),LDLC (16),inf  Inferno,ESEA Premier Season 38 Europe
25/8/21,AGO (16),BEZ ZP (11),d2  Dust2,IronWar Grand Prix 2021
25/8/21,BEZ ZP (11),AGO (16),nuke  Nuke,IronWar Grand Prix 2021
25/8/21,AGO (2),BEZ ZP (16),mrg  Mirage,IronWar Grand Prix 2021
25/8/21,AIRLYA (16),Eternal Fire (11),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,Eternal Fire (11),AIRLYA (16),mrg  Mirage,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,Eternal Fire (16),AIRLYA (14),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,D13 (14),O PLANO (16),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,O PLANO (16),D13 (4),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,Virtus.pro (14),Complexity (16),ovp  Overpass,ESL Pro League Season 14
25/8/21,Complexity (16),Virtus.pro (14),d2  Dust2,ESL Pro League Season 14
25/8/21,Virtus.pro (16),Complexity (10),mrg  Mirage,ESL Pro League Season 14
25/8/21,Portugal (2),Nexus (16),mrg  Mirage,European Nations Cup 2021
25/8/21,Nexus (16),Portugal (5),d2  Dust2,European Nations Cup 2021
25/8/21,Spirit Academy (19),Galaxy Racer (17),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,Monte Carlo (6),South (16),ovp  Overpass,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
25/8/21,MAD Lions (19),AGF (15),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 3 Closed Qualifier
