Date,Team1,Team2,Map,Event
11/12/22,MIBR (16),Disconnected (3),inf  Inferno,CCT North America Series 2
11/12/22,Disconnected (9),MIBR (16),vtg  Vertigo,CCT North America Series 2
11/12/22,Got Juice (12),Orion (16),inf  Inferno,ESEA Advanced Season 43 North America
11/12/22,Got Juice (7),Orion (16),mrg  Mirage,ESEA Advanced Season 43 North America
11/12/22,Orion (13),Got Juice (16),nuke  Nuke,ESEA Advanced Season 43 North America
11/12/22,IHC (7),BLUEJAYS (16),d2  Dust2,IESF World Championship 2022
11/12/22,BLUEJAYS (16),IHC (8),inf  Inferno,IESF World Championship 2022
11/12/22,IHC (3),BLUEJAYS (16),mrg  Mirage,IESF World Championship 2022
11/12/22,EX CINERE (16),Take Charge (11),nuke  Nuke,ESEA Advanced Season 43 North America
11/12/22,Take Charge (10),EX CINERE (16),inf  Inferno,ESEA Advanced Season 43 North America
11/12/22,Limitless (16),Eros (6),mrg  Mirage,ESEA Advanced Season 43 North America
11/12/22,Eros (8),Limitless (16),vtg  Vertigo,ESEA Advanced Season 43 North America
11/12/22,Infinity (11),REIGN (16),nuke  Nuke,ESEA Advanced Season 43 North America
11/12/22,REIGN (16),Infinity (11),anc  Ancient,ESEA Advanced Season 43 North America
11/12/22,Iron Blood (16),paiN (10),anc  Ancient,ESEA Autumn 2022 Cash Cup 6 North America
11/12/22,EG Black (16),Strife (11),ovp  Overpass,ESEA Autumn 2022 Cash Cup 6 North America
11/12/22,1 JIN (11),Davenport University (16),vtg  Vertigo,ESEA Advanced Season 43 North America
11/12/22,Davenport University (16),1 JIN (5),inf  Inferno,ESEA Advanced Season 43 North America
11/12/22,Take Flyte (16),Zero MarksMen (1),ovp  Overpass,ESEA Advanced Season 43 North America
11/12/22,Zero MarksMen (10),Take Flyte (16),nuke  Nuke,ESEA Advanced Season 43 North America
11/12/22,ATK (16),Vendetta (3),mrg  Mirage,ESEA Autumn 2022 Cash Cup 6 North America
11/12/22,MIBR (16),fl0m's Money Crew (3),ovp  Overpass,ESEA Autumn 2022 Cash Cup 6 North America
11/12/22,Complexity (16),TeamOne (8),nuke  Nuke,CCT North America Series 2
11/12/22,TeamOne (14),Complexity (16),ovp  Overpass,CCT North America Series 2
11/12/22,Complexity (10),TeamOne (16),inf  Inferno,CCT North America Series 2
10/12/22,00NATION (19),Sharks (16),vtg  Vertigo,ESL Brazil Premier League Season 13
10/12/22,Sharks (14),00NATION (16),anc  Ancient,ESL Brazil Premier League Season 13
10/12/22,Apeks (22),LDLC (20),vtg  Vertigo,ESEA Advanced Season 43 Europe
10/12/22,LDLC (7),Apeks (16),anc  Ancient,ESEA Advanced Season 43 Europe
10/12/22,ARCTIC (16),ODDIK (12),nuke  Nuke,ESL Brazil Premier League Season 13
10/12/22,ODDIK (8),ARCTIC (16),inf  Inferno,ESL Brazil Premier League Season 13
10/12/22,ThunderFlash (12),Permitta (16),mrg  Mirage,ESL Polish Championship Autumn 2022
10/12/22,Permitta (16),ThunderFlash (5),nuke  Nuke,ESL Polish Championship Autumn 2022
10/12/22,Case (12),SAW (16),nuke  Nuke,ESL Masters Spain Season 12 Finals
10/12/22,SAW (7),Case (16),ovp  Overpass,ESL Masters Spain Season 12 Finals
10/12/22,Case (11),SAW (16),anc  Ancient,ESL Masters Spain Season 12 Finals
10/12/22,ECLOT (16),K23 (7),anc  Ancient,CCT Central Europe Series 4
10/12/22,K23 (17),ECLOT (19),mrg  Mirage,CCT Central Europe Series 4
10/12/22,ECLOT (14),K23 (16),ovp  Overpass,CCT Central Europe Series 4
10/12/22,Grillska Orebro (11),Sunds Gymnasiet (16),ovp  Overpass,Skolkampen by hallon Fall 2022 Finals
10/12/22,Sunds Gymnasiet (16),Grillska Orebro (9),inf  Inferno,Skolkampen by hallon Fall 2022 Finals
10/12/22,Grillska Orebro (16),Sunds Gymnasiet (4),anc  Ancient,Skolkampen by hallon Fall 2022 Finals
10/12/22,Ovoshi (16),Entropy (10),inf  Inferno,Fragster League Season 3
10/12/22,Entropy (10),Ovoshi (16),nuke  Nuke,Fragster League Season 3
10/12/22,Ovoshi (9),Entropy (16),mrg  Mirage,Fragster League Season 3
10/12/22,JANO (9),500 (16),ovp  Overpass,ESEA Advanced Season 43 Europe
10/12/22,500 (16),JANO (11),inf  Inferno,ESEA Advanced Season 43 Europe
10/12/22,Monte (16),GenOne (10),vtg  Vertigo,Thunderpick Bitcoin Series 2
10/12/22,Monte (34),GenOne (31),anb  Anubis,Thunderpick Bitcoin Series 2
10/12/22,ex-Finest (12),Apeks (16),ovp  Overpass,CCT Central Europe Series 4
