Date,Team1,Team2,Map,Event
10/12/22,Apeks (16),ex-Finest (6),anc  Ancient,CCT Central Europe Series 4
10/12/22,los kogutos (16),Partizan (13),nuke  Nuke,ESEA Advanced Season 43 Europe
10/12/22,Partizan (16),los kogutos (11),anc  Ancient,ESEA Advanced Season 43 Europe
10/12/22,los kogutos (16),Partizan (11),d2  Dust2,ESEA Advanced Season 43 Europe
10/12/22,AGO (13),PACT (16),ovp  Overpass,ESL Polish Championship Autumn 2022
10/12/22,PACT (19),AGO (17),inf  Inferno,ESL Polish Championship Autumn 2022
10/12/22,AGO (16),PACT (11),anc  Ancient,ESL Polish Championship Autumn 2022
10/12/22,Los Grandes Community (12),WINDINGO Community (16),ovp  Overpass,WhiteBIT Community Clash by FACEIT 2022 Finals
10/12/22,WINDINGO Community (16),Los Grandes Community (10),mrg  Mirage,WhiteBIT Community Clash by FACEIT 2022 Finals
10/12/22,EPIC DUDES (16),SNOGARD Dragons (6),anc  Ancient,Fragster League Season 3
10/12/22,SNOGARD Dragons (10),EPIC DUDES (16),ovp  Overpass,Fragster League Season 3
10/12/22,Staffan Gymnasiet (10),Sunds Gymnasiet (16),nuke  Nuke,Skolkampen by hallon Fall 2022 Finals
10/12/22,Sunds Gymnasiet (16),Staffan Gymnasiet (8),mrg  Mirage,Skolkampen by hallon Fall 2022 Finals
10/12/22,Staffan Gymnasiet (16),Sunds Gymnasiet (14),inf  Inferno,Skolkampen by hallon Fall 2022 Finals
10/12/22,Into the Breach (8),EYEBALLERS (16),inf  Inferno,ESEA Advanced Season 43 Europe
10/12/22,EYEBALLERS (16),Into the Breach (5),mrg  Mirage,ESEA Advanced Season 43 Europe
10/12/22,ESTOWNIA (16),MASONIC (7),inf  Inferno,CCT Central Europe Series 4
10/12/22,MASONIC (16),ESTOWNIA (13),d2  Dust2,CCT Central Europe Series 4
10/12/22,ESTOWNIA (16),MASONIC (12),vtg  Vertigo,CCT Central Europe Series 4
10/12/22,BLUEJAYS (16),QUAZAR (11),d2  Dust2,IESF World Championship 2022
10/12/22,BLUEJAYS (16),QUAZAR (5),anc  Ancient,IESF World Championship 2022
10/12/22,Procivitas Vaxjo (2),Grillska Orebro (16),ovp  Overpass,Skolkampen by hallon Fall 2022 Finals
10/12/22,Grillska Orebro (16),Procivitas Vaxjo (13),vtg  Vertigo,Skolkampen by hallon Fall 2022 Finals
10/12/22,GenOne (19),Blade Community (16),anc  Ancient,WhiteBIT Community Clash by FACEIT 2022 Finals
10/12/22,Blade Community (9),GenOne (16),nuke  Nuke,WhiteBIT Community Clash by FACEIT 2022 Finals
10/12/22,BIG Academy (8),BLUEJAYS (16),inf  Inferno,IESF World Championship 2022
10/12/22,BLUEJAYS (16),BIG Academy (19),vtg  Vertigo,IESF World Championship 2022
10/12/22,BIG Academy (14),BLUEJAYS (16),mrg  Mirage,IESF World Championship 2022
10/12/22,Detonate (16),Infinity (14),nuke  Nuke,CCT North America Series 2
10/12/22,Infinity (11),Detonate (16),inf  Inferno,CCT North America Series 2
10/12/22,Disconnected (16),Mad Kings (5),anc  Ancient,CCT North America Series 2
10/12/22,Mad Kings (10),Disconnected (16),nuke  Nuke,CCT North America Series 2
10/12/22,IHC (16),QUAZAR (10),nuke  Nuke,IESF World Championship 2022
10/12/22,IHC (19),QUAZAR (17),anc  Ancient,IESF World Championship 2022
10/12/22,QUAZAR (16),IHC (4),mrg  Mirage,IESF World Championship 2022
10/12/22,00NATION (19),O PLANO (17),mrg  Mirage,ESL Brazil Premier League Season 13
10/12/22,00NATION (22),O PLANO (20),vtg  Vertigo,ESL Brazil Premier League Season 13
10/12/22,O PLANO (16),00NATION (5),inf  Inferno,ESL Brazil Premier League Season 13
10/12/22,9z (22),ODDIK (25),nuke  Nuke,ESL Brazil Premier League Season 13
10/12/22,9z (12),ODDIK (16),anc  Ancient,ESL Brazil Premier League Season 13
10/12/22,ODDIK (14),9z (16),mrg  Mirage,ESL Brazil Premier League Season 13
10/12/22,Villainous (14),Nouns (16),inf  Inferno,CCT North America Series 2
10/12/22,Nouns (16),Villainous (4),anc  Ancient,CCT North America Series 2
9/12/22,Into the Breach (16),Anonymo (13),nuke  Nuke,ESEA Advanced Season 43 Europe
9/12/22,Into the Breach (16),Anonymo (8),anc  Ancient,ESEA Advanced Season 43 Europe
9/12/22,Anonymo (16),Into the Breach (14),ovp  Overpass,ESEA Advanced Season 43 Europe
9/12/22,Endpoint (20),PROSPECTS (22),anc  Ancient,Thunderpick Bitcoin Series 2
9/12/22,Endpoint (16),PROSPECTS (10),mrg  Mirage,Thunderpick Bitcoin Series 2
9/12/22,PROSPECTS (16),Endpoint (9),inf  Inferno,Thunderpick Bitcoin Series 2
9/12/22,EPIC DUDES (9),Ovoshi (16),nuke  Nuke,Fragster League Season 3
