Date,Team1,Team2,Map,Event
11/9/22,ex-Young Gods (16),B4 Academy (12),d2  Dust2,CCT South America Series 2
11/9/22,The Union (16),FUSION (7),inf  Inferno,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,loloNaMente (8),ODDIK (16),anc  Ancient,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Rehl (16),Boca Juniors (5),d2  Dust2,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Corinthians (16),Selecao do bt0 (13),nuke  Nuke,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,FUSION (16),Isurus (6),inf  Inferno,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Davenport University (12),EG Black (16),ovp  Overpass,Fragadelphia 17
11/9/22,Davenport University (16),EG Black (14),inf  Inferno,Fragadelphia 17
11/9/22,EG Black (16),Davenport University (11),nuke  Nuke,Fragadelphia 17
11/9/22,Paquetá (16),ozbonz (5),d2  Dust2,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Victorum (6),Iron Blood (16),mrg  Mirage,Fragadelphia 17
11/9/22,Victorum (4),Iron Blood (16),vtg  Vertigo,Fragadelphia 17
11/9/22,Iron Blood (14),Victorum (16),nuke  Nuke,Fragadelphia 17
11/9/22,paiN Academy (11),The Union (16),anc  Ancient,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Sharks (4),FURIA Academy (16),mrg  Mirage,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,O PLANO (16),MIBR Academy (12),ovp  Overpass,ESL Challenger Rotterdam 2022 South America Open Qualifier 2
11/9/22,Apeks (16),Squirtle Squad (8),mrg  Mirage,Fragadelphia 17
11/9/22,Squirtle Squad (12),Apeks (16),inf  Inferno,Fragadelphia 17
11/9/22,Electrify Steel (16),Detonate (4),mrg  Mirage,Fragadelphia 17
11/9/22,Electrify Steel (16),Detonate (10),inf  Inferno,Fragadelphia 17
11/9/22,Detonate (16),Electrify Steel (12),vtg  Vertigo,Fragadelphia 17
11/9/22,Budapest Five (9),AVANGAR (16),d2  Dust2,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,Young Ninjas (19),ThunderFlash (16),vtg  Vertigo,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,HONORIS (16),Illuminar (11),ovp  Overpass,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,HAVU (19),Iron Branch (22),d2  Dust2,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,fnatic Rising (16),SKADE (11),ovp  Overpass,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,BLUEJAYS (16),Beyond Possible (5),inf  Inferno,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,NASR (16),PACT (11),inf  Inferno,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,Furious (16),Los Grandes Academy (13),d2  Dust2,CCT South America Series 2
10/9/22,Furious (10),Los Grandes Academy (16),mrg  Mirage,CCT South America Series 2
10/9/22,Los Grandes Academy (7),Furious (16),ovp  Overpass,CCT South America Series 2
10/9/22,ECSTATIC (19),B8 (17),inf  Inferno,ESL Challenger Rotterdam 2022 Europe Open Qualifier 2
10/9/22,EG Black (7),ATK (16),d2  Dust2,Fragadelphia 17
10/9/22,ATK (16),EG Black (7),mrg  Mirage,Fragadelphia 17
10/9/22,BLVKHVND (13),Davenport University (16),nuke  Nuke,Fragadelphia 17
10/9/22,Davenport University (16),BLVKHVND (8),d2  Dust2,Fragadelphia 17
10/9/22,BLVKHVND (16),Davenport University (13),inf  Inferno,Fragadelphia 17
10/9/22,Vendetta (9),Electrify Steel (16),vtg  Vertigo,Fragadelphia 17
10/9/22,Electrify Steel (16),Vendetta (9),nuke  Nuke,Fragadelphia 17
10/9/22,Victorum (16),Argon (14),vtg  Vertigo,Fragadelphia 17
10/9/22,Argon (16),Victorum (14),anc  Ancient,Fragadelphia 17
10/9/22,TeamOne (16),Squirtle Squad (9),inf  Inferno,Fragadelphia 17
10/9/22,Squirtle Squad (11),TeamOne (16),d2  Dust2,Fragadelphia 17
10/9/22,BIG Academy (16),Iron Blood (14),ovp  Overpass,Fragadelphia 17
10/9/22,BIG Academy (16),Iron Blood (7),mrg  Mirage,Fragadelphia 17
10/9/22,Iron Blood (16),BIG Academy (9),vtg  Vertigo,Fragadelphia 17
10/9/22,EG White (16),Detonate (2),mrg  Mirage,Fragadelphia 17
10/9/22,Detonate (9),EG White (16),ovp  Overpass,Fragadelphia 17
10/9/22,Phantom Troupe (8),Apeks (16),inf  Inferno,Fragadelphia 17
10/9/22,Apeks (16),Phantom Troupe (8),mrg  Mirage,Fragadelphia 17
