Date,Team1,Team2,Map,Event
27/6/22,eSuba (3),ECLOT (16),d2  Dust2,Y-Games Pro Series 2022
27/6/22,BIG Academy (6),BLUEJAYS (16),vtg  Vertigo,ESEA Advanced Season 41 Europe
27/6/22,BLUEJAYS (16),BIG Academy (13),d2  Dust2,ESEA Advanced Season 41 Europe
27/6/22,BIG Academy (16),BLUEJAYS (14),mrg  Mirage,ESEA Advanced Season 41 Europe
27/6/22,Cloud9 (16),9z (14),ovp  Overpass,Roobet Cup 2022
27/6/22,9z (16),Cloud9 (10),d2  Dust2,Roobet Cup 2022
27/6/22,9z (13),Cloud9 (16),mrg  Mirage,Roobet Cup 2022
27/6/22,FORZE (11),Bad News Eagles (16),inf  Inferno,REPUBLEAGUE Season 3
27/6/22,FORZE (16),Bad News Eagles (12),mrg  Mirage,REPUBLEAGUE Season 3
27/6/22,Bad News Eagles (16),FORZE (9),nuke  Nuke,REPUBLEAGUE Season 3
27/6/22,Into the Breach (14),EC Kyiv (16),vtg  Vertigo,ESEA Advanced Season 41 Europe
27/6/22,EC Kyiv (19),Into the Breach (17),ovp  Overpass,ESEA Advanced Season 41 Europe
27/6/22,SKADE (16),AVANGAR (12),mrg  Mirage,ESEA Advanced Season 41 Europe
27/6/22,AVANGAR (14),SKADE (16),inf  Inferno,ESEA Advanced Season 41 Europe
27/6/22,ONYX (16),NAVI Junior (5),mrg  Mirage,Y-Games Pro Series 2022
27/6/22,NAVI Junior (9),ONYX (16),ovp  Overpass,Y-Games Pro Series 2022
27/6/22,B8 (5),UNGENTIUM (16),anc  Ancient,ESEA Advanced Season 41 Europe
27/6/22,UNGENTIUM (13),B8 (16),d2  Dust2,ESEA Advanced Season 41 Europe
27/6/22,B8 (9),UNGENTIUM (16),vtg  Vertigo,ESEA Advanced Season 41 Europe
27/6/22,ex-MAD Lions (16),MOUZ NXT (10),mrg  Mirage,REPUBLEAGUE Season 3
27/6/22,MOUZ NXT (10),ex-MAD Lions (16),d2  Dust2,REPUBLEAGUE Season 3
27/6/22,Illuminar (6),Sangal (16),anc  Ancient,Esport Tour 2022 Series 2
27/6/22,Sangal (14),Illuminar (16),ovp  Overpass,Esport Tour 2022 Series 2
27/6/22,Illuminar (5),Sangal (16),d2  Dust2,Esport Tour 2022 Series 2
27/6/22,Eternal Fire (7),BIG (16),nuke  Nuke,Roobet Cup 2022
27/6/22,Eternal Fire (19),BIG (16),d2  Dust2,Roobet Cup 2022
27/6/22,BIG (16),Eternal Fire (10),ovp  Overpass,Roobet Cup 2022
27/6/22,IHC (11),Rare Atom (16),ovp  Overpass,ESL Challenger League Season 41 Asia-Pacific
27/6/22,Rare Atom (16),IHC (13),mrg  Mirage,ESL Challenger League Season 41 Asia-Pacific
27/6/22,IHC (16),Rare Atom (0),anc  Ancient,ESL Challenger League Season 41 Asia-Pacific
27/6/22,Sangal (16),HONORIS (5),vtg  Vertigo,Esport Tour 2022 Series 2
27/6/22,HONORIS (13),Sangal (16),anc  Ancient,Esport Tour 2022 Series 2
27/6/22,paiN (16),ATK (9),inf  Inferno,ESL Challenger League Season 41 North America
27/6/22,ATK (16),paiN (19),d2  Dust2,ESL Challenger League Season 41 North America
26/6/22,Aiming is Difficult (10),LGG Snakes Den (16),ovp  Overpass,Fragadelphia 17 Fullerton
26/6/22,LGG Snakes Den (16),Aiming is Difficult (14),anc  Ancient,Fragadelphia 17 Fullerton
26/6/22,Stuck in Iceland (6),Stanley's Harem (16),inf  Inferno,Fragadelphia 17 Fullerton
26/6/22,Stanley's Harem (16),Stuck in Iceland (3),vtg  Vertigo,Fragadelphia 17 Fullerton
26/6/22,Sacrifice (14),CLG Red (16),mrg  Mirage,ESL Impact Summer 2022 Cash Cup 1 North America
26/6/22,CLG Red (16),Sacrifice (8),inf  Inferno,ESL Impact Summer 2022 Cash Cup 1 North America
26/6/22,Rehl (16),Los Grandes (11),d2  Dust2,CBCS Elite League 2022 Season 1
26/6/22,Los Grandes (16),Rehl (14),inf  Inferno,CBCS Elite League 2022 Season 1
26/6/22,Rehl (16),Los Grandes (9),ovp  Overpass,CBCS Elite League 2022 Season 1
26/6/22,Stuck in Iceland (4),Aiming is Difficult (16),inf  Inferno,Fragadelphia 17 Fullerton
26/6/22,Aiming is Difficult (16),Stuck in Iceland (11),d2  Dust2,Fragadelphia 17 Fullerton
26/6/22,Quem Sao Elas (14),ex-Black Dragons fe (16),d2  Dust2,ESL Impact Summer 2022 Cash Cup 1 South America
26/6/22,ex-Black Dragons fe (19),Quem Sao Elas (16),mrg  Mirage,ESL Impact Summer 2022 Cash Cup 1 South America
26/6/22,MASONIC (17),FLET (19),d2  Dust2,ESEA Advanced Season 41 Europe
26/6/22,FLET (16),MASONIC (13),ovp  Overpass,ESEA Advanced Season 41 Europe
26/6/22,1PIN (9),Apeks (16),ovp  Overpass,ESEA Advanced Season 41 Europe
