Date,Team1,Team2,Map,Event
17/10/21,OneTap (16),allStars (12),vtg  Vertigo,Superbet Open 2021
17/10/21,allStars (11),OneTap (16),mrg  Mirage,Superbet Open 2021
17/10/21,Tranquillum (16),Daugava (2),d2  Dust2,Spelet Academy 2021
17/10/21,Daugava (7),Tranquillum (16),mrg  Mirage,Spelet Academy 2021
17/10/21,Tranquillum (13),Daugava (16),nuke  Nuke,Spelet Academy 2021
17/10/21,Daugava (16),Tranquillum (12),vtg  Vertigo,Spelet Academy 2021
17/10/21,Bravado (16),Big 5 (7),mrg  Mirage,ESEA Autumn 2021 Cash Cup South Africa
17/10/21,Big 5 (5),Bravado (16),inf  Inferno,ESEA Autumn 2021 Cash Cup South Africa
17/10/21,Bravado (9),Big 5 (16),ovp  Overpass,ESEA Autumn 2021 Cash Cup South Africa
17/10/21,Goliath (16),DNMK (11),vtg  Vertigo,ESEA Autumn 2021 Cash Cup South Africa
17/10/21,DNMK (10),Goliath (16),inf  Inferno,ESEA Autumn 2021 Cash Cup South Africa
17/10/21,Wisla Krakow (17),xDDDD (19),inf  Inferno,ESEA Autumn 2021 Cash Cup 2 Europe
17/10/21,xDDDD (16),Wisla Krakow (13),ovp  Overpass,ESEA Autumn 2021 Cash Cup 2 Europe
17/10/21,Wisla Krakow (16),xDDDD (9),mrg  Mirage,ESEA Autumn 2021 Cash Cup 2 Europe
17/10/21,Bandaleros (13),AVE (16),inf  Inferno,ESEA Autumn 2021 Cash Cup 2 Europe
17/10/21,AVE (19),Bandaleros (17),mrg  Mirage,ESEA Autumn 2021 Cash Cup 2 Europe
17/10/21,Nexus (9),1WIN (16),vtg  Vertigo,Malta Vibes Knockout Series 3
17/10/21,1WIN (16),Nexus (3),mrg  Mirage,Malta Vibes Knockout Series 3
17/10/21,OG (11),Heroic (16),ovp  Overpass,BLAST Premier Fall Showdown 2021
17/10/21,Heroic (16),OG (12),inf  Inferno,BLAST Premier Fall Showdown 2021
17/10/21,ONYX (10),MOUZ NXT (16),nuke  Nuke,Malta Vibes Knockout Series 3
17/10/21,MOUZ NXT (16),ONYX (2),inf  Inferno,Malta Vibes Knockout Series 3
17/10/21,SACRAMENTO (14),Daugava (16),ovp  Overpass,Spelet Academy 2021
17/10/21,Daugava (16),SACRAMENTO (19),mrg  Mirage,Spelet Academy 2021
17/10/21,SACRAMENTO (9),Daugava (16),inf  Inferno,Spelet Academy 2021
17/10/21,Sylyx (16),8Ballers (13),anc  Ancient,ESEA Premier Season 38 Australia Relegation
17/10/21,Sylyx (16),8Ballers (8),inf  Inferno,ESEA Premier Season 38 Australia Relegation
17/10/21,8Ballers (19),Sylyx (17),d2  Dust2,ESEA Premier Season 38 Australia Relegation
17/10/21,MASONIC (16),struggletony (3),ovp  Overpass,NPF 2021
17/10/21,MASONIC (16),struggletony (9),vtg  Vertigo,NPF 2021
17/10/21,struggletony (16),MASONIC (10),inf  Inferno,NPF 2021
17/10/21,MIRACLE RUN (19),domilk (17),mrg  Mirage,ESEA Premier Season 38 Australia Relegation
17/10/21,domilk (7),MIRACLE RUN (16),vtg  Vertigo,ESEA Premier Season 38 Australia Relegation
17/10/21,ORDER (13),Looking For Org (16),nuke  Nuke,ESEA Premier Season 38 Australia
17/10/21,Looking For Org (16),ORDER (12),anc  Ancient,ESEA Premier Season 38 Australia
17/10/21,ORDER (19),Looking For Org (16),ovp  Overpass,ESEA Premier Season 38 Australia
17/10/21,Looking For Org (15),ORDER (19),vtg  Vertigo,ESEA Premier Season 38 Australia
17/10/21,Lyngby Vikings (16),hREDS (8),inf  Inferno,Malta Vibes Knockout Series 3
17/10/21,hREDS (5),Lyngby Vikings (16),anc  Ancient,Malta Vibes Knockout Series 3
17/10/21,Northern Forces (16),Eros (19),mrg  Mirage,ESEA Premier Season 38 North America Relegation
17/10/21,Northern Forces (16),Eros (8),inf  Inferno,ESEA Premier Season 38 North America Relegation
17/10/21,Eros (16),Northern Forces (10),nuke  Nuke,ESEA Premier Season 38 North America Relegation
17/10/21,Synthetic (16),Third Impact (2),mrg  Mirage,ESEA Premier Season 38 North America Relegation
17/10/21,Synthetic (12),Third Impact (16),ovp  Overpass,ESEA Premier Season 38 North America Relegation
17/10/21,Third Impact (12),Synthetic (16),inf  Inferno,ESEA Premier Season 38 North America Relegation
17/10/21,Detonate (16),Mythic (12),ovp  Overpass,ESEA Premier Season 38 North America Relegation
17/10/21,Detonate (6),Mythic (16),vtg  Vertigo,ESEA Premier Season 38 North America Relegation
17/10/21,Valors (7),Big Chillin (16),vtg  Vertigo,ESEA Premier Season 38 North America Relegation
17/10/21,Big Chillin (19),Valors (17),inf  Inferno,ESEA Premier Season 38 North America Relegation
17/10/21,Party Astronauts (16),RBG (14),mrg  Mirage,ESEA Premier Season 38 North America
