Date,Team1,Team2,Map,Event
25/9/22,DOGS (16),EC Brugge (8),mrg  Mirage,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,DOGS (9),EC Brugge (16),vtg  Vertigo,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,EC Brugge (7),DOGS (16),inf  Inferno,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,MASONIC (12),ECSTATIC (16),nuke  Nuke,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,ECSTATIC (2),MASONIC (16),inf  Inferno,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,LDLC (16),TAG (11),d2  Dust2,ESEA Advanced Season 42 Europe
25/9/22,TAG (16),LDLC (4),ovp  Overpass,ESEA Advanced Season 42 Europe
25/9/22,LDLC (16),TAG (14),nuke  Nuke,ESEA Advanced Season 42 Europe
25/9/22,JANO (9),HOTU (16),anc  Ancient,ESEA Advanced Season 42 Europe
25/9/22,HOTU (19),JANO (17),ovp  Overpass,ESEA Advanced Season 42 Europe
25/9/22,Enterprise (4),HONORIS (16),ovp  Overpass,CCT Central Europe Series 2
25/9/22,HONORIS (7),Enterprise (16),inf  Inferno,CCT Central Europe Series 2
25/9/22,Enterprise (11),HONORIS (16),anc  Ancient,CCT Central Europe Series 2
25/9/22,MostValuablePlayers (16),Flames Shieldmaidens (8),nuke  Nuke,ESL Impact Autumn 2022 Cash Cup 1 Europe
25/9/22,Flames Shieldmaidens (10),MostValuablePlayers (16),mrg  Mirage,ESL Impact Autumn 2022 Cash Cup 1 Europe
25/9/22,MixUA (12),GUESS (16),mrg  Mirage,ROG Stand With Ukraine Cup 2022
25/9/22,MixUA (6),GUESS (16),anc  Ancient,ROG Stand With Ukraine Cup 2022
25/9/22,GUESS (9),MixUA (16),ovp  Overpass,ROG Stand With Ukraine Cup 2022
25/9/22,Sharks (17),Paquetá (19),mrg  Mirage,CCT South America Series 2
25/9/22,Paquetá (16),Sharks (12),d2  Dust2,CCT South America Series 2
25/9/22,DOGS (16),UNGENTIUM (6),anc  Ancient,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,UNGENTIUM (14),DOGS (16),ovp  Overpass,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,Nemiga (14),EC Brugge (16),vtg  Vertigo,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,EC Brugge (16),Nemiga (9),mrg  Mirage,ESEA Autumn 2022 Cash Cup 1 Europe
25/9/22,MASONIC (16),HAVU (11),d2  Dust2,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,HAVU (13),MASONIC (16),inf  Inferno,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,MOUZ (17),Eternal Fire (19),nuke  Nuke,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,Eternal Fire (13),MOUZ (16),mrg  Mirage,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,MOUZ (12),Eternal Fire (16),vtg  Vertigo,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,ex-SKADE (15),los kogutos (19),anc  Ancient,CCT Central Europe Series 2
25/9/22,los kogutos (22),ex-SKADE (19),d2  Dust2,CCT Central Europe Series 2
25/9/22,STORM (9),TRAFFIC Tashkent (16),mrg  Mirage,FRAG Club Tournament Uzbekistan 2022
25/9/22,TRAFFIC Tashkent (19),STORM (17),inf  Inferno,FRAG Club Tournament Uzbekistan 2022
25/9/22,ENCE (12),ECSTATIC (16),ovp  Overpass,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,ECSTATIC (16),ENCE (14),nuke  Nuke,Pelaajat Nordic Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,Nixuh (16),Bravado (4),vtg  Vertigo,Telkom VS Gaming Masters 2022
25/9/22,Bravado (16),Nixuh (6),mrg  Mirage,Telkom VS Gaming Masters 2022
25/9/22,Nixuh (16),Bravado (5),nuke  Nuke,Telkom VS Gaming Masters 2022
25/9/22,Bravado (9),Nixuh (16),d2  Dust2,Telkom VS Gaming Masters 2022
25/9/22,SINNERS (16),ex-SKADE (9),ovp  Overpass,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,SINNERS (12),ex-SKADE (16),inf  Inferno,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,ex-SKADE (6),SINNERS (16),mrg  Mirage,TWR Eastern European Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,AirBNB Incident (16),gold medalists (11),inf  Inferno,BrisVegas Spring 2022
25/9/22,gold medalists (12),AirBNB Incident (16),vtg  Vertigo,BrisVegas Spring 2022
25/9/22,Mythic (15),Iron Blood (19),ovp  Overpass,ESEA Autumn 2022 Cash Cup 1 North America
25/9/22,Sojoga (16),Kari (14),nuke  Nuke,ESEA Autumn 2022 Cash Cup 1 North America
25/9/22,Strife (5),Nouns (16),vtg  Vertigo,Ace North American Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,Strife (14),Nouns (16),inf  Inferno,Ace North American Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,Nouns (16),Strife (19),mrg  Mirage,Ace North American Masters Fall 2022 - BLAST Premier Qualifier
25/9/22,AirBNB Incident (19),blingus (17),anc  Ancient,BrisVegas Spring 2022
