Date,Team1,Team2,Map,Event
8/10/21,Izako Boars (13),HONORIS (16),anc  Ancient,Polish National Esports Cup 2021
8/10/21,Illuminar (12),EC Kyiv (16),d2  Dust2,Pinnacle Fall Series 2 Regionals
8/10/21,EC Kyiv (16),Illuminar (7),ovp  Overpass,Pinnacle Fall Series 2 Regionals
8/10/21,Triumph (4),TeamOne (0),inf  Inferno,IEM Fall 2021 North America
8/10/21,Evil Geniuses (7),Triumph (5),inf  Inferno,IEM Fall 2021 North America
8/10/21,TeamOne (7),Evil Geniuses (10),inf  Inferno,IEM Fall 2021 North America
8/10/21,Evil Geniuses (7),Triumph (4),inf  Inferno,IEM Fall 2021 North America
8/10/21,Triumph (4),TeamOne (0),inf  Inferno,IEM Fall 2021 North America
8/10/21,TeamOne (4),Evil Geniuses (2),inf  Inferno,IEM Fall 2021 North America
8/10/21,Evil Geniuses (4),Triumph (1),inf  Inferno,IEM Fall 2021 North America
8/10/21,Triumph (4),TeamOne (2),inf  Inferno,IEM Fall 2021 North America
8/10/21,TeamOne (4),Evil Geniuses (2),inf  Inferno,IEM Fall 2021 North America
8/10/21,FURIA (16),Evil Geniuses (14),inf  Inferno,IEM Fall 2021 North America
8/10/21,GODSENT (16),Triumph (11),inf  Inferno,IEM Fall 2021 North America
8/10/21,TeamOne (16),00NATION (8),anc  Ancient,IEM Fall 2021 North America
8/10/21,EXTREMUM (16),Bad News Bears (9),inf  Inferno,IEM Fall 2021 North America
8/10/21,Liquid (16),Extra Salt (8),inf  Inferno,IEM Fall 2021 North America
8/10/21,ATK (2),paiN (16),nuke  Nuke,IEM Fall 2021 North America
7/10/21,Vitality (16),Copenhagen Flames (14),vtg  Vertigo,IEM Fall 2021 Europe
7/10/21,Vitality (16),Copenhagen Flames (12),d2  Dust2,IEM Fall 2021 Europe
7/10/21,VP.Prodigy (6),NAVI Junior (16),d2  Dust2,WePlay Academy League Season 2
7/10/21,NAVI Junior (16),VP.Prodigy (14),vtg  Vertigo,WePlay Academy League Season 2
7/10/21,4glory (13),Marten (16),mrg  Mirage,Kuvo OneTap 2021
7/10/21,Marten (16),4glory (10),inf  Inferno,Kuvo OneTap 2021
7/10/21,4glory (16),Marten (4),nuke  Nuke,Kuvo OneTap 2021
7/10/21,GORILLAZ (6),Finest (16),mrg  Mirage,Elisa Invitational Fall 2021
7/10/21,GORILLAZ (16),Finest (8),ovp  Overpass,Elisa Invitational Fall 2021
7/10/21,Finest (16),GORILLAZ (6),d2  Dust2,Elisa Invitational Fall 2021
7/10/21,Nemiga (16),EC Kyiv (1),mrg  Mirage,ESEA Advanced Season 38 Europe
7/10/21,EC Kyiv (16),Nemiga (14),inf  Inferno,ESEA Advanced Season 38 Europe
7/10/21,Nemiga (16),EC Kyiv (8),vtg  Vertigo,ESEA Advanced Season 38 Europe
7/10/21,iNation (13),PORTUGAL (16),mrg  Mirage,Kuvo OneTap 2021
7/10/21,PORTUGAL (16),iNation (11),d2  Dust2,Kuvo OneTap 2021
7/10/21,Ninjas in Pyjamas (16),Movistar Riders (5),nuke  Nuke,IEM Fall 2021 Europe
7/10/21,Ninjas in Pyjamas (16),Movistar Riders (19),inf  Inferno,IEM Fall 2021 Europe
7/10/21,Movistar Riders (14),Ninjas in Pyjamas (16),anc  Ancient,IEM Fall 2021 Europe
7/10/21,fnatic Rising (16),BIG Academy (19),vtg  Vertigo,WePlay Academy League Season 2
7/10/21,BIG Academy (16),fnatic Rising (14),anc  Ancient,WePlay Academy League Season 2
7/10/21,fnatic Rising (16),BIG Academy (4),nuke  Nuke,WePlay Academy League Season 2
7/10/21,Young Ninjas (10),Fiend (16),mrg  Mirage,Elisa Invitational Fall 2021
7/10/21,Fiend (16),Young Ninjas (2),inf  Inferno,Elisa Invitational Fall 2021
7/10/21,AaB (16),EC Kyiv (12),mrg  Mirage,Pinnacle Fall Series 2 Regionals
7/10/21,AaB (9),EC Kyiv (16),vtg  Vertigo,Pinnacle Fall Series 2 Regionals
7/10/21,EC Kyiv (10),AaB (16),ovp  Overpass,Pinnacle Fall Series 2 Regionals
7/10/21,Eternal Fire (4),Nemiga (16),inf  Inferno,Pinnacle Fall Series 2 Regionals
7/10/21,Nemiga (16),Eternal Fire (10),ovp  Overpass,Pinnacle Fall Series 2 Regionals
7/10/21,Lyngby Vikings (16),KOVA (9),anc  Ancient,Elisa Invitational Fall 2021
7/10/21,KOVA (17),Lyngby Vikings (19),vtg  Vertigo,Elisa Invitational Fall 2021
7/10/21,HONORIS (4),Finest (16),mrg  Mirage,ESEA Advanced Season 38 Europe
7/10/21,ViCi (8),TYLOO (16),mrg  Mirage,IEM Fall 2021 Asia
