Date,Team1,Team2,Map,Event
21/1/23,MIBR (5),Nouns (16),inf  Inferno,ESL Pro League Season 17 Conference North America
20/1/23,Flamengo (8),00NATION (16),ovp  Overpass,ESL Pro League Season 17 Conference South America
20/1/23,00NATION (16),Flamengo (9),inf  Inferno,ESL Pro League Season 17 Conference South America
20/1/23,Falcons (10),FORZE (16),mrg  Mirage,ESL Pro League Season 17 Conference Europe
20/1/23,FORZE (16),Falcons (8),nuke  Nuke,ESL Pro League Season 17 Conference Europe
20/1/23,JANO (8),Lilmix (16),anc  Ancient,CCT North Europe Series 3 Closed Qualifier
20/1/23,JANO (8),Lilmix (16),inf  Inferno,CCT North Europe Series 3 Closed Qualifier
20/1/23,Lilmix (14),JANO (16),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
20/1/23,BIG (9),G2 (16),inf  Inferno,BLAST Premier Spring Groups 2023
20/1/23,G2 (16),BIG (14),mrg  Mirage,BLAST Premier Spring Groups 2023
20/1/23,Websterz (16),MASONIC (14),inf  Inferno,CCT South Europe Series 2
20/1/23,Websterz (14),MASONIC (16),ovp  Overpass,CCT South Europe Series 2
20/1/23,MASONIC (8),Websterz (16),mrg  Mirage,CCT South Europe Series 2
20/1/23,Spirit Academy (16),BIG Academy (11),inf  Inferno,Thunderpick Bitcoin Series 2
20/1/23,BIG Academy (13),Spirit Academy (16),mrg  Mirage,Thunderpick Bitcoin Series 2
20/1/23,Sprout (12),Endpoint (16),inf  Inferno,ESL Pro League Season 17 Conference Europe
20/1/23,Endpoint (16),Sprout (8),ovp  Overpass,ESL Pro League Season 17 Conference Europe
20/1/23,Sprout (19),Endpoint (15),vtg  Vertigo,ESL Pro League Season 17 Conference Europe
20/1/23,Lilmix (16),nomix (14),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
20/1/23,nomix (9),Lilmix (16),inf  Inferno,CCT North Europe Series 3 Closed Qualifier
20/1/23,PROSPECTS (14),Partizan (16),vtg  Vertigo,CCT South Europe Series 2
20/1/23,Partizan (16),PROSPECTS (11),inf  Inferno,CCT South Europe Series 2
20/1/23,OG (22),Liquid (20),nuke  Nuke,BLAST Premier Spring Groups 2023
20/1/23,OG (16),Liquid (6),anc  Ancient,BLAST Premier Spring Groups 2023
20/1/23,Lynn Vision (7),IHC (16),nuke  Nuke,ESL Pro League Season 17 Conference Asia
20/1/23,IHC (16),Lynn Vision (14),ovp  Overpass,ESL Pro League Season 17 Conference Asia
20/1/23,IHC (11),Lynn Vision (16),inf  Inferno,ESL Pro League Season 17 Conference Asia
20/1/23,MASONIC (7),Nexus (16),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
20/1/23,MASONIC (16),Nexus (14),inf  Inferno,CCT North Europe Series 3 Closed Qualifier
20/1/23,Nexus (16),MASONIC (3),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
20/1/23,777 (10),iNation (16),inf  Inferno,European Pro League Season 5
20/1/23,iNation (16),777 (8),anc  Ancient,European Pro League Season 5
20/1/23,FaZe (16),Complexity (9),ovp  Overpass,BLAST Premier Spring Groups 2023
20/1/23,Complexity (6),FaZe (16),inf  Inferno,BLAST Premier Spring Groups 2023
20/1/23,GODSENT (16),ALTERNATE aTTaX (9),anc  Ancient,CCT South Europe Series 2
20/1/23,GODSENT (16),ALTERNATE aTTaX (1),vtg  Vertigo,CCT South Europe Series 2
20/1/23,ALTERNATE aTTaX (19),GODSENT (17),ovp  Overpass,CCT South Europe Series 2
20/1/23,Rooster (16),Hello Kitten (10),nuke  Nuke,ESL Pro League Season 17 Conference Oceania
20/1/23,Hello Kitten (9),Rooster (16),ovp  Overpass,ESL Pro League Season 17 Conference Oceania
20/1/23,Rooster (16),Hello Kitten (19),mrg  Mirage,ESL Pro League Season 17 Conference Oceania
20/1/23,Nexus (16),undefined (9),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
20/1/23,undefined (12),Nexus (16),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
20/1/23,HONORIS (16),500 (14),ovp  Overpass,Thunderpick Bitcoin Series 2
20/1/23,500 (3),HONORIS (16),nuke  Nuke,Thunderpick Bitcoin Series 2
20/1/23,EC Brugge (13),sYnck (16),mrg  Mirage,European Pro League Season 5
20/1/23,EC Brugge (6),sYnck (16),anb  Anubis,European Pro League Season 5
20/1/23,MIBR (6),ATK (16),inf  Inferno,ESL Pro League Season 17 Conference North America
20/1/23,ATK (16),MIBR (14),anb  Anubis,ESL Pro League Season 17 Conference North America
20/1/23,ATK (8),MIBR (16),anc  Ancient,ESL Pro League Season 17 Conference North America
19/1/23,00NATION (10),Imperial (16),ovp  Overpass,ESL Pro League Season 17 Conference South America
