Date,Team1,Team2,Map,Event
30/9/22,Outsiders (17),Vitality (19),d2  Dust2,ESL Pro League Season 16
30/9/22,Vitality (16),Outsiders (13),mrg  Mirage,ESL Pro League Season 16
30/9/22,Iron Branch (16),HOTU (5),ovp  Overpass,ESEA Advanced Season 42 Europe
30/9/22,HOTU (13),Iron Branch (16),mrg  Mirage,ESEA Advanced Season 42 Europe
30/9/22,Finest (15),FORZE (19),mrg  Mirage,CCT Central Europe Series 2
30/9/22,FORZE (16),Finest (6),ovp  Overpass,CCT Central Europe Series 2
30/9/22,LDLC (16),SMIX (6),d2  Dust2,CCT North Europe Series 1 Closed Qualifier
30/9/22,LDLC (7),SMIX (16),ovp  Overpass,CCT North Europe Series 1 Closed Qualifier
30/9/22,SMIX (8),LDLC (16),nuke  Nuke,CCT North Europe Series 1 Closed Qualifier
30/9/22,IMMA PROBLEM (16),JANO (7),ovp  Overpass,CCT North Europe Series 1 Closed Qualifier
30/9/22,JANO (8),IMMA PROBLEM (16),anc  Ancient,CCT North Europe Series 1 Closed Qualifier
30/9/22,IMMA PROBLEM (5),JANO (16),inf  Inferno,CCT North Europe Series 1 Closed Qualifier
30/9/22,9 Pandas (16),Illyrians (13),inf  Inferno,CCT South Europe Series 1 Closed Qualifier
30/9/22,Illyrians (13),9 Pandas (16),anc  Ancient,CCT South Europe Series 1 Closed Qualifier
30/9/22,Entropiq (14),Into the Breach (16),ovp  Overpass,CCT Central Europe Series 2
30/9/22,Into the Breach (9),Entropiq (16),mrg  Mirage,CCT Central Europe Series 2
30/9/22,Entropiq (14),Into the Breach (16),nuke  Nuke,CCT Central Europe Series 2
30/9/22,Phantom Troupe (22),Victorum (20),mrg  Mirage,CCT North America Series 1
30/9/22,Victorum (16),Phantom Troupe (13),inf  Inferno,CCT North America Series 1
30/9/22,Phantom Troupe (16),Victorum (7),nuke  Nuke,CCT North America Series 1
30/9/22,Snakes Den (19),Eros (17),nuke  Nuke,ESEA Advanced Season 42 North America
30/9/22,Snakes Den (8),Eros (16),d2  Dust2,ESEA Advanced Season 42 North America
30/9/22,Eros (14),Snakes Den (16),vtg  Vertigo,ESEA Advanced Season 42 North America
30/9/22,REIGN (16),Brazen (5),nuke  Nuke,CCT North America Series 1
30/9/22,Brazen (19),REIGN (17),inf  Inferno,CCT North America Series 1
30/9/22,REIGN (16),Brazen (11),d2  Dust2,CCT North America Series 1
30/9/22,X13 (14),Villainous (16),inf  Inferno,ESEA Advanced Season 42 North America
30/9/22,Villainous (16),X13 (7),anc  Ancient,ESEA Advanced Season 42 North America
30/9/22,X13 (16),Villainous (8),d2  Dust2,ESEA Advanced Season 42 North America
30/9/22,EG Black (14),Davenport University (16),ovp  Overpass,CCT North America Series 1
30/9/22,Davenport University (6),EG Black (16),inf  Inferno,CCT North America Series 1
30/9/22,EG Black (14),Davenport University (16),d2  Dust2,CCT North America Series 1
29/9/22,MOB (14),Isurus (16),d2  Dust2,Americas Supercup 2022
29/9/22,Isurus (16),MOB (12),inf  Inferno,Americas Supercup 2022
29/9/22,Meta (9),The Union (16),inf  Inferno,Americas Supercup 2022
29/9/22,The Union (16),Meta (10),anc  Ancient,Americas Supercup 2022
29/9/22,FaZe (11),Cloud9 (16),mrg  Mirage,ESL Pro League Season 16
29/9/22,FaZe (8),Cloud9 (16),anc  Ancient,ESL Pro League Season 16
29/9/22,FaZe (16),Cloud9 (13),inf  Inferno,ESL Pro League Season 16
29/9/22,Young Ninjas (16),EC Brugge (14),nuke  Nuke,CCT North Europe Series 1 Closed Qualifier
29/9/22,EC Brugge (13),Young Ninjas (16),vtg  Vertigo,CCT North Europe Series 1 Closed Qualifier
29/9/22,Astralis Talent (13),PROSPECTS (16),ovp  Overpass,CCT North Europe Series 1 Closed Qualifier
29/9/22,PROSPECTS (16),Astralis Talent (8),nuke  Nuke,CCT North Europe Series 1 Closed Qualifier
29/9/22,Beyond Possible (5),KTRL (16),inf  Inferno,CCT South Europe Series 1 Closed Qualifier
29/9/22,KTRL (16),Beyond Possible (8),d2  Dust2,CCT South Europe Series 1 Closed Qualifier
29/9/22,Zero Tenacity (16),EUMIX (8),mrg  Mirage,CCT South Europe Series 1 Closed Qualifier
29/9/22,EUMIX (5),Zero Tenacity (16),nuke  Nuke,CCT South Europe Series 1 Closed Qualifier
29/9/22,BLUEJAYS (16),Anonymo (9),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR Replacement Play-In
29/9/22,Anonymo (8),BLUEJAYS (16),d2  Dust2,IEM Road to Rio 2022 Europe RMR Replacement Play-In
29/9/22,HONORIS (16),9z (12),nuke  Nuke,CCT Central Europe Series 2
