Date,Team1,Team2,Map,Event
19/7/21,100PG (16),Peace Ducks (10),nuke  Nuke,EVOLSTAR CIS Cup 2021
19/7/21,Peace Ducks (10),100PG (16),inf  Inferno,EVOLSTAR CIS Cup 2021
19/7/21,RBG (14),Party Astronauts (16),inf  Inferno,Mythic Summer Series 2021 Cup 2
19/7/21,Party Astronauts (8),RBG (16),ovp  Overpass,Mythic Summer Series 2021 Cup 2
19/7/21,RBG (2),Party Astronauts (16),d2  Dust2,Mythic Summer Series 2021 Cup 2
19/7/21,INTZ (6),Bravos (16),d2  Dust2,Liga Gamers Club 2021 Serie A July Cup
19/7/21,INTZ (10),Bravos (16),ovp  Overpass,Liga Gamers Club 2021 Serie A July Cup
18/7/21,Bravado (11),ATK (16),mrg  Mirage,Gamedock Predator Winter Slam 2021
18/7/21,ATK (16),Bravado (10),d2  Dust2,Gamedock Predator Winter Slam 2021
18/7/21,bankaPEPSI (16),PACT (3),nuke  Nuke,European Development Championship 5 Closed Qualifier
18/7/21,PACT (11),bankaPEPSI (16),d2  Dust2,European Development Championship 5 Closed Qualifier
18/7/21,G2 (13),Natus Vincere (16),nuke  Nuke,IEM Cologne 2021
18/7/21,Natus Vincere (16),G2 (14),mrg  Mirage,IEM Cologne 2021
18/7/21,G2 (11),Natus Vincere (16),d2  Dust2,IEM Cologne 2021
18/7/21,Anlaki (15),4glory (19),ovp  Overpass,Esport Adria Championship Season 5
18/7/21,4glory (21),Anlaki (25),mrg  Mirage,Esport Adria Championship Season 5
18/7/21,4glory (16),Anlaki (7),vtg  Vertigo,Esport Adria Championship Season 5
18/7/21,Infinite (16),Finest (13),nuke  Nuke,European Development Championship 5 Closed Qualifier
18/7/21,Finest (11),Infinite (16),d2  Dust2,European Development Championship 5 Closed Qualifier
18/7/21,Infinite (8),Finest (16),mrg  Mirage,European Development Championship 5 Closed Qualifier
18/7/21,4glory (16),Monarchy (6),nuke  Nuke,Esport Adria Championship Season 5
18/7/21,4glory (16),Monarchy (12),mrg  Mirage,Esport Adria Championship Season 5
18/7/21,Anlaki (16),Monarchy (9),inf  Inferno,Esport Adria Championship Season 5
18/7/21,Monarchy (14),Anlaki (16),anc  Ancient,Esport Adria Championship Season 5
18/7/21,Coscu Army (16),Wygers AR (7),d2  Dust2,La Liga Pro DIRECTV 2021 Apertura South
18/7/21,Wygers AR (3),Coscu Army (16),ovp  Overpass,La Liga Pro DIRECTV 2021 Apertura South
18/7/21,Paquetá (22),Bravos (18),anc  Ancient,Liga Gamers Club 2021 Serie A July Cup
18/7/21,Paquetá (7),Bravos (16),d2  Dust2,Liga Gamers Club 2021 Serie A July Cup
18/7/21,Paquetá (16),Bravos (14),nuke  Nuke,Liga Gamers Club 2021 Serie A July Cup
18/7/21,RBG (16),Triumph (13),nuke  Nuke,Mythic Summer Series 2021 Cup 2
18/7/21,RBG (16),Triumph (13),d2  Dust2,Mythic Summer Series 2021 Cup 2
18/7/21,Triumph (16),RBG (11),ovp  Overpass,Mythic Summer Series 2021 Cup 2
18/7/21,Party Astronauts (16),Recon 5 (10),mrg  Mirage,Mythic Summer Series 2021 Cup 2
18/7/21,Recon 5 (10),Party Astronauts (16),nuke  Nuke,Mythic Summer Series 2021 Cup 2
18/7/21,Malvinas (10),Furious (16),nuke  Nuke,La Liga Pro DIRECTV 2021 Apertura South
18/7/21,New Pampas (4),Boca Juniors (16),nuke  Nuke,La Liga Pro DIRECTV 2021 Apertura South
17/7/21,DETONA (15),INTZ (19),d2  Dust2,Liga Gamers Club 2021 Serie A July Cup
17/7/21,INTZ (9),DETONA (16),ovp  Overpass,Liga Gamers Club 2021 Serie A July Cup
17/7/21,DETONA (11),INTZ (16),mrg  Mirage,Liga Gamers Club 2021 Serie A July Cup
17/7/21,Meta Academy (16),Durany (14),nuke  Nuke,La Liga Pro DIRECTV 2021 Apertura South
17/7/21,Third Impact (5),Recon 5 (16),inf  Inferno,Mythic Summer Series 2021 Cup 2
17/7/21,Third Impact (16),Recon 5 (10),mrg  Mirage,Mythic Summer Series 2021 Cup 2
17/7/21,Recon 5 (16),Third Impact (13),ovp  Overpass,Mythic Summer Series 2021 Cup 2
17/7/21,RBG (16),Secret Club (7),inf  Inferno,Mythic Summer Series 2021 Cup 2
17/7/21,RBG (9),Secret Club (16),mrg  Mirage,Mythic Summer Series 2021 Cup 2
17/7/21,Secret Club (9),RBG (16),ovp  Overpass,Mythic Summer Series 2021 Cup 2
17/7/21,Triumph (16),Brazen (6),mrg  Mirage,Mythic Summer Series 2021 Cup 2
17/7/21,Triumph (7),Brazen (16),vtg  Vertigo,Mythic Summer Series 2021 Cup 2
17/7/21,Brazen (9),Triumph (16),d2  Dust2,Mythic Summer Series 2021 Cup 2
17/7/21,Party Astronauts (16),Heretic's Day Care (12),ovp  Overpass,Mythic Summer Series 2021 Cup 2
