Date,Team1,Team2,Map,Event
30/4/22,BLVKHVND (16),DUSTY (10),ovp  Overpass,UKIC Beyond Spring Invitational 2022
30/4/22,DUSTY (4),BLVKHVND (16),mrg  Mirage,UKIC Beyond Spring Invitational 2022
30/4/22,GODSENT (11),FURIA (16),nuke  Nuke,BLAST Premier Spring Showdown 2022 North America
30/4/22,FURIA (16),GODSENT (7),ovp  Overpass,BLAST Premier Spring Showdown 2022 North America
30/4/22,ex-Project Eversio (12),EC Brugge (16),d2  Dust2,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,EC Brugge (22),ex-Project Eversio (20),nuke  Nuke,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,MASONIC (16),PROSPECTS (7),d2  Dust2,MistGames Heroes of Tomorrow Spring 2022
30/4/22,PROSPECTS (16),MASONIC (5),nuke  Nuke,MistGames Heroes of Tomorrow Spring 2022
30/4/22,MASONIC (16),PROSPECTS (8),ovp  Overpass,MistGames Heroes of Tomorrow Spring 2022
30/4/22,Astralis (16),Ninjas in Pyjamas (1),mrg  Mirage,BLAST Premier Spring Showdown 2022 Europe
30/4/22,Ninjas in Pyjamas (11),Astralis (16),nuke  Nuke,BLAST Premier Spring Showdown 2022 Europe
30/4/22,ECLOT (12),BLUEJAYS (16),anc  Ancient,Pinnacle Cup IV
30/4/22,ECLOT (19),BLUEJAYS (17),mrg  Mirage,Pinnacle Cup IV
30/4/22,BLUEJAYS (16),ECLOT (14),inf  Inferno,Pinnacle Cup IV
30/4/22,Temperate (4),EKO (16),inf  Inferno,UKIC Beyond Spring Invitational 2022
30/4/22,EKO (16),Temperate (13),ovp  Overpass,UKIC Beyond Spring Invitational 2022
30/4/22,LowLandLions (13),EC Brugge (16),anc  Ancient,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,EC Brugge (16),LowLandLions (12),vtg  Vertigo,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,Illuminar (16),PACT (4),anc  Ancient,Esport Tour 2022 Series 1
30/4/22,PACT (14),Illuminar (16),vtg  Vertigo,Esport Tour 2022 Series 1
30/4/22,Illuminar (17),PACT (19),nuke  Nuke,Esport Tour 2022 Series 1
30/4/22,NLG (14),cowana (16),anc  Ancient,ESL Meisterschaft Spring 2022 Finals
30/4/22,cowana (3),NLG (16),vtg  Vertigo,ESL Meisterschaft Spring 2022 Finals
30/4/22,NLG (13),cowana (16),d2  Dust2,ESL Meisterschaft Spring 2022 Finals
30/4/22,Tricked (7),Astralis Talent (16),vtg  Vertigo,MistGames Heroes of Tomorrow Spring 2022
30/4/22,Astralis Talent (15),Tricked (19),nuke  Nuke,MistGames Heroes of Tomorrow Spring 2022
30/4/22,Tricked (13),Astralis Talent (16),mrg  Mirage,MistGames Heroes of Tomorrow Spring 2022
30/4/22,Wisla Krakow (16),Bad News Bears (2),ovp  Overpass,Pinnacle Cup IV
30/4/22,Bad News Bears (6),Wisla Krakow (16),d2  Dust2,Pinnacle Cup IV
30/4/22,The Last Resort (8),FAMBIT (16),nuke  Nuke,UKIC Beyond Spring Invitational 2022
30/4/22,FAMBIT (16),The Last Resort (4),ovp  Overpass,UKIC Beyond Spring Invitational 2022
30/4/22,ORDER (13),VERTEX (16),d2  Dust2,ESL Australia & NZ Championship Season 14
30/4/22,VERTEX (19),ORDER (16),mrg  Mirage,ESL Australia & NZ Championship Season 14
30/4/22,BLUEJAYS (16),HONORIS (10),vtg  Vertigo,Esport Tour 2022 Series 1
30/4/22,HONORIS (16),BLUEJAYS (11),d2  Dust2,Esport Tour 2022 Series 1
30/4/22,BLUEJAYS (16),HONORIS (10),anc  Ancient,Esport Tour 2022 Series 1
30/4/22,ex-Project Eversio (16),TheDice (3),ovp  Overpass,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,TheDice (9),ex-Project Eversio (16),nuke  Nuke,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,ex-Project Eversio (17),TheDice (19),inf  Inferno,ESL Proximus Benelux Summer Championship 2022 Finals
30/4/22,AGO (19),4glory (17),vtg  Vertigo,Pinnacle Cup IV
30/4/22,4glory (14),AGO (16),anc  Ancient,Pinnacle Cup IV
30/4/22,ORDER (16),DGG (13),mrg  Mirage,ESL Australia & NZ Championship Season 14
30/4/22,DGG (18),ORDER (22),vtg  Vertigo,ESL Australia & NZ Championship Season 14
30/4/22,UNO MILLE (16),Los Grandes (14),nuke  Nuke,CBCS Retake Series 2022 Season 1
30/4/22,Los Grandes (9),UNO MILLE (16),anc  Ancient,CBCS Retake Series 2022 Season 1
30/4/22,UNO MILLE (14),Los Grandes (16),ovp  Overpass,CBCS Retake Series 2022 Season 1
29/4/22,Liquid (17),paiN (19),ovp  Overpass,BLAST Premier Spring Showdown 2022 North America
29/4/22,paiN (13),Liquid (16),anc  Ancient,BLAST Premier Spring Showdown 2022 North America
29/4/22,Liquid (9),paiN (16),vtg  Vertigo,BLAST Premier Spring Showdown 2022 North America
29/4/22,FURIA Academy (12),Meta (16),inf  Inferno,CBCS Retake Series 2022 Season 1
