Date,Team1,Team2,Map,Event
19/2/22,Red (13),ARAVT (16),ovp  Overpass,ARD MESA League Season 2
19/2/22,Red (16),ARAVT (6),inf  Inferno,ARD MESA League Season 2
19/2/22,ARAVT (19),Red (16),nuke  Nuke,ARD MESA League Season 2
19/2/22,VERTEX (9),ORDER (16),nuke  Nuke,The Insanely Awesome Tournament 2022
19/2/22,ORDER (16),VERTEX (12),ovp  Overpass,The Insanely Awesome Tournament 2022
19/2/22,Overt (6),Paradox (16),mrg  Mirage,The Insanely Awesome Tournament 2022
19/2/22,Paradox (16),Overt (4),ovp  Overpass,The Insanely Awesome Tournament 2022
18/2/22,9z Academy (10),Boca Juniors (16),ovp  Overpass,Aorus League 2022 Season 1 Southern Cone
18/2/22,9z Academy (16),Boca Juniors (6),nuke  Nuke,Aorus League 2022 Season 1 Southern Cone
18/2/22,Boca Juniors (16),9z Academy (11),mrg  Mirage,Aorus League 2022 Season 1 Southern Cone
18/2/22,Copenhagen Flames (6),Gambit (16),vtg  Vertigo,IEM Katowice 2022
18/2/22,Copenhagen Flames (16),Gambit (13),inf  Inferno,IEM Katowice 2022
18/2/22,Gambit (16),Copenhagen Flames (12),ovp  Overpass,IEM Katowice 2022
18/2/22,Ninjas in Pyjamas (8),Virtus.pro (16),anc  Ancient,IEM Katowice 2022
18/2/22,Ninjas in Pyjamas (16),Virtus.pro (12),vtg  Vertigo,IEM Katowice 2022
18/2/22,Virtus.pro (16),Ninjas in Pyjamas (9),ovp  Overpass,IEM Katowice 2022
18/2/22,MOUZ (16),OG (9),anc  Ancient,IEM Katowice 2022
18/2/22,OG (12),MOUZ (16),nuke  Nuke,IEM Katowice 2022
18/2/22,Heroic (22),Vitality (18),inf  Inferno,IEM Katowice 2022
18/2/22,Vitality (12),Heroic (16),mrg  Mirage,IEM Katowice 2022
18/2/22,Eternal Fire (16),Apeks (12),ovp  Overpass,Pinnacle Winter Series 2
18/2/22,Apeks (16),Eternal Fire (13),mrg  Mirage,Pinnacle Winter Series 2
18/2/22,Eternal Fire (16),Apeks (13),vtg  Vertigo,Pinnacle Winter Series 2
18/2/22,ENCE (14),Natus Vincere (16),ovp  Overpass,IEM Katowice 2022
18/2/22,ENCE (16),Natus Vincere (4),nuke  Nuke,IEM Katowice 2022
18/2/22,Natus Vincere (16),ENCE (8),mrg  Mirage,IEM Katowice 2022
18/2/22,G2 (11),fnatic (16),inf  Inferno,IEM Katowice 2022
18/2/22,fnatic (16),G2 (7),mrg  Mirage,IEM Katowice 2022
18/2/22,G2 (16),fnatic (2),nuke  Nuke,IEM Katowice 2022
18/2/22,1WIN (28),777 (24),anc  Ancient,Pinnacle Winter Series 2
18/2/22,777 (11),1WIN (16),nuke  Nuke,Pinnacle Winter Series 2
18/2/22,SAW (16),Nemiga (13),inf  Inferno,Thunderpick Bitcoin Series 1
18/2/22,Nemiga (13),SAW (16),d2  Dust2,Thunderpick Bitcoin Series 1
18/2/22,SKADE (16),Tricked (10),nuke  Nuke,Pinnacle Winter Series 2
18/2/22,Tricked (12),SKADE (16),inf  Inferno,Pinnacle Winter Series 2
18/2/22,9z Academy (16),Stone (11),vtg  Vertigo,Aorus League 2022 Season 1 Southern Cone
18/2/22,9z Academy (16),Stone (2),ovp  Overpass,Aorus League 2022 Season 1 Southern Cone
18/2/22,Stone (16),9z Academy (8),d2  Dust2,Aorus League 2022 Season 1 Southern Cone
17/2/22,Boca Juniors (16),River Plate (11),ovp  Overpass,Aorus League 2022 Season 1 Southern Cone
17/2/22,River Plate (17),Boca Juniors (19),inf  Inferno,Aorus League 2022 Season 1 Southern Cone
17/2/22,FaZe (16),Liquid (9),inf  Inferno,IEM Katowice 2022
17/2/22,FaZe (16),Liquid (6),anc  Ancient,IEM Katowice 2022
17/2/22,Liquid (16),FaZe (11),mrg  Mirage,IEM Katowice 2022
17/2/22,Astralis (11),FURIA (16),mrg  Mirage,IEM Katowice 2022
17/2/22,FURIA (16),Astralis (12),ovp  Overpass,IEM Katowice 2022
17/2/22,Vitality (16),MOUZ (10),nuke  Nuke,IEM Katowice 2022
17/2/22,MOUZ (19),Vitality (17),inf  Inferno,IEM Katowice 2022
17/2/22,Vitality (22),MOUZ (19),vtg  Vertigo,IEM Katowice 2022
17/2/22,Gambit (8),Ninjas in Pyjamas (16),ovp  Overpass,IEM Katowice 2022
17/2/22,Ninjas in Pyjamas (11),Gambit (16),vtg  Vertigo,IEM Katowice 2022
