Date,Team1,Team2,Map,Event
17/7/22,KJlACCHblE (13),Into the Breach (16),anc  Ancient,ESEA Summer 2022 Cash Cup 2 Europe
17/7/22,KJlACCHblE (16),Into the Breach (11),nuke  Nuke,ESEA Summer 2022 Cash Cup 2 Europe
17/7/22,Into the Breach (16),KJlACCHblE (3),mrg  Mirage,ESEA Summer 2022 Cash Cup 2 Europe
17/7/22,FaZe (13),Natus Vincere (16),ovp  Overpass,IEM Cologne 2022
17/7/22,Natus Vincere (13),FaZe (16),inf  Inferno,IEM Cologne 2022
17/7/22,1PIN (5),Iron Branch (16),d2  Dust2,ESEA Summer 2022 Cash Cup 2 Europe
17/7/22,Iron Branch (11),1PIN (16),inf  Inferno,ESEA Summer 2022 Cash Cup 2 Europe
17/7/22,PPP (14),bosses (16),ovp  Overpass,Fragadelphia 17 Philadelphia
17/7/22,bosses (16),PPP (11),d2  Dust2,Fragadelphia 17 Philadelphia
17/7/22,NorVa's Last Peek (13),Villainous (16),mrg  Mirage,Fragadelphia 17 Philadelphia
17/7/22,Villainous (16),NorVa's Last Peek (4),anc  Ancient,Fragadelphia 17 Philadelphia
17/7/22,The Muppets (13),LGG (16),mrg  Mirage,Fragadelphia 17 Philadelphia
17/7/22,LGG (16),The Muppets (4),anc  Ancient,Fragadelphia 17 Philadelphia
17/7/22,All Gas No Brakes (12),Take Flyte (16),mrg  Mirage,Fragadelphia 17 Philadelphia
17/7/22,Take Flyte (16),All Gas No Brakes (7),d2  Dust2,Fragadelphia 17 Philadelphia
17/7/22,ECLOT (10),Bad News Eagles (16),d2  Dust2,ESL Challenger League Season 41 Europe Relegation
17/7/22,ECLOT (16),Bad News Eagles (19),mrg  Mirage,ESL Challenger League Season 41 Europe Relegation
17/7/22,Bad News Eagles (7),ECLOT (16),inf  Inferno,ESL Challenger League Season 41 Europe Relegation
17/7/22,Tricked (6),MASONIC (16),anc  Ancient,POWER Ligaen Season 20 Finals
17/7/22,MASONIC (16),Tricked (5),vtg  Vertigo,POWER Ligaen Season 20 Finals
17/7/22,Arvum (16),Leviatan (12),nuke  Nuke,Flow FiReLEAGUE 2022
17/7/22,Arvum (16),Leviatan (14),ovp  Overpass,Flow FiReLEAGUE 2022
17/7/22,Leviatan (16),Arvum (14),mrg  Mirage,Flow FiReLEAGUE 2022
16/7/22,River Plate (11),Isurus (16),ovp  Overpass,Flow FiReLEAGUE 2022
16/7/22,Isurus (16),River Plate (5),inf  Inferno,Flow FiReLEAGUE 2022
16/7/22,X (16),BLINK (7),d2  Dust2,Kuvo OneTap Summer 2022
16/7/22,BLINK (14),X (16),inf  Inferno,Kuvo OneTap Summer 2022
16/7/22,EC Kyiv (28),Sangal (24),mrg  Mirage,ESL Challenger League Season 41 Europe Relegation
16/7/22,EC Kyiv (16),Sangal (8),ovp  Overpass,ESL Challenger League Season 41 Europe Relegation
16/7/22,Sangal (16),EC Kyiv (13),d2  Dust2,ESL Challenger League Season 41 Europe Relegation
16/7/22,FORZE (28),Finest (26),anc  Ancient,ESL Challenger League Season 41 Europe Relegation
16/7/22,FORZE (16),Finest (13),inf  Inferno,ESL Challenger League Season 41 Europe Relegation
16/7/22,Finest (16),FORZE (3),d2  Dust2,ESL Challenger League Season 41 Europe Relegation
16/7/22,K23 (16),UNGENTIUM (13),d2  Dust2,ESL Challenger League Season 41 Europe Relegation
16/7/22,UNGENTIUM (14),K23 (16),inf  Inferno,ESL Challenger League Season 41 Europe Relegation
16/7/22,K23 (8),UNGENTIUM (16),anc  Ancient,ESL Challenger League Season 41 Europe Relegation
16/7/22,Movistar Riders (9),FaZe (16),nuke  Nuke,IEM Cologne 2022
16/7/22,FaZe (16),Movistar Riders (12),anc  Ancient,IEM Cologne 2022
16/7/22,0to100 (16),Zero Tenacity (9),inf  Inferno,Kuvo OneTap Summer 2022
16/7/22,Zero Tenacity (7),0to100 (16),mrg  Mirage,Kuvo OneTap Summer 2022
16/7/22,Astralis (17),Natus Vincere (19),mrg  Mirage,IEM Cologne 2022
16/7/22,Natus Vincere (16),Astralis (8),nuke  Nuke,IEM Cologne 2022
16/7/22,Arvum (6),Furious (16),d2  Dust2,La Liga Pro DIRECTV GO 2022
16/7/22,Furious (13),Arvum (16),mrg  Mirage,La Liga Pro DIRECTV GO 2022
16/7/22,WAP (8),Boca Juniors (16),vtg  Vertigo,Flow FiReLEAGUE 2022
16/7/22,Boca Juniors (16),WAP (13),inf  Inferno,Flow FiReLEAGUE 2022
15/7/22,9z Academy (6),9z (16),d2  Dust2,Flow FiReLEAGUE 2022
15/7/22,9z (16),9z Academy (3),nuke  Nuke,Flow FiReLEAGUE 2022
15/7/22,Movistar Riders (16),Liquid (12),vtg  Vertigo,IEM Cologne 2022
15/7/22,Liquid (16),Movistar Riders (14),inf  Inferno,IEM Cologne 2022
