Date,Team1,Team2,Map,Event
8/12/21,OFFSET (7),AVE (16),inf  Inferno,ESEA Advanced Season 39 Europe
8/12/21,AVE (16),OFFSET (10),nuke  Nuke,ESEA Advanced Season 39 Europe
8/12/21,fnatic Rising (16),Enterprise (0),ovp  Overpass,Elisa Invitational Winter 2021 Regionals
8/12/21,Enterprise (12),fnatic Rising (16),inf  Inferno,Elisa Invitational Winter 2021 Regionals
8/12/21,MOUZ NXT (12),ECSTATIC (16),inf  Inferno,Malta Vibes Knockout Series 4
8/12/21,ECSTATIC (16),MOUZ NXT (4),d2  Dust2,Malta Vibes Knockout Series 4
8/12/21,MOUZ NXT (16),ECSTATIC (1),vtg  Vertigo,Malta Vibes Knockout Series 4
8/12/21,Anonymo (16),SINNERS (9),inf  Inferno,ESEA Premier Season 39 Europe
8/12/21,Anonymo (19),SINNERS (17),anc  Ancient,ESEA Premier Season 39 Europe
8/12/21,SINNERS (19),Anonymo (16),vtg  Vertigo,ESEA Premier Season 39 Europe
8/12/21,FORZE (5),Entropiq (16),ovp  Overpass,ESEA Premier Season 39 Europe
8/12/21,Entropiq (16),FORZE (19),mrg  Mirage,ESEA Premier Season 39 Europe
8/12/21,FORZE (13),Entropiq (16),anc  Ancient,ESEA Premier Season 39 Europe
8/12/21,Lynn Vision (16),GORILLAZ (10),nuke  Nuke,Elisa Invitational Winter 2021 Regionals
8/12/21,GORILLAZ (10),Lynn Vision (16),ovp  Overpass,Elisa Invitational Winter 2021 Regionals
8/12/21,Copenhagen Flames (16),Dignitas (14),nuke  Nuke,Malta Vibes Knockout Series 4
8/12/21,Dignitas (10),Copenhagen Flames (16),ovp  Overpass,Malta Vibes Knockout Series 4
8/12/21,yellow (16),ex-FURY (14),anc  Ancient,ESEA Premier Season 39 Australia
8/12/21,ex-FURY (16),yellow (10),inf  Inferno,ESEA Premier Season 39 Australia
8/12/21,yellow (16),ex-FURY (6),nuke  Nuke,ESEA Premier Season 39 Australia
8/12/21,Alke (16),Kanga (2),anc  Ancient,ESEA Premier Season 39 Australia
8/12/21,Kanga (16),Alke (11),nuke  Nuke,ESEA Premier Season 39 Australia
8/12/21,Alke (16),Kanga (3),mrg  Mirage,ESEA Premier Season 39 Australia
8/12/21,Paradox (16),8Ballers (1),inf  Inferno,ESEA Premier Season 39 Australia
8/12/21,8Ballers (6),Paradox (16),nuke  Nuke,ESEA Premier Season 39 Australia
8/12/21,VERTEX (16),Apocalypse (5),mrg  Mirage,ESEA Premier Season 39 Australia
8/12/21,Apocalypse (3),VERTEX (16),nuke  Nuke,ESEA Premier Season 39 Australia
8/12/21,Dynasty (11),Looking For Org (16),ovp  Overpass,ESEA Premier Season 39 Australia
8/12/21,Looking For Org (16),Dynasty (4),d2  Dust2,ESEA Premier Season 39 Australia
8/12/21,Bad News Bears (10),ChocoCheck (16),anc  Ancient,ESEA Premier Season 39 North America
8/12/21,ChocoCheck (7),Bad News Bears (16),d2  Dust2,ESEA Premier Season 39 North America
8/12/21,Bad News Bears (20),ChocoCheck (22),mrg  Mirage,ESEA Premier Season 39 North America
8/12/21,Extra Salt (16),Strife (7),inf  Inferno,ESEA Premier Season 39 North America
8/12/21,Strife (6),Extra Salt (16),nuke  Nuke,ESEA Premier Season 39 North America
8/12/21,Meta (12),Sharks (16),vtg  Vertigo,BLAST Rising 2021 Latin America
8/12/21,Meta (16),Sharks (13),anc  Ancient,BLAST Rising 2021 Latin America
8/12/21,Sharks (16),Meta (8),inf  Inferno,BLAST Rising 2021 Latin America
8/12/21,paiN (19),Northern Forces (15),inf  Inferno,ESEA Premier Season 39 North America
8/12/21,Northern Forces (10),paiN (16),nuke  Nuke,ESEA Premier Season 39 North America
8/12/21,Detonate (16),TeamOne (19),d2  Dust2,ESEA Premier Season 39 North America
8/12/21,TeamOne (16),Detonate (4),ovp  Overpass,ESEA Premier Season 39 North America
8/12/21,Detonate (16),TeamOne (14),anc  Ancient,ESEA Premier Season 39 North America
8/12/21,Big Chillin (12),Eros (16),vtg  Vertigo,ESEA Premier Season 39 North America
8/12/21,Eros (9),Big Chillin (16),d2  Dust2,ESEA Premier Season 39 North America
8/12/21,Big Chillin (9),Eros (16),inf  Inferno,ESEA Premier Season 39 North America
8/12/21,Party Astronauts (16),voLante (9),inf  Inferno,ESEA Premier Season 39 North America
8/12/21,voLante (8),Party Astronauts (16),nuke  Nuke,ESEA Premier Season 39 North America
8/12/21,ATK (12),Extra Salt (16),ovp  Overpass,ESEA Premier Season 39 North America
8/12/21,Extra Salt (16),ATK (6),anc  Ancient,ESEA Premier Season 39 North America
7/12/21,paiN (16),Triumph (14),nuke  Nuke,ESEA Premier Season 39 North America
