Date,Team1,Team2,Map,Event
9/8/21,9z (11),Furious (16),d2  Dust2,Redragon Latam Series 2021 Season 1 Southern Cone
9/8/21,9z (16),Furious (6),inf  Inferno,Redragon Latam Series 2021 Season 1 Southern Cone
9/8/21,Isurus (16),Santos (12),nuke  Nuke,La Liga Pro DIRECTV 2021 Apertura South
9/8/21,Santos (6),Isurus (16),anc  Ancient,La Liga Pro DIRECTV 2021 Apertura South
8/8/21,Bad News Bears (16),Triumph (12),nuke  Nuke,ESEA Summer 2021 Cash Cup 5 North America
8/8/21,Triumph (10),Bad News Bears (16),ovp  Overpass,ESEA Summer 2021 Cash Cup 5 North America
8/8/21,Bad News Bears (9),Triumph (16),mrg  Mirage,ESEA Summer 2021 Cash Cup 5 North America
8/8/21,Third Impact (10),RBG (16),ovp  Overpass,ESEA Summer 2021 Cash Cup 5 North America
8/8/21,RBG (16),Third Impact (9),mrg  Mirage,ESEA Summer 2021 Cash Cup 5 North America
8/8/21,Paquetá (5),MIBR (16),mrg  Mirage,CBCS Elite League 2021 Season 2
8/8/21,MIBR (19),Paquetá (17),ovp  Overpass,CBCS Elite League 2021 Season 2
8/8/21,B8 (9),Dolej Miodu (16),vtg  Vertigo,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,Dolej Miodu (19),B8 (17),ovp  Overpass,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,ex-Quantum Bellator Fire (13),MASONIC (16),inf  Inferno,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,ex-Quantum Bellator Fire (13),MASONIC (16),vtg  Vertigo,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,Apeks Rebels (14),Oilers (16),inf  Inferno,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,Oilers (11),Apeks Rebels (16),nuke  Nuke,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,Apeks Rebels (12),Oilers (16),anc  Ancient,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,hREDS (16),SJ (10),inf  Inferno,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,hREDS (16),SJ (10),nuke  Nuke,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,SJ (22),hREDS (19),ovp  Overpass,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,Lilmix (11),X Gamer (16),ovp  Overpass,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,X Gamer (16),Lilmix (12),inf  Inferno,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,Lilmix (16),X Gamer (13),d2  Dust2,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,fnatic Rising (16),NAVI Junior (13),anc  Ancient,WePlay Academy League Season 1
8/8/21,NAVI Junior (12),fnatic Rising (16),ovp  Overpass,WePlay Academy League Season 1
8/8/21,Save's (11),B8 (16),vtg  Vertigo,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,B8 (6),Save's (16),nuke  Nuke,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,Save's (6),B8 (16),ovp  Overpass,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,Dolej Miodu (16),okura (13),anc  Ancient,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,okura (16),Dolej Miodu (2),nuke  Nuke,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,okura (10),Dolej Miodu (16),vtg  Vertigo,ESEA Summer 2021 Cash Cup 5 Europe
8/8/21,MASONIC (19),CEPTER (17),vtg  Vertigo,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,MASONIC (3),CEPTER (16),anc  Ancient,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,CEPTER (10),MASONIC (16),nuke  Nuke,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,X Gamer (19),AURA (16),inf  Inferno,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,X Gamer (16),AURA (13),d2  Dust2,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,hREDS (16),NYYRIKKI (11),vtg  Vertigo,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,NYYRIKKI (2),hREDS (16),ovp  Overpass,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,Midgard (14),Apeks Rebels (16),inf  Inferno,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,Apeks Rebels (16),Midgard (5),nuke  Nuke,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,SJ (16),myllysuola (11),mrg  Mirage,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,myllysuola (9),SJ (16),nuke  Nuke,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,SJ (11),myllysuola (16),vtg  Vertigo,Elisa Invitational Fall 2021 Finland Closed Qualifier
8/8/21,Brandbergen Shooters (8),Lilmix (16),inf  Inferno,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,Brandbergen Shooters (16),Lilmix (7),ovp  Overpass,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,Lilmix (16),Brandbergen Shooters (10),mrg  Mirage,Elisa Invitational Fall 2021 Sweden Closed Qualifier
8/8/21,DISKODISKO (11),ex-Quantum Bellator Fire (16),ovp  Overpass,Elisa Invitational Fall 2021 Denmark Closed Qualifier
8/8/21,FOXED (3),Oilers (16),mrg  Mirage,Elisa Invitational Fall 2021 Norway Closed Qualifier
8/8/21,Oilers (16),FOXED (9),anc  Ancient,Elisa Invitational Fall 2021 Norway Closed Qualifier
