Date,Team1,Team2,Map,Event
21/9/22,MOUZ NXT (7),BIG Academy (16),mrg  Mirage,CCT Central Europe Series 2
21/9/22,Evil Geniuses (5),Cloud9 (16),d2  Dust2,ESL Pro League Season 16
21/9/22,Evil Geniuses (12),Cloud9 (16),inf  Inferno,ESL Pro League Season 16
21/9/22,Bad News Eagles (16),Endpoint (10),inf  Inferno,Elisa Invitational Fall 2022
21/9/22,Endpoint (5),Bad News Eagles (16),mrg  Mirage,Elisa Invitational Fall 2022
21/9/22,Bad News Eagles (6),Endpoint (16),anc  Ancient,Elisa Invitational Fall 2022
21/9/22,EYEBALLERS (10),Enterprise (16),mrg  Mirage,CCT Central Europe Series 2
21/9/22,Enterprise (19),EYEBALLERS (17),anc  Ancient,CCT Central Europe Series 2
21/9/22,Foggy (6),Detonate (16),ovp  Overpass,CCT North America Series 1
21/9/22,Detonate (16),Foggy (0),nuke  Nuke,CCT North America Series 1
21/9/22,Nouns (16),Strife (8),inf  Inferno,ESL Challenger League Season 42 North America
21/9/22,Strife (16),Nouns (7),mrg  Mirage,ESL Challenger League Season 42 North America
21/9/22,Nouns (16),Strife (4),ovp  Overpass,ESL Challenger League Season 42 North America
21/9/22,Victorum (17),Iron Blood (19),mrg  Mirage,ESL Challenger League Season 42 North America
21/9/22,Victorum (8),Iron Blood (16),vtg  Vertigo,ESL Challenger League Season 42 North America
21/9/22,Iron Blood (14),Victorum (16),nuke  Nuke,ESL Challenger League Season 42 North America
21/9/22,Mythic (17),MIBR (19),anc  Ancient,ESL Challenger League Season 42 North America
21/9/22,Mythic (16),MIBR (9),vtg  Vertigo,ESL Challenger League Season 42 North America
21/9/22,MIBR (16),Mythic (2),ovp  Overpass,ESL Challenger League Season 42 North America
21/9/22,Davenport University (3),TeamOne (16),d2  Dust2,ESL Challenger League Season 42 North America
21/9/22,TeamOne (16),Davenport University (9),inf  Inferno,ESL Challenger League Season 42 North America
21/9/22,DNA (15),Villainous (19),mrg  Mirage,CCT North America Series 1
21/9/22,Villainous (16),DNA (8),vtg  Vertigo,CCT North America Series 1
20/9/22,WINDINGO (9),MOB (16),d2  Dust2,Americas Supercup 2022
20/9/22,MOB (11),WINDINGO (16),nuke  Nuke,Americas Supercup 2022
20/9/22,WINDINGO (9),MOB (16),inf  Inferno,Americas Supercup 2022
20/9/22,Nexus (10),TAG (16),mrg  Mirage,ESEA Advanced Season 42 Europe
20/9/22,TAG (12),Nexus (16),anc  Ancient,ESEA Advanced Season 42 Europe
20/9/22,Nexus (15),TAG (19),nuke  Nuke,ESEA Advanced Season 42 Europe
20/9/22,Mad Kings (16),Meta (19),mrg  Mirage,Americas Supercup 2022
20/9/22,eSuba (16),Apeks (14),inf  Inferno,CCT Central Europe Series 2
20/9/22,Apeks (11),eSuba (16),mrg  Mirage,CCT Central Europe Series 2
20/9/22,PACT (16),ALTERNATE aTTaX (14),inf  Inferno,ESEA Advanced Season 42 Europe
20/9/22,PACT (13),ALTERNATE aTTaX (16),d2  Dust2,ESEA Advanced Season 42 Europe
20/9/22,ALTERNATE aTTaX (9),PACT (16),anc  Ancient,ESEA Advanced Season 42 Europe
20/9/22,MASONIC (13),PALOMA (16),inf  Inferno,ESEA Advanced Season 42 Europe
20/9/22,MASONIC (12),PALOMA (16),anc  Ancient,ESEA Advanced Season 42 Europe
20/9/22,PALOMA (13),MASONIC (16),vtg  Vertigo,ESEA Advanced Season 42 Europe
20/9/22,BLUEJAYS (22),Finest (20),vtg  Vertigo,ESL Challenger League Season 42 Europe
20/9/22,Finest (8),BLUEJAYS (16),mrg  Mirage,ESL Challenger League Season 42 Europe
20/9/22,LF0 (17),Sangal (19),ovp  Overpass,ESEA Advanced Season 42 Europe
20/9/22,LF0 (11),Sangal (16),inf  Inferno,ESEA Advanced Season 42 Europe
20/9/22,Sangal (13),LF0 (16),d2  Dust2,ESEA Advanced Season 42 Europe
20/9/22,9 Pandas (16),Partizan (12),inf  Inferno,ESEA Advanced Season 42 Europe
20/9/22,Partizan (17),9 Pandas (19),anc  Ancient,ESEA Advanced Season 42 Europe
20/9/22,ThunderFlash (10),OneTap (16),ovp  Overpass,ESEA Advanced Season 42 Europe
20/9/22,OneTap (11),ThunderFlash (16),nuke  Nuke,ESEA Advanced Season 42 Europe
20/9/22,ThunderFlash (11),OneTap (16),d2  Dust2,ESEA Advanced Season 42 Europe
20/9/22,HONORIS (9),EC Brugge (16),vtg  Vertigo,ESEA Advanced Season 42 Europe
20/9/22,EC Brugge (6),HONORIS (16),ovp  Overpass,ESEA Advanced Season 42 Europe
