Date,Team1,Team2,Map,Event
29/11/22,Endpoint (16),ex-Finest (13),vtg  Vertigo,CCT North Europe Series 2
29/11/22,Endpoint (12),ex-Finest (16),ovp  Overpass,CCT North Europe Series 2
29/11/22,ex-Finest (7),Endpoint (16),anc  Ancient,CCT North Europe Series 2
29/11/22,Tricked (9),ECLOT (16),inf  Inferno,Epic GOCL Season 2
29/11/22,Tricked (16),ECLOT (8),anc  Ancient,Epic GOCL Season 2
29/11/22,ECLOT (19),Tricked (17),vtg  Vertigo,Epic GOCL Season 2
29/11/22,OnlineBOTS (14),EYEBALLERS (16),ovp  Overpass,CCT Central Europe Series 4 Closed Qualifier
29/11/22,EYEBALLERS (16),OnlineBOTS (11),mrg  Mirage,CCT Central Europe Series 4 Closed Qualifier
29/11/22,Rehl (11),MIBR Academy (16),ovp  Overpass,CCT South America Series 3
29/11/22,MIBR Academy (16),Rehl (8),inf  Inferno,CCT South America Series 3
29/11/22,Rehl (16),MIBR Academy (14),mrg  Mirage,CCT South America Series 3
29/11/22,PGE Turow (20),LDLC (22),vtg  Vertigo,CCT Central Europe Series 4 Closed Qualifier
29/11/22,PGE Turow (16),LDLC (7),nuke  Nuke,CCT Central Europe Series 4 Closed Qualifier
29/11/22,LDLC (22),PGE Turow (18),anc  Ancient,CCT Central Europe Series 4 Closed Qualifier
29/11/22,MASONIC (9),FORZE (16),ovp  Overpass,CCT North Europe Series 2
29/11/22,FORZE (16),MASONIC (10),inf  Inferno,CCT North Europe Series 2
29/11/22,Wolsung (16),OnlineBOTS (19),d2  Dust2,CCT Central Europe Series 4 Closed Qualifier
29/11/22,OnlineBOTS (16),Wolsung (5),inf  Inferno,CCT Central Europe Series 4 Closed Qualifier
29/11/22,Wolsung (16),OnlineBOTS (13),mrg  Mirage,CCT Central Europe Series 4 Closed Qualifier
29/11/22,EYEBALLERS (11),ALTERNATE aTTaX (16),ovp  Overpass,CCT Central Europe Series 4 Closed Qualifier
29/11/22,ALTERNATE aTTaX (16),EYEBALLERS (3),inf  Inferno,CCT Central Europe Series 4 Closed Qualifier
29/11/22,Anonymo (14),HAVU (16),mrg  Mirage,CCT North Europe Series 2
29/11/22,Anonymo (11),HAVU (16),nuke  Nuke,CCT North Europe Series 2
29/11/22,HAVU (14),Anonymo (16),anc  Ancient,CCT North Europe Series 2
29/11/22,Detonate (16),Villainous (6),vtg  Vertigo,CCT North America Series 2
29/11/22,Villainous (7),Detonate (16),inf  Inferno,CCT North America Series 2
29/11/22,TeamOne (16),Mad Kings (9),anc  Ancient,CCT North America Series 2
29/11/22,Mad Kings (3),TeamOne (16),inf  Inferno,CCT North America Series 2
29/11/22,Iron Blood (6),EG Black (16),ovp  Overpass,ESL Challenger League Season 43 North America
29/11/22,EG Black (16),Iron Blood (6),vtg  Vertigo,ESL Challenger League Season 43 North America
29/11/22,Liberty (12),Sharks (16),d2  Dust2,CCT South America Series 3
29/11/22,Sharks (16),Liberty (7),mrg  Mirage,CCT South America Series 3
29/11/22,Snakes Den (4),MIBR (16),anc  Ancient,ESL Challenger League Season 43 North America
29/11/22,MIBR (16),Snakes Den (8),vtg  Vertigo,ESL Challenger League Season 43 North America
29/11/22,SWS (18),Corinthians Academy (22),vtg  Vertigo,Liga Gamers Club 2022 Serie A November Cup
29/11/22,Corinthians Academy (16),SWS (3),anc  Ancient,Liga Gamers Club 2022 Serie A November Cup
29/11/22,SWS (16),Corinthians Academy (10),nuke  Nuke,Liga Gamers Club 2022 Serie A November Cup
29/11/22,EG White (16),1 JIN (6),vtg  Vertigo,CCT North America Series 2
29/11/22,1 JIN (10),EG White (16),ovp  Overpass,CCT North America Series 2
28/11/22,Detonate (13),MIBR (16),nuke  Nuke,ESL Challenger League Season 43 North America
28/11/22,MIBR (16),Detonate (10),inf  Inferno,ESL Challenger League Season 43 North America
28/11/22,Arctic Raptors (7),Endpoint (16),anc  Ancient,ESL Premiership Autumn 2022
28/11/22,Endpoint (16),Arctic Raptors (7),inf  Inferno,ESL Premiership Autumn 2022
28/11/22,Paquetá (16),Los Grandes Academy (12),d2  Dust2,CCT South America Series 3
28/11/22,Paquetá (13),Los Grandes Academy (16),mrg  Mirage,CCT South America Series 3
28/11/22,Los Grandes Academy (8),Paquetá (16),ovp  Overpass,CCT South America Series 3
28/11/22,Chetz (8),Viperio (16),ovp  Overpass,ESL Premiership Autumn 2022
28/11/22,Illuminar (8),eSuba (16),ovp  Overpass,CCT North Europe Series 2
28/11/22,Illuminar (13),eSuba (16),mrg  Mirage,CCT North Europe Series 2
28/11/22,BLUEJAYS (16),Movistar Riders (13),inf  Inferno,ESL Challenger League Season 43 Europe
