Date,Team1,Team2,Map,Event
15/9/22,BHOP (16),Mythic (8),inf  Inferno,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
15/9/22,Infinity (3),Strife (16),ovp  Overpass,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
15/9/22,O PLANO (19),FURIA Academy (17),nuke  Nuke,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,O PLANO (13),FURIA Academy (16),d2  Dust2,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,O PLANO (22),FURIA Academy (20),mrg  Mirage,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,Fluxo (16),Paquetá (2),d2  Dust2,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,Fluxo (16),Paquetá (1),mrg  Mirage,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,Paquetá (16),Fluxo (7),inf  Inferno,ESL Challenger Rotterdam 2022 South America Closed Qualifier
15/9/22,Phantom Troupe (6),MIBR (16),d2  Dust2,ESL Challenger League Season 42 North America
15/9/22,MIBR (16),Phantom Troupe (8),ovp  Overpass,ESL Challenger League Season 42 North America
15/9/22,Take Flyte (16),Foggy (11),anc  Ancient,CCT North America Series 1
15/9/22,Foggy (9),Take Flyte (16),nuke  Nuke,CCT North America Series 1
15/9/22,Davenport University (16),Villainous (4),mrg  Mirage,CCT North America Series 1
15/9/22,Villainous (6),Davenport University (16),inf  Inferno,CCT North America Series 1
14/9/22,MIBR Academy (16),B4 Academy (12),d2  Dust2,CCT South America Series 2
14/9/22,B4 Academy (3),MIBR Academy (16),nuke  Nuke,CCT South America Series 2
14/9/22,O PLANO (16),Fluxo (19),ovp  Overpass,ESL Challenger Rotterdam 2022 South America Closed Qualifier
14/9/22,O PLANO (16),Fluxo (12),mrg  Mirage,ESL Challenger Rotterdam 2022 South America Closed Qualifier
14/9/22,Fluxo (16),O PLANO (8),inf  Inferno,ESL Challenger Rotterdam 2022 South America Closed Qualifier
14/9/22,FURIA Academy (12),Paquetá (16),ovp  Overpass,ESL Challenger Rotterdam 2022 South America Closed Qualifier
14/9/22,Paquetá (16),FURIA Academy (6),inf  Inferno,ESL Challenger Rotterdam 2022 South America Closed Qualifier
14/9/22,HEET (11),ENCE (16),vtg  Vertigo,ESL Pro League Season 16
14/9/22,ENCE (16),HEET (6),d2  Dust2,ESL Pro League Season 16
14/9/22,eSuba (16),9INE (9),mrg  Mirage,CCT Central Europe Series 2 Closed Qualifier
14/9/22,9INE (10),eSuba (16),nuke  Nuke,CCT Central Europe Series 2 Closed Qualifier
14/9/22,TITANS (9),los kogutos (16),anc  Ancient,CCT Central Europe Series 2 Closed Qualifier
14/9/22,los kogutos (16),TITANS (11),nuke  Nuke,CCT Central Europe Series 2 Closed Qualifier
14/9/22,Falcons (16),ECSTATIC (10),d2  Dust2,ESL Challenger League Season 42 Europe
14/9/22,ECSTATIC (11),Falcons (16),inf  Inferno,ESL Challenger League Season 42 Europe
14/9/22,Falcons (16),ECSTATIC (19),vtg  Vertigo,ESL Challenger League Season 42 Europe
14/9/22,Arvum (16),SWS (14),inf  Inferno,CCT South America Series 2
14/9/22,SWS (10),Arvum (16),d2  Dust2,CCT South America Series 2
14/9/22,kennyS' Team (14),NEO's Team (16),ovp  Overpass,Kinguin Legends 2022
14/9/22,Forward (14),RCL (16),anc  Ancient,PARI Patriki Vibe LAN 2022
14/9/22,Forward (12),RCL (16),mrg  Mirage,PARI Patriki Vibe LAN 2022
14/9/22,RCL (9),Forward (16),d2  Dust2,PARI Patriki Vibe LAN 2022
14/9/22,Redragon (16),Yawara (12),vtg  Vertigo,CCT South America Series 2
14/9/22,Yawara (10),Redragon (16),mrg  Mirage,CCT South America Series 2
14/9/22,kennyS' Team (8),Edward's Team (16),nuke  Nuke,Kinguin Legends 2022
14/9/22,Astralis (11),Complexity (16),d2  Dust2,ESL Pro League Season 16
14/9/22,Complexity (25),Astralis (23),nuke  Nuke,ESL Pro League Season 16
14/9/22,Astralis (16),Complexity (9),inf  Inferno,ESL Pro League Season 16
14/9/22,OG Academy (13),9INE (16),ovp  Overpass,CCT Central Europe Series 2 Closed Qualifier
14/9/22,9INE (16),OG Academy (8),d2  Dust2,CCT Central Europe Series 2 Closed Qualifier
14/9/22,OG Academy (16),9INE (12),mrg  Mirage,CCT Central Europe Series 2 Closed Qualifier
14/9/22,Eternal Fire Academy (19),los kogutos (22),nuke  Nuke,CCT Central Europe Series 2 Closed Qualifier
14/9/22,los kogutos (16),Eternal Fire Academy (1),ovp  Overpass,CCT Central Europe Series 2 Closed Qualifier
14/9/22,EC Kyiv (10),Finest (16),vtg  Vertigo,Elisa Invitational Fall 2022
14/9/22,Finest (16),EC Kyiv (11),d2  Dust2,Elisa Invitational Fall 2022
14/9/22,Edward's Team (11),NEO's Team (16),mrg  Mirage,Kinguin Legends 2022
