Date,Team1,Team2,Map,Event
11/3/22,Los Grandes (7),Isurus (16),ovp  Overpass,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
11/3/22,Entropy (17),cowana (19),anc  Ancient,FantasyExpo EU Champions Spring 2022 DACH Closed Qualifier
11/3/22,cowana (16),Entropy (7),d2  Dust2,FantasyExpo EU Champions Spring 2022 DACH Closed Qualifier
11/3/22,fnatic (16),G2 (7),mrg  Mirage,ESL Pro League Season 15
11/3/22,fnatic (16),G2 (2),d2  Dust2,ESL Pro League Season 15
11/3/22,G2 (16),fnatic (14),inf  Inferno,ESL Pro League Season 15
11/3/22,Leviatan (13),9z (16),d2  Dust2,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
11/3/22,Zero Tenacity (13),Strive in chaos (16),ovp  Overpass,RES Season 2
11/3/22,Strive in chaos (16),Zero Tenacity (3),inf  Inferno,RES Season 2
11/3/22,Zero Tenacity (16),Strive in chaos (2),mrg  Mirage,RES Season 2
11/3/22,Apeks Rebels (19),Midgard (17),ovp  Overpass,Elisa Invitational Spring 2022 Norway Closed Qualifier
11/3/22,Midgard (10),Apeks Rebels (16),anc  Ancient,Elisa Invitational Spring 2022 Norway Closed Qualifier
11/3/22,Hellslayers (16),Lilmix (9),ovp  Overpass,Elisa Invitational Spring 2022 Sweden Closed Qualifier
11/3/22,Lilmix (8),Hellslayers (16),inf  Inferno,Elisa Invitational Spring 2022 Sweden Closed Qualifier
11/3/22,HAVU (16),Enhanced (4),d2  Dust2,Pelaajat Series Spring 2022
11/3/22,Sahangiller (16),SMOAD (11),inf  Inferno,BtcTurk ESA Supremes Spring 2022
11/3/22,Sahangiller (16),SMOAD (4),mrg  Mirage,BtcTurk ESA Supremes Spring 2022
11/3/22,SurelyOneDay (17),Brosskiez (19),mrg  Mirage,BtcTurk ESA Supremes Spring 2022
11/3/22,Brosskiez (16),SurelyOneDay (6),inf  Inferno,BtcTurk ESA Supremes Spring 2022
11/3/22,Last Bullets (9),Eternal Fire (16),d2  Dust2,BtcTurk ESA Supremes Spring 2022
11/3/22,Last Bullets (1),Eternal Fire (16),vtg  Vertigo,BtcTurk ESA Supremes Spring 2022
11/3/22,RWC (16),EC Sivas (4),anc  Ancient,BtcTurk ESA Supremes Spring 2022
11/3/22,RWC (16),EC Sivas (5),mrg  Mirage,BtcTurk ESA Supremes Spring 2022
11/3/22,Looking For Org (9),Entropiq (16),anc  Ancient,ESL Pro League Season 15
11/3/22,Entropiq (16),Looking For Org (7),d2  Dust2,ESL Pro League Season 15
11/3/22,Enhanced (16),EXEN (13),ovp  Overpass,Pelaajat Series Spring 2022
11/3/22,NLG (16),Berzerk (8),anc  Ancient,FantasyExpo EU Champions Spring 2022 DACH Closed Qualifier
11/3/22,Berzerk (16),NLG (13),ovp  Overpass,FantasyExpo EU Champions Spring 2022 DACH Closed Qualifier
11/3/22,NLG (19),Berzerk (17),mrg  Mirage,FantasyExpo EU Champions Spring 2022 DACH Closed Qualifier
11/3/22,iNation (16),Marten Rising (9),vtg  Vertigo,RES Season 2
11/3/22,Marten Rising (6),iNation (16),inf  Inferno,RES Season 2
11/3/22,Astralis Talent (5),Wisla Krakow (16),mrg  Mirage,Pinnacle Winter Series 3
11/3/22,Wisla Krakow (16),Astralis Talent (6),ovp  Overpass,Pinnacle Winter Series 3
11/3/22,HAVU (14),Conquer (16),anc  Ancient,Pelaajat Series Spring 2022
11/3/22,EXEN (4),Conquer (16),inf  Inferno,Pelaajat Series Spring 2022
11/3/22,Ninjas in Pyjamas (16),MOUZ (11),mrg  Mirage,ESL Pro League Season 15
11/3/22,MOUZ (19),Ninjas in Pyjamas (16),vtg  Vertigo,ESL Pro League Season 15
11/3/22,Ninjas in Pyjamas (16),MOUZ (10),inf  Inferno,ESL Pro League Season 15
11/3/22,GamerLegion (16),ECLOT (8),inf  Inferno,Pinnacle Winter Series 3
11/3/22,ECLOT (17),GamerLegion (19),mrg  Mirage,Pinnacle Winter Series 3
11/3/22,HAVU (16),Enhanced (3),nuke  Nuke,Pelaajat Series Spring 2022
11/3/22,Tricked (7),UNGENTIUM (16),inf  Inferno,Pinnacle Winter Series 3
11/3/22,Tricked (10),UNGENTIUM (16),mrg  Mirage,Pinnacle Winter Series 3
11/3/22,UNGENTIUM (10),Tricked (16),vtg  Vertigo,Pinnacle Winter Series 3
11/3/22,ELES (12),River Plate (16),inf  Inferno,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
10/3/22,Isurus (13),Imperial (16),ovp  Overpass,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
10/3/22,Sharks (16),Los Grandes (14),d2  Dust2,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
10/3/22,Leviatan (16),River Plate (12),inf  Inferno,FiReLEAGUE Latin Power Spring 2022 - BLAST Premier Qualifier
10/3/22,fnatic (16),Looking For Org (7),ovp  Overpass,ESL Pro League Season 15
10/3/22,Looking For Org (8),fnatic (16),inf  Inferno,ESL Pro League Season 15
