Date,Team1,Team2,Map,Event
22/1/23,Copenhagen Flames (16),Movistar Riders (14),anc  Ancient,OMEN WGR Challenge 2023
22/1/23,Copenhagen Flames (22),Movistar Riders (20),inf  Inferno,OMEN WGR Challenge 2023
22/1/23,Movistar Riders (19),Copenhagen Flames (17),nuke  Nuke,OMEN WGR Challenge 2023
22/1/23,Boca Juniors (10),Corinthians (16),ovp  Overpass,CCT South America Series 4
22/1/23,Corinthians (9),Boca Juniors (16),inf  Inferno,CCT South America Series 4
22/1/23,Boca Juniors (12),Corinthians (16),mrg  Mirage,CCT South America Series 4
22/1/23,ZURIA (16),aktiebolag (10),mrg  Mirage,Subway Suberior League 2023
22/1/23,aktiebolag (12),ZURIA (16),ovp  Overpass,Subway Suberior League 2023
22/1/23,ZURIA (7),aktiebolag (16),inf  Inferno,Subway Suberior League 2023
22/1/23,ztrfanclub (16),cu fish (11),inf  Inferno,Subway Suberior League 2023
22/1/23,cu fish (9),ztrfanclub (16),ovp  Overpass,Subway Suberior League 2023
22/1/23,ALTERNATE aTTaX (16),HONORIS (11),vtg  Vertigo,CCT South Europe Series 2
22/1/23,ALTERNATE aTTaX (16),HONORIS (13),inf  Inferno,CCT South Europe Series 2
22/1/23,HONORIS (16),ALTERNATE aTTaX (11),ovp  Overpass,CCT South Europe Series 2
22/1/23,EC Brugge (16),Pepsilon (11),anb  Anubis,CCT North Europe Series 3 Closed Qualifier
22/1/23,EC Brugge (19),Pepsilon (17),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
22/1/23,Pepsilon (16),EC Brugge (12),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
22/1/23,XP (12),Area51 (16),anc  Ancient,961Gamers Nationals 2022
22/1/23,Area51 (16),XP (12),inf  Inferno,961Gamers Nationals 2022
22/1/23,XP (23),Area51 (25),vtg  Vertigo,961Gamers Nationals 2022
22/1/23,Area51 (14),XP (16),mrg  Mirage,961Gamers Nationals 2022
22/1/23,Nexus (16),Tricked (12),nuke  Nuke,Thunderpick Bitcoin Series 2
22/1/23,Tricked (13),Nexus (16),mrg  Mirage,Thunderpick Bitcoin Series 2
22/1/23,OG (4),FaZe (16),inf  Inferno,BLAST Premier Spring Groups 2023
22/1/23,FaZe (11),OG (16),anc  Ancient,BLAST Premier Spring Groups 2023
22/1/23,OG (7),FaZe (16),mrg  Mirage,BLAST Premier Spring Groups 2023
22/1/23,NOORG (16),Los Grandes Academy (10),mrg  Mirage,CCT South America Series 4
22/1/23,Los Grandes Academy (10),NOORG (16),anc  Ancient,CCT South America Series 4
22/1/23,Copenhagen Flames (16),GTZ (14),ovp  Overpass,OMEN WGR Challenge 2023
22/1/23,Copenhagen Flames (16),GTZ (14),anc  Ancient,OMEN WGR Challenge 2023
22/1/23,INVSN (11),PROSPECTS (16),ovp  Overpass,CCT South Europe Series 2
22/1/23,PROSPECTS (16),INVSN (11),vtg  Vertigo,CCT South Europe Series 2
22/1/23,Kintsugi (14),Eruption (16),anc  Ancient,IEM Rio 2023 Asia Open Qualifier 1
22/1/23,Eruption (16),Kintsugi (13),ovp  Overpass,IEM Rio 2023 Asia Open Qualifier 1
22/1/23,ALTERNATE aTTaX (16),Goodfellas (11),anc  Ancient,CCT North Europe Series 3 Closed Qualifier
22/1/23,Goodfellas (14),ALTERNATE aTTaX (16),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
22/1/23,SAW (16),Movistar Riders (5),anc  Ancient,OMEN WGR Challenge 2023
22/1/23,Kintsugi (16),Renewal (14),anb  Anubis,IEM Rio 2023 Asia Open Qualifier 1
22/1/23,GTZ (4),SAW (16),anb  Anubis,OMEN WGR Challenge 2023
22/1/23,sYnck (9),iNation (16),inf  Inferno,European Pro League Season 5
22/1/23,sYnck (12),iNation (16),ovp  Overpass,European Pro League Season 5
22/1/23,sYnck (16),iNation (12),vtg  Vertigo,European Pro League Season 5
22/1/23,Clutch (12),Eruption (16),anb  Anubis,IEM Rio 2023 Asia Open Qualifier 1
22/1/23,Juggernauts (11),Websterz (16),inf  Inferno,CCT South Europe Series 2
22/1/23,Juggernauts (16),Websterz (12),ovp  Overpass,CCT South Europe Series 2
22/1/23,Websterz (16),Juggernauts (9),mrg  Mirage,CCT South Europe Series 2
22/1/23,Copenhagen Flames (16),Movistar Riders (19),anb  Anubis,OMEN WGR Challenge 2023
22/1/23,Anonymo (17),Goodfellas (19),ovp  Overpass,CCT North Europe Series 3 Closed Qualifier
22/1/23,Goodfellas (8),Anonymo (16),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
22/1/23,MASONIC (16),Invictus International (7),inf  Inferno,Thunderpick Bitcoin Series 2
