Date,Team1,Team2,Map,Event
29/9/22,Corinthians Academy (6),Daotsu (16),d2  Dust2,Liga Gamers Club 2022 Serie A September Cup
29/9/22,Daotsu (16),Corinthians Academy (8),anc  Ancient,Liga Gamers Club 2022 Serie A September Cup
29/9/22,Sojoga (16),DNA (4),inf  Inferno,CCT North America Series 1
29/9/22,DNA (2),Sojoga (16),d2  Dust2,CCT North America Series 1
28/9/22,EYEBALLERS (10),Iron Branch (16),mrg  Mirage,ESEA Advanced Season 42 Europe
28/9/22,Iron Branch (16),EYEBALLERS (13),inf  Inferno,ESEA Advanced Season 42 Europe
28/9/22,Natus Vincere (16),Heroic (7),ovp  Overpass,ESL Pro League Season 16
28/9/22,Natus Vincere (14),Heroic (16),inf  Inferno,ESL Pro League Season 16
28/9/22,Heroic (14),Natus Vincere (16),mrg  Mirage,ESL Pro League Season 16
28/9/22,Aurora (10),Into the Breach (16),nuke  Nuke,CCT Central Europe Series 2
28/9/22,OG Academy (16),Beyond Possible (14),anc  Ancient,CCT South Europe Series 1 Closed Qualifier
28/9/22,Beyond Possible (8),OG Academy (16),ovp  Overpass,CCT South Europe Series 1 Closed Qualifier
28/9/22,OG Academy (12),Beyond Possible (16),inf  Inferno,CCT South Europe Series 1 Closed Qualifier
28/9/22,Young Ninjas (12),Copenhagen Flames (16),nuke  Nuke,CCT North Europe Series 1 Closed Qualifier
28/9/22,Copenhagen Flames (19),Young Ninjas (15),vtg  Vertigo,CCT North Europe Series 1 Closed Qualifier
28/9/22,AGO (8),Entropiq (16),ovp  Overpass,ESL Challenger League Season 42 Europe
28/9/22,Entropiq (16),AGO (9),mrg  Mirage,ESL Challenger League Season 42 Europe
28/9/22,Astralis Talent (14),Illuminar (16),ovp  Overpass,CCT North Europe Series 1 Closed Qualifier
28/9/22,Illuminar (16),Astralis Talent (12),anc  Ancient,CCT North Europe Series 1 Closed Qualifier
28/9/22,Zero Tenacity (16),EUMIX (6),d2  Dust2,CCT South Europe Series 1 Closed Qualifier
28/9/22,EUMIX (6),Zero Tenacity (16),nuke  Nuke,CCT South Europe Series 1 Closed Qualifier
28/9/22,OneTap (6),fnatic Rising (16),ovp  Overpass,ESEA Advanced Season 42 Europe
28/9/22,OneTap (16),fnatic Rising (14),inf  Inferno,ESEA Advanced Season 42 Europe
28/9/22,fnatic Rising (16),OneTap (7),nuke  Nuke,ESEA Advanced Season 42 Europe
28/9/22,BLUEJAYS (16),Finest (10),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR Replacement Play-In
28/9/22,Finest (5),BLUEJAYS (16),mrg  Mirage,IEM Road to Rio 2022 Europe RMR Replacement Play-In
28/9/22,Enterprise (5),OG (16),ovp  Overpass,CCT Central Europe Series 2
28/9/22,OG (16),Enterprise (7),inf  Inferno,CCT Central Europe Series 2
28/9/22,Enterprise (16),OG (9),d2  Dust2,CCT Central Europe Series 2
28/9/22,Beyond Possible (16),Never Surrender (8),anc  Ancient,CCT South Europe Series 1 Closed Qualifier
28/9/22,Never Surrender (5),Beyond Possible (16),ovp  Overpass,CCT South Europe Series 1 Closed Qualifier
28/9/22,Beyond Possible (10),Never Surrender (16),inf  Inferno,CCT South Europe Series 1 Closed Qualifier
28/9/22,PROSPECTS (11),Astralis Talent (16),anc  Ancient,CCT North Europe Series 1 Closed Qualifier
28/9/22,Astralis Talent (16),PROSPECTS (14),inf  Inferno,CCT North Europe Series 1 Closed Qualifier
28/9/22,NeedDOCTOR (16),Kyoto (8),mrg  Mirage,CCT South Europe Series 1 Closed Qualifier
28/9/22,Kyoto (3),NeedDOCTOR (16),anc  Ancient,CCT South Europe Series 1 Closed Qualifier
28/9/22,EC Brugge (6),Copenhagen Flames (16),anc  Ancient,CCT North Europe Series 1 Closed Qualifier
28/9/22,Copenhagen Flames (16),EC Brugge (1),d2  Dust2,CCT North Europe Series 1 Closed Qualifier
28/9/22,Outsiders (16),FURIA (6),inf  Inferno,ESL Pro League Season 16
28/9/22,Outsiders (16),FURIA (10),vtg  Vertigo,ESL Pro League Season 16
28/9/22,FURIA (16),Outsiders (11),anc  Ancient,ESL Pro League Season 16
28/9/22,Into the Breach (11),Finest (16),vtg  Vertigo,Elisa Invitational Fall 2022
28/9/22,Finest (16),Into the Breach (11),inf  Inferno,Elisa Invitational Fall 2022
28/9/22,Illuminar (16),Lilmix (2),ovp  Overpass,CCT North Europe Series 1 Closed Qualifier
28/9/22,Lilmix (8),Illuminar (16),d2  Dust2,CCT North Europe Series 1 Closed Qualifier
28/9/22,Illuminar (13),Lilmix (16),anc  Ancient,CCT North Europe Series 1 Closed Qualifier
28/9/22,OG Academy (16),KTRL (12),anc  Ancient,CCT South Europe Series 1 Closed Qualifier
28/9/22,Entropiq (16),eSuba (1),mrg  Mirage,CCT Central Europe Series 2
28/9/22,Young Ninjas (16),CENTER (6),d2  Dust2,CCT North Europe Series 1 Closed Qualifier
28/9/22,CENTER (9),Young Ninjas (16),mrg  Mirage,CCT North Europe Series 1 Closed Qualifier
