Date,Team1,Team2,Map,Event
23/8/22,HEET (14),B8 (16),inf  Inferno,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,B8 (16),HEET (14),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Sangal (19),Entropiq (17),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Entropiq (7),Sangal (16),inf  Inferno,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,1PIN (17),FANTASY (19),ovp  Overpass,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,HEET (16),GRGECHI (7),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,B8 (16),AVANGAR (9),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,los kogutos (16),RCL (2),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Tricked (16),X (7),mrg  Mirage,CCT Central Europe Series 1
23/8/22,X (10),Tricked (16),nuke  Nuke,CCT Central Europe Series 1
23/8/22,Eternal Fire (16),GamerLegion (13),nuke  Nuke,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Entropiq (16),Nemiga (12),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Finest (14),ECSTATIC (16),vtg  Vertigo,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Sangal (16),Budapest Five (9),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,ex-Holkattes (7),Redragon (16),ovp  Overpass,CCT South America Series 1
23/8/22,Redragon (25),ex-Holkattes (22),inf  Inferno,CCT South America Series 1
23/8/22,ECSTATIC (16),OneTap (9),ovp  Overpass,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,GamerLegion (16),Zero Tenacity (11),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,EYEBALLERS (6),Eternal Fire (16),vtg  Vertigo,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Finest (16),Partizan (11),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Sangal (16),Sashi (7),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,BLUEJAYS (8),Budapest Five (16),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,EC Kyiv (14),HEET (16),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,SAW (14),1PIN (16),vtg  Vertigo,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,RCL (19),Fourteen (15),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,AVANGAR (16),Wolsung (14),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,SINNERS (13),Nemiga (16),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,LF0 (14),FANTASY (16),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Astralis (8),los kogutos (16),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Endpoint (10),GRGECHI (16),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Movistar Riders (9),B8 (16),nuke  Nuke,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,Entropiq (16),TAG (7),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 3
23/8/22,PALOMA (16),KOVA (6),mrg  Mirage,CCT Central Europe Series 1
23/8/22,KOVA (10),PALOMA (16),anc  Ancient,CCT Central Europe Series 1
23/8/22,PALOMA (4),KOVA (16),nuke  Nuke,CCT Central Europe Series 1
23/8/22,schadE halt (10),PROSPECTS (16),mrg  Mirage,Elisa Invitational Fall 2022 Contenders
23/8/22,schadE halt (16),PROSPECTS (8),ovp  Overpass,Elisa Invitational Fall 2022 Contenders
23/8/22,PROSPECTS (16),schadE halt (2),inf  Inferno,Elisa Invitational Fall 2022 Contenders
23/8/22,ECLOT (16),SC (5),anc  Ancient,CCT Central Europe Series 1
23/8/22,SC (6),ECLOT (16),mrg  Mirage,CCT Central Europe Series 1
23/8/22,Monte (16),EC Kyiv (12),ovp  Overpass,CCT Central Europe Series 1
23/8/22,EC Kyiv (9),Monte (16),mrg  Mirage,CCT Central Europe Series 1
23/8/22,VERTEX (22),Encore (25),ovp  Overpass,IEM Road to Rio 2022 Oceania Open Qualifier 2
23/8/22,Encore (12),VERTEX (16),vtg  Vertigo,IEM Road to Rio 2022 Oceania Open Qualifier 2
23/8/22,VERTEX (10),Encore (16),nuke  Nuke,IEM Road to Rio 2022 Oceania Open Qualifier 2
23/8/22,KOVA (14),Sashi (16),mrg  Mirage,Elisa Invitational Fall 2022 Contenders
23/8/22,Sashi (16),KOVA (13),nuke  Nuke,Elisa Invitational Fall 2022 Contenders
23/8/22,DGG (16),Antic (12),d2  Dust2,IEM Road to Rio 2022 Oceania Open Qualifier 2
23/8/22,Antic (11),DGG (16),mrg  Mirage,IEM Road to Rio 2022 Oceania Open Qualifier 2
23/8/22,DGG (14),Antic (16),vtg  Vertigo,IEM Road to Rio 2022 Oceania Open Qualifier 2
