Date,Team1,Team2,Map,Event
26/3/22,MIBR Academy (14),Redragon (16),d2  Dust2,CBCS Retake Series 2022 Season 1
26/3/22,PACT (6),HEET (16),d2  Dust2,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
26/3/22,BOOMSHAKE (16),iNation (2),inf  Inferno,SCL Season 3
26/3/22,iNation (6),BOOMSHAKE (16),d2  Dust2,SCL Season 3
26/3/22,fnatic (12),ENCE (16),mrg  Mirage,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
26/3/22,GODSENT (3),Players (16),mrg  Mirage,ESL Pro League Season 15
26/3/22,GODSENT (16),Players (13),ovp  Overpass,ESL Pro League Season 15
26/3/22,Players (16),GODSENT (14),inf  Inferno,ESL Pro League Season 15
26/3/22,los kogutos (13),INDE IRAE (16),inf  Inferno,ESEA Advanced Season 40 Europe
26/3/22,INDE IRAE (12),los kogutos (16),mrg  Mirage,ESEA Advanced Season 40 Europe
26/3/22,los kogutos (11),INDE IRAE (16),anc  Ancient,ESEA Advanced Season 40 Europe
26/3/22,Run or Die (16),QUAZAR (13),ovp  Overpass,SCL Season 3
26/3/22,QUAZAR (12),Run or Die (16),mrg  Mirage,SCL Season 3
26/3/22,FAMBIT (16),Entropiq Prague (3),nuke  Nuke,ESEA Advanced Season 40 Europe
26/3/22,Entropiq Prague (16),FAMBIT (7),ovp  Overpass,ESEA Advanced Season 40 Europe
26/3/22,FAMBIT (19),Entropiq Prague (16),inf  Inferno,ESEA Advanced Season 40 Europe
26/3/22,Lilmix (8),VELOX (16),nuke  Nuke,ESEA Advanced Season 40 Europe
26/3/22,Lilmix (12),VELOX (16),anc  Ancient,ESEA Advanced Season 40 Europe
26/3/22,VELOX (11),Lilmix (16),ovp  Overpass,ESEA Advanced Season 40 Europe
26/3/22,Falcons (16),SAW (8),nuke  Nuke,OMEN WGR European Challenge 2022
26/3/22,SAW (9),Falcons (16),d2  Dust2,OMEN WGR European Challenge 2022
26/3/22,HEET (11),fnatic (16),inf  Inferno,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
26/3/22,FORZE (16),Nexus (11),d2  Dust2,ESEA Advanced Season 40 Europe
26/3/22,Nexus (14),FORZE (16),inf  Inferno,ESEA Advanced Season 40 Europe
26/3/22,Ambush (22),FTW (19),nuke  Nuke,NumberOne Season 3 Cup 1
26/3/22,Ambush (13),FTW (16),vtg  Vertigo,NumberOne Season 3 Cup 1
26/3/22,FTW (9),Ambush (16),d2  Dust2,NumberOne Season 3 Cup 1
26/3/22,PACT (10),ENCE (16),nuke  Nuke,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
26/3/22,Party Astronauts (9),Liquid (16),mrg  Mirage,ESL Pro League Season 15
26/3/22,Liquid (16),Party Astronauts (5),d2  Dust2,ESL Pro League Season 15
26/3/22,NLG (11),Singularity (16),mrg  Mirage,ESEA Advanced Season 40 Europe
26/3/22,NLG (10),Singularity (16),d2  Dust2,ESEA Advanced Season 40 Europe
26/3/22,Singularity (6),NLG (16),anc  Ancient,ESEA Advanced Season 40 Europe
26/3/22,MASONIC (13),Imperial (16),ovp  Overpass,OMEN WGR European Challenge 2022
26/3/22,MASONIC (15),Imperial (19),d2  Dust2,OMEN WGR European Challenge 2022
26/3/22,Imperial (14),MASONIC (16),vtg  Vertigo,OMEN WGR European Challenge 2022
26/3/22,NKT (16),IHC (12),inf  Inferno,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,IHC (12),NKT (16),mrg  Mirage,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,Movistar Riders (16),BIG (11),vtg  Vertigo,ESL Pro League Season 15
26/3/22,BIG (23),Movistar Riders (25),nuke  Nuke,ESL Pro League Season 15
26/3/22,TYLOO (16),Rare Atom (13),inf  Inferno,Perfect World Arena Premier League Season 1
26/3/22,Rare Atom (12),TYLOO (16),anc  Ancient,Perfect World Arena Premier League Season 1
26/3/22,D13 (12),IHC (16),inf  Inferno,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,IHC (16),D13 (2),nuke  Nuke,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,YK (16),Wings Up (10),anc  Ancient,Perfect World Arena Premier League Season 1
26/3/22,Wings Up (7),YK (16),inf  Inferno,Perfect World Arena Premier League Season 1
26/3/22,The Shine (6),NKT (16),nuke  Nuke,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,NKT (16),The Shine (9),mrg  Mirage,MESA Nomadic Masters Spring 2022 Finals - BLAST Premier Qualifier
26/3/22,UNO MILLE (16),FURIA Academy (6),nuke  Nuke,CBCS Retake Series 2022 Season 1
26/3/22,Stars Horizon (16),ARCTIC (7),nuke  Nuke,CBCS Retake Series 2022 Season 1
