Date,Team1,Team2,Map,Event
18/11/22,500 (13),BIG (16),nuke  Nuke,Elisa Masters Espoo 2022
18/11/22,Spirit Academy (16),MOUZ NXT (14),vtg  Vertigo,WePlay Academy League Season 6
18/11/22,MOUZ NXT (22),Spirit Academy (20),nuke  Nuke,WePlay Academy League Season 6
18/11/22,Spirit Academy (16),MOUZ NXT (7),inf  Inferno,WePlay Academy League Season 6
18/11/22,K23 (14),Copenhagen Flames (16),nuke  Nuke,CCT Central Europe Series 3
18/11/22,Copenhagen Flames (16),K23 (9),d2  Dust2,CCT Central Europe Series 3
18/11/22,EC Brugge (8),Conquer (16),vtg  Vertigo,CCT North Europe Series 2 Closed Qualifier
18/11/22,Conquer (9),EC Brugge (16),mrg  Mirage,CCT North Europe Series 2 Closed Qualifier
18/11/22,EC Brugge (13),Conquer (16),ovp  Overpass,CCT North Europe Series 2 Closed Qualifier
18/11/22,BLUEJAYS (14),SINNERS (16),anc  Ancient,European Development Championship 6
18/11/22,SINNERS (16),BLUEJAYS (6),mrg  Mirage,European Development Championship 6
18/11/22,ex-Finest (16),Endpoint (7),inf  Inferno,CCT Central Europe Series 3
18/11/22,Endpoint (8),ex-Finest (16),ovp  Overpass,CCT Central Europe Series 3
18/11/22,Prosapia (9),JANO (16),inf  Inferno,CCT North Europe Series 2 Closed Qualifier
18/11/22,JANO (16),Prosapia (13),ovp  Overpass,CCT North Europe Series 2 Closed Qualifier
17/11/22,500 (19),SAW (17),d2  Dust2,Elisa Masters Espoo 2022
17/11/22,ex-Finest (19),BLUEJAYS (17),inf  Inferno,CCT Central Europe Series 3
17/11/22,BLUEJAYS (16),ex-Finest (19),d2  Dust2,CCT Central Europe Series 3
17/11/22,Astralis (19),Complexity (17),nuke  Nuke,Elisa Masters Espoo 2022
17/11/22,fnatic (16),Bad News Eagles (12),inf  Inferno,Elisa Masters Espoo 2022
17/11/22,ESCA (14),PACT (16),nuke  Nuke,Polish Esport League Autumn 2022 Finals
17/11/22,ESCA (16),PACT (8),inf  Inferno,Polish Esport League Autumn 2022 Finals
17/11/22,PACT (16),ESCA (13),anc  Ancient,Polish Esport League Autumn 2022 Finals
17/11/22,SAW (20),fnatic (22),vtg  Vertigo,Elisa Masters Espoo 2022
17/11/22,SKADE X (16),AGO (1),anc  Ancient,CCT North Europe Series 2 Closed Qualifier
17/11/22,SKADE X (13),AGO (16),mrg  Mirage,CCT North Europe Series 2 Closed Qualifier
17/11/22,AGO (14),SKADE X (16),ovp  Overpass,CCT North Europe Series 2 Closed Qualifier
17/11/22,GenOne (11),Nemiga (16),ovp  Overpass,CCT North Europe Series 2 Closed Qualifier
17/11/22,Nemiga (16),GenOne (11),d2  Dust2,CCT North Europe Series 2 Closed Qualifier
17/11/22,GenOne (16),Nemiga (7),inf  Inferno,CCT North Europe Series 2 Closed Qualifier
17/11/22,500 (16),Astralis (1),anc  Ancient,Elisa Masters Espoo 2022
17/11/22,HONORIS (20),Endpoint (22),anc  Ancient,CCT Central Europe Series 3
17/11/22,Endpoint (16),HONORIS (7),ovp  Overpass,CCT Central Europe Series 3
17/11/22,HONORIS (16),Endpoint (6),vtg  Vertigo,CCT Central Europe Series 3
17/11/22,Sangal (17),Copenhagen Flames (19),inf  Inferno,European Development Championship 6
17/11/22,Sangal (9),Copenhagen Flames (16),vtg  Vertigo,European Development Championship 6
17/11/22,Complexity (16),Bad News Eagles (14),anc  Ancient,Elisa Masters Espoo 2022
17/11/22,fnatic (16),Astralis (7),ovp  Overpass,Elisa Masters Espoo 2022
17/11/22,ThunderFlash (16),Impression (10),anc  Ancient,Polish Esport League Autumn 2022 Finals
17/11/22,Impression (6),ThunderFlash (16),nuke  Nuke,Polish Esport League Autumn 2022 Finals
17/11/22,SKADE X (19),EC Brugge (17),mrg  Mirage,CCT North Europe Series 2 Closed Qualifier
17/11/22,EC Brugge (12),SKADE X (16),anc  Ancient,CCT North Europe Series 2 Closed Qualifier
17/11/22,Bad News Eagles (8),500 (16),d2  Dust2,Elisa Masters Espoo 2022
17/11/22,Complexity (9),SAW (16),vtg  Vertigo,Elisa Masters Espoo 2022
17/11/22,GenOne (16),JANO (9),nuke  Nuke,CCT North Europe Series 2 Closed Qualifier
17/11/22,GenOne (12),JANO (16),inf  Inferno,CCT North Europe Series 2 Closed Qualifier
17/11/22,JANO (13),GenOne (16),d2  Dust2,CCT North Europe Series 2 Closed Qualifier
17/11/22,HAVU (7),Copenhagen Flames (16),ovp  Overpass,CCT Central Europe Series 3
17/11/22,Copenhagen Flames (16),HAVU (13),nuke  Nuke,CCT Central Europe Series 3
17/11/22,HAVU (16),Copenhagen Flames (10),anc  Ancient,CCT Central Europe Series 3
