Date,Team1,Team2,Map,Event
17/1/22,Wisla Krakow (14),Endpoint (16),d2  Dust2,Pinnacle Winter Series 1 Regionals
17/1/22,Wisla Krakow (16),Endpoint (14),inf  Inferno,Pinnacle Winter Series 1 Regionals
17/1/22,Endpoint (16),Wisla Krakow (2),mrg  Mirage,Pinnacle Winter Series 1 Regionals
17/1/22,LPSP (16),HellRaisers (11),inf  Inferno,Malta Vibes Knockout Series 5
17/1/22,HellRaisers (9),LPSP (16),nuke  Nuke,Malta Vibes Knockout Series 5
17/1/22,LPSP (10),HellRaisers (16),mrg  Mirage,Malta Vibes Knockout Series 5
17/1/22,Unique (16),Looking For Org (10),ovp  Overpass,Pinnacle Winter Series 1 Regionals
17/1/22,Looking For Org (9),Unique (16),d2  Dust2,Pinnacle Winter Series 1 Regionals
17/1/22,Unique (13),Looking For Org (16),inf  Inferno,Pinnacle Winter Series 1 Regionals
17/1/22,AGF (16),Entropiq (12),anc  Ancient,Elisa Invitational Winter 2021
17/1/22,Entropiq (13),AGF (16),vtg  Vertigo,Elisa Invitational Winter 2021
17/1/22,GamerLegion (16),Apeks (14),mrg  Mirage,Pinnacle Winter Series 1 Regionals
17/1/22,Apeks (16),GamerLegion (12),ovp  Overpass,Pinnacle Winter Series 1 Regionals
17/1/22,GamerLegion (19),Apeks (17),anc  Ancient,Pinnacle Winter Series 1 Regionals
17/1/22,Enterprise (11),777 (16),anc  Ancient,Malta Vibes Knockout Series 5
17/1/22,777 (10),Enterprise (16),ovp  Overpass,Malta Vibes Knockout Series 5
17/1/22,Enterprise (14),777 (16),vtg  Vertigo,Malta Vibes Knockout Series 5
17/1/22,Finest (8),Sprout (16),vtg  Vertigo,Elisa Invitational Winter 2021
17/1/22,Sprout (16),Finest (10),ovp  Overpass,Elisa Invitational Winter 2021
17/1/22,eSuba (10),SAW (16),anc  Ancient,Pinnacle Winter Series 1 Regionals
17/1/22,SAW (16),eSuba (8),inf  Inferno,Pinnacle Winter Series 1 Regionals
17/1/22,Into the Breach (16),OFFSET (13),anc  Ancient,Thunderpick Bitcoin Series 1 Closed Qualifier
17/1/22,OFFSET (11),Into the Breach (16),inf  Inferno,Thunderpick Bitcoin Series 1 Closed Qualifier
17/1/22,Unique (10),Los Reyes (16),anc  Ancient,Malta Vibes Knockout Series 5
17/1/22,Los Reyes (16),Unique (12),ovp  Overpass,Malta Vibes Knockout Series 5
17/1/22,GMT (25),Enterprise (22),anc  Ancient,Pinnacle Winter Series 1 Regionals
17/1/22,Enterprise (14),GMT (16),vtg  Vertigo,Pinnacle Winter Series 1 Regionals
17/1/22,GMT (13),Enterprise (16),inf  Inferno,Pinnacle Winter Series 1 Regionals
17/1/22,MASONIC (2),Savage (16),d2  Dust2,Pinnacle Winter Series 1 Regionals
17/1/22,Savage (16),MASONIC (6),anc  Ancient,Pinnacle Winter Series 1 Regionals
17/1/22,eSuba (9),BIG Academy (16),vtg  Vertigo,Thunderpick Bitcoin Series 1 Closed Qualifier
17/1/22,BIG Academy (11),eSuba (16),nuke  Nuke,Thunderpick Bitcoin Series 1 Closed Qualifier
17/1/22,eSuba (12),BIG Academy (16),inf  Inferno,Thunderpick Bitcoin Series 1 Closed Qualifier
17/1/22,ALTERNATE aTTaX (8),AVE (16),d2  Dust2,Malta Vibes Knockout Series 5
17/1/22,AVE (16),ALTERNATE aTTaX (4),nuke  Nuke,Malta Vibes Knockout Series 5
17/1/22,EC Kyiv (16),Finest (8),anc  Ancient,Pinnacle Winter Series 1 Regionals
17/1/22,Finest (20),EC Kyiv (22),inf  Inferno,Pinnacle Winter Series 1 Regionals
17/1/22,EC Kyiv (9),Finest (16),ovp  Overpass,Pinnacle Winter Series 1 Regionals
17/1/22,Tricked (16),OneTap (5),ovp  Overpass,Pinnacle Winter Series 1 Regionals
17/1/22,OneTap (10),Tricked (16),nuke  Nuke,Pinnacle Winter Series 1 Regionals
17/1/22,RBG (6),Party Astronauts (16),nuke  Nuke,ESEA Winter 2021 Cash Cup 2 North America
17/1/22,Party Astronauts (16),RBG (14),inf  Inferno,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,Redragon (16),SWS (19),vtg  Vertigo,Liga Gamers Club 2021 Serie A December Cup
16/1/22,SWS (8),Redragon (16),d2  Dust2,Liga Gamers Club 2021 Serie A December Cup
16/1/22,Redragon (6),SWS (16),inf  Inferno,Liga Gamers Club 2021 Serie A December Cup
16/1/22,Strife (9),Party Astronauts (16),ovp  Overpass,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,Party Astronauts (16),Strife (14),mrg  Mirage,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,ONET4P (1),RBG (16),vtg  Vertigo,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,RBG (16),ONET4P (4),mrg  Mirage,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,Liberty fe (16),MIBR fe (13),vtg  Vertigo,ESEA Winter 2021 Women Cash Cup 1 South America
