Date,Team1,Team2,Map,Event
19/4/22,Redragon (14),Cruzeiro (16),d2  Dust2,IEM Dallas 2022 South America Open Qualifier 1
19/4/22,B4 (16),ex-Black Dragons (5),inf  Inferno,IEM Dallas 2022 South America Open Qualifier 1
19/4/22,SWS (16),Meta (13),inf  Inferno,IEM Dallas 2022 South America Open Qualifier 1
19/4/22,Party Astronauts (16),Imperial (13),ovp  Overpass,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Imperial (25),Party Astronauts (22),nuke  Nuke,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Party Astronauts (16),Imperial (6),mrg  Mirage,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Carpe Diem (16),ATK (12),ovp  Overpass,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,ATK (17),Carpe Diem (19),inf  Inferno,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Blackhat (16),UNO MILLE (14),d2  Dust2,IEM Dallas 2022 South America Open Qualifier 1
19/4/22,Carpe Diem (16),Third Impact (5),nuke  Nuke,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,ATK (16),Unjustified (4),anc  Ancient,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Party Astronauts (16),ONET4P (4),nuke  Nuke,IEM Dallas 2022 North America Open Qualifier 1
19/4/22,Imperial (16),Omega (3),mrg  Mirage,IEM Dallas 2022 North America Open Qualifier 1
18/4/22,BIG (16),FaZe (14),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
18/4/22,FaZe (7),BIG (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Dignitas (16),GamerLegion (13),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR A
18/4/22,GamerLegion (8),Dignitas (16),inf  Inferno,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Unique (16),QUAZAR (5),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
18/4/22,QUAZAR (7),Unique (16),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Unique (10),QUAZAR (16),anc  Ancient,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Heroic (16),Natus Vincere (9),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Natus Vincere (13),Heroic (16),inf  Inferno,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Heroic (11),Natus Vincere (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
18/4/22,DGG (8),Paradox (16),inf  Inferno,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,Antic (17),VERTEX (19),inf  Inferno,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,SAW (16),fnatic (10),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Outsiders (12),MOUZ (16),inf  Inferno,PGL Major Antwerp 2022 Europe RMR A
18/4/22,VERTEX (16),Sanguine (10),vtg  Vertigo,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,DGG (16),1620 Kings (13),anc  Ancient,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,PoP (7),Antic (16),mrg  Mirage,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,Vitality (16),Eternal Fire (11),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
18/4/22,Paradox (16),Aftershock (5),nuke  Nuke,IEM Dallas 2022 Oceania Open Qualifier 1
18/4/22,OG (17),FORZE (19),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
17/4/22,SAW (16),Unique (6),anc  Ancient,PGL Major Antwerp 2022 Europe RMR A
17/4/22,MOUZ (16),QUAZAR (4),anc  Ancient,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Outsiders (8),BIG (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
17/4/22,FORZE (16),GamerLegion (14),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Natus Vincere (16),OG (5),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Heroic (16),fnatic (9),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Eternal Fire (22),Dignitas (20),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Vitality (14),FaZe (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
17/4/22,OG (16),MOUZ (12),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR A
17/4/22,BIG (16),SAW (5),anc  Ancient,PGL Major Antwerp 2022 Europe RMR A
17/4/22,GamerLegion (5),fnatic (16),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Dignitas (6),Vitality (16),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR A
17/4/22,FaZe (16),Eternal Fire (4),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Heroic (16),FORZE (9),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Natus Vincere (16),QUAZAR (12),anc  Ancient,PGL Major Antwerp 2022 Europe RMR A
17/4/22,Outsiders (16),Unique (2),d2  Dust2,PGL Major Antwerp 2022 Europe RMR A
16/4/22,Furious (7),River Plate (16),mrg  Mirage,Flow Gamergy Argentina 2022
