Date,Team1,Team2,Map,Event
8/2/22,Akimbo (16),HEET (6),d2  Dust2,ESL Challenger League Season 40 Europe
8/2/22,HEET (16),Akimbo (13),inf  Inferno,ESL Challenger League Season 40 Europe
8/2/22,BLINK (4),Copenhagen Flames (16),ovp  Overpass,ESL Challenger League Season 40 Europe
8/2/22,Copenhagen Flames (16),BLINK (13),anc  Ancient,ESL Challenger League Season 40 Europe
8/2/22,Young Ninjas (19),fnatic Rising (17),anc  Ancient,Malta Vibes Knockout Series 6
8/2/22,Looking For Org (6),Entropiq (16),anc  Ancient,Elisa Invitational Winter 2021
8/2/22,Entropiq (16),Looking For Org (0),vtg  Vertigo,Elisa Invitational Winter 2021
8/2/22,PACT (8),1WIN (16),nuke  Nuke,Pinnacle Winter Series 2 Regionals
8/2/22,PACT (8),1WIN (16),d2  Dust2,Pinnacle Winter Series 2 Regionals
8/2/22,1WIN (16),PACT (19),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
8/2/22,Sprout (16),Savage (11),anc  Ancient,Thunderpick Bitcoin Series 1
8/2/22,Savage (8),Sprout (16),d2  Dust2,Thunderpick Bitcoin Series 1
8/2/22,Spirit (13),Tricked (16),ovp  Overpass,Pinnacle Winter Series 2 Regionals
8/2/22,Spirit (14),Tricked (16),nuke  Nuke,Pinnacle Winter Series 2 Regionals
8/2/22,Tricked (12),Spirit (16),mrg  Mirage,Pinnacle Winter Series 2 Regionals
8/2/22,Nemiga (16),4glory (8),d2  Dust2,Malta Vibes Knockout Series 6
8/2/22,4glory (13),Nemiga (16),nuke  Nuke,Malta Vibes Knockout Series 6
8/2/22,HAVU (16),777 (12),d2  Dust2,Elisa Invitational Winter 2021
8/2/22,777 (11),HAVU (16),mrg  Mirage,Elisa Invitational Winter 2021
8/2/22,HAVU (11),777 (16),anc  Ancient,Elisa Invitational Winter 2021
8/2/22,Unique (9),Endpoint (16),mrg  Mirage,Pinnacle Winter Series 2 Regionals
8/2/22,Endpoint (16),Unique (10),d2  Dust2,Pinnacle Winter Series 2 Regionals
8/2/22,MAD Lions (16),Enterprise (10),inf  Inferno,Pinnacle Winter Series 2 Regionals
8/2/22,MAD Lions (16),Enterprise (12),ovp  Overpass,Pinnacle Winter Series 2 Regionals
8/2/22,Enterprise (16),MAD Lions (9),mrg  Mirage,Pinnacle Winter Series 2 Regionals
8/2/22,HEET (19),SINNERS (17),nuke  Nuke,Thunderpick Bitcoin Series 1
8/2/22,HEET (28),SINNERS (26),vtg  Vertigo,Thunderpick Bitcoin Series 1
8/2/22,SINNERS (16),HEET (13),inf  Inferno,Thunderpick Bitcoin Series 1
8/2/22,D13 (16),Lynn Vision (11),anc  Ancient,Malta Vibes Knockout Series 6
8/2/22,D13 (12),Lynn Vision (16),vtg  Vertigo,Malta Vibes Knockout Series 6
8/2/22,Lynn Vision (7),D13 (16),nuke  Nuke,Malta Vibes Knockout Series 6
8/2/22,777 (16),ALTERNATE aTTaX (14),anc  Ancient,Pinnacle Winter Series 2 Regionals
8/2/22,ALTERNATE aTTaX (19),777 (17),nuke  Nuke,Pinnacle Winter Series 2 Regionals
8/2/22,777 (16),ALTERNATE aTTaX (6),ovp  Overpass,Pinnacle Winter Series 2 Regionals
8/2/22,Looking For Org (5),00NATION (16),d2  Dust2,Pinnacle Winter Series 2 Regionals
8/2/22,00NATION (16),Looking For Org (9),inf  Inferno,Pinnacle Winter Series 2 Regionals
8/2/22,Looking For Org (16),00NATION (10),nuke  Nuke,Pinnacle Winter Series 2 Regionals
8/2/22,Apeks Rebels (19),AVE (15),anc  Ancient,Malta Vibes Knockout Series 6
8/2/22,UNGENTIUM (11),AVANGAR (16),nuke  Nuke,Pinnacle Winter Series 2 Regionals
8/2/22,AVANGAR (19),UNGENTIUM (16),inf  Inferno,Pinnacle Winter Series 2 Regionals
8/2/22,Savage (16),eSuba (14),mrg  Mirage,Pinnacle Winter Series 2 Regionals
8/2/22,eSuba (14),Savage (16),anc  Ancient,Pinnacle Winter Series 2 Regionals
7/2/22,Sampi (16),fullshock (13),vtg  Vertigo,REPUBLEAGUE Season 3 V4 Open Qualifier 1
7/2/22,fullshock (3),Sampi (16),nuke  Nuke,REPUBLEAGUE Season 3 V4 Open Qualifier 1
7/2/22,Conquer (13),PACT (16),vtg  Vertigo,Malta Vibes Knockout Series 6
7/2/22,PACT (16),Conquer (12),inf  Inferno,Malta Vibes Knockout Series 6
7/2/22,00NATION (17),1WIN (19),nuke  Nuke,Pinnacle Winter Series 2 Regionals
7/2/22,00NATION (12),1WIN (16),d2  Dust2,Pinnacle Winter Series 2 Regionals
7/2/22,1WIN (14),00NATION (16),mrg  Mirage,Pinnacle Winter Series 2 Regionals
7/2/22,AVANGAR (12),Enterprise (16),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
