Date,Team1,Team2,Map,Event
25/9/21,AGO (8),BLUEJAYS (16),mrg  Mirage,Funspark ULTI 2021 Europe Regional Series 3
25/9/21,Coldest Riders (11),Eros (16),nuke  Nuke,ESEA Premier Season 38 North America
25/9/21,Coldest Riders (11),Eros (16),anc  Ancient,ESEA Premier Season 38 North America
25/9/21,Eros (9),Coldest Riders (16),mrg  Mirage,ESEA Premier Season 38 North America
25/9/21,Ceará (3),Liberty (16),ovp  Overpass,Liga Gamers Club 2021 Serie A September Cup
25/9/21,Liberty (22),Ceará (18),inf  Inferno,Liga Gamers Club 2021 Serie A September Cup
25/9/21,paiN (16),Big Chillin (7),ovp  Overpass,ESEA Premier Season 38 North America
25/9/21,Big Chillin (4),paiN (16),anc  Ancient,ESEA Premier Season 38 North America
25/9/21,Bravos (15),Stone (19),ovp  Overpass,La Liga Pro 2021 Clausura South
25/9/21,Triumph (11),Extra Salt (16),vtg  Vertigo,DreamHack Open September 2021 North America
25/9/21,Extra Salt (16),Triumph (9),inf  Inferno,DreamHack Open September 2021 North America
25/9/21,Wygers AR (2),Leviatan (16),nuke  Nuke,La Liga Pro 2021 Clausura South
24/9/21,9z Academy (16),Santos (19),d2  Dust2,La Liga Pro 2021 Clausura South
24/9/21,TeamOne (19),Bad News Bears (17),inf  Inferno,DreamHack Open September 2021 North America
24/9/21,Bad News Bears (12),TeamOne (16),ovp  Overpass,DreamHack Open September 2021 North America
24/9/21,Complexity (19),FaZe (16),anc  Ancient,BLAST Premier Fall Groups 2021
24/9/21,FaZe (8),Complexity (16),nuke  Nuke,BLAST Premier Fall Groups 2021
24/9/21,DNMK (16),Bravado (11),d2  Dust2,Telkom VS Gaming Masters 2021
24/9/21,DNMK (9),Bravado (16),inf  Inferno,Telkom VS Gaming Masters 2021
24/9/21,Bravado (8),DNMK (16),mrg  Mirage,Telkom VS Gaming Masters 2021
24/9/21,Enterprise (16),Budapest Five (14),d2  Dust2,Y-Games Pro Series 2021
24/9/21,Budapest Five (13),Enterprise (16),ovp  Overpass,Y-Games Pro Series 2021
24/9/21,Enterprise (16),Budapest Five (6),vtg  Vertigo,Y-Games Pro Series 2021
24/9/21,Budapest Five (16),Enterprise (8),inf  Inferno,Y-Games Pro Series 2021
24/9/21,Enterprise (9),Budapest Five (16),nuke  Nuke,Y-Games Pro Series 2021
24/9/21,SAW (6),Sangal (16),vtg  Vertigo,ESEA Premier Season 38 Europe
24/9/21,Sangal (16),SAW (8),d2  Dust2,ESEA Premier Season 38 Europe
24/9/21,Sharks (16),Paquetá (13),nuke  Nuke,DreamHack Open September 2021 South America
24/9/21,Paquetá (10),Sharks (16),mrg  Mirage,DreamHack Open September 2021 South America
24/9/21,OG (8),Natus Vincere (16),mrg  Mirage,BLAST Premier Fall Groups 2021
24/9/21,OG (16),Natus Vincere (13),d2  Dust2,BLAST Premier Fall Groups 2021
24/9/21,Natus Vincere (16),OG (4),ovp  Overpass,BLAST Premier Fall Groups 2021
24/9/21,Goliath (10),Sinister5 (16),ovp  Overpass,Telkom VS Gaming Masters 2021
24/9/21,Goliath (19),Sinister5 (16),d2  Dust2,Telkom VS Gaming Masters 2021
24/9/21,Goliath (7),Sinister5 (16),vtg  Vertigo,Telkom VS Gaming Masters 2021
24/9/21,Sestri (12),Akuma (16),mrg  Mirage,UESF Parimatch Championship of Ukraine 2021
24/9/21,Akuma (16),Sestri (6),inf  Inferno,UESF Parimatch Championship of Ukraine 2021
24/9/21,ECLOT (16),SSP (5),mrg  Mirage,Y-Games Pro Series 2021
24/9/21,SSP (15),ECLOT (19),vtg  Vertigo,Y-Games Pro Series 2021
24/9/21,Copenhagen Flames (16),00NATION (11),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 3
24/9/21,Copenhagen Flames (14),00NATION (16),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 3
24/9/21,00NATION (7),Copenhagen Flames (16),anc  Ancient,Funspark ULTI 2021 Europe Regional Series 3
24/9/21,Paradox (9),ORDER (16),vtg  Vertigo,DreamHack Open September 2021 Oceania
24/9/21,Paradox (16),ORDER (13),nuke  Nuke,DreamHack Open September 2021 Oceania
24/9/21,ORDER (16),Paradox (9),ovp  Overpass,DreamHack Open September 2021 Oceania
24/9/21,Lyngby Vikings (16),K23 (7),ovp  Overpass,Funspark ULTI 2021 Europe Regional Series 3
24/9/21,K23 (13),Lyngby Vikings (16),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 3
24/9/21,Mythic (8),ChocoCheck (16),d2  Dust2,ESEA Premier Season 38 North America
24/9/21,Mythic (10),ChocoCheck (16),inf  Inferno,ESEA Premier Season 38 North America
24/9/21,ChocoCheck (10),Mythic (16),mrg  Mirage,ESEA Premier Season 38 North America
