Date,Team1,Team2,Map,Event
25/2/23,Evil Geniuses (10),IHC (16),inf  Inferno,ESL Pro League Season 17
25/2/23,Rare Atom (16),TYLOO (14),ovp  Overpass,5E Arena Asia Cup Spring 2023 - BLAST Premier Qualifier
25/2/23,Permitta (16),Illuminar (13),ovp  Overpass,GAM3RS_X Polish Clash 2023
25/2/23,Illuminar (9),Permitta (16),nuke  Nuke,GAM3RS_X Polish Clash 2023
25/2/23,HONORIS (19),Into the Breach (17),vtg  Vertigo,CCT South Europe Series 3
25/2/23,Into the Breach (19),HONORIS (17),ovp  Overpass,CCT South Europe Series 3
25/2/23,HONORIS (19),Into the Breach (15),inf  Inferno,CCT South Europe Series 3
25/2/23,Eruption (12),TYLOO (16),anb  Anubis,5E Arena Asia Cup Spring 2023 - BLAST Premier Qualifier
25/2/23,777 (16),Astralis Talent (19),anb  Anubis,European Pro League Season 6
25/2/23,777 (7),Astralis Talent (16),inf  Inferno,European Pro League Season 6
25/2/23,Astralis Talent (7),777 (16),mrg  Mirage,European Pro League Season 6
25/2/23,MASONIC (16),Mixfits (12),inf  Inferno,CCT North Europe Series 4 Closed Qualifier
25/2/23,Mixfits (10),MASONIC (16),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
25/2/23,Rare Atom (16),Hard (9),inf  Inferno,5E Arena Asia Cup Spring 2023 - BLAST Premier Qualifier
25/2/23,paiN (13),ATK (16),mrg  Mirage,ESL Challenger League Season 44 North America
25/2/23,ATK (16),paiN (13),vtg  Vertigo,ESL Challenger League Season 44 North America
25/2/23,paiN (16),ATK (9),anb  Anubis,ESL Challenger League Season 44 North America
24/2/23,Fluxo (15),Imperial (19),anc  Ancient,TG Masters Spring 2023 - BLAST Premier Qualifier
24/2/23,Fluxo (16),Imperial (14),inf  Inferno,TG Masters Spring 2023 - BLAST Premier Qualifier
24/2/23,Imperial (22),Fluxo (19),mrg  Mirage,TG Masters Spring 2023 - BLAST Premier Qualifier
24/2/23,MIBR (12),G2 (16),nuke  Nuke,ESL Pro League Season 17
24/2/23,G2 (16),MIBR (8),vtg  Vertigo,ESL Pro League Season 17
24/2/23,Let us cook (16),MOUZ NXT (8),nuke  Nuke,CCT North Europe Series 4 Closed Qualifier
24/2/23,MOUZ NXT (11),Let us cook (16),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
24/2/23,Let us cook (8),MOUZ NXT (16),anc  Ancient,CCT North Europe Series 4 Closed Qualifier
24/2/23,PROSPECTS (3),HONORIS (16),vtg  Vertigo,CCT South Europe Series 3
24/2/23,HONORIS (16),PROSPECTS (12),ovp  Overpass,CCT South Europe Series 3
24/2/23,Corinthians (12),9z (16),nuke  Nuke,TG Masters Spring 2023 - BLAST Premier Qualifier
24/2/23,Corinthians (7),9z (16),anb  Anubis,TG Masters Spring 2023 - BLAST Premier Qualifier
24/2/23,Nexus (9),Partizan (16),anc  Ancient,RES Season 4
24/2/23,Nexus (11),Partizan (16),inf  Inferno,RES Season 4
24/2/23,ThunderFlash (10),9INE (16),vtg  Vertigo,GAM3RS_X Polish Clash 2023
24/2/23,9INE (16),ThunderFlash (12),anb  Anubis,GAM3RS_X Polish Clash 2023
24/2/23,TOP5 (16),PGE Turow (13),anc  Ancient,CCT North Europe Series 4 Closed Qualifier
24/2/23,TOP5 (6),PGE Turow (16),nuke  Nuke,CCT North Europe Series 4 Closed Qualifier
24/2/23,PGE Turow (14),TOP5 (16),mrg  Mirage,CCT North Europe Series 4 Closed Qualifier
24/2/23,GhostFaces (16),DNMK (12),inf  Inferno,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
24/2/23,DNMK (9),GhostFaces (16),mrg  Mirage,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
24/2/23,Let us cook (16),Anonymo (3),ovp  Overpass,CCT North Europe Series 4 Closed Qualifier
24/2/23,Anonymo (4),Let us cook (16),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
24/2/23,Twisted Minds (16),Ooredoo Thunders (10),inf  Inferno,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
24/2/23,Divine Vendetta (17),Invictus International (19),anc  Ancient,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
24/2/23,Entropiq (12),Apeks (16),mrg  Mirage,CCT South Europe Series 3
24/2/23,Apeks (19),Entropiq (17),inf  Inferno,CCT South Europe Series 3
24/2/23,Mixfits (14),PGE Turow (16),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
24/2/23,PGE Turow (16),Mixfits (14),inf  Inferno,CCT North Europe Series 4 Closed Qualifier
24/2/23,iNation (5),VOYVODA (16),ovp  Overpass,RES Season 4
24/2/23,VOYVODA (16),iNation (13),nuke  Nuke,RES Season 4
24/2/23,HEET (17),Sangal (19),anc  Ancient,European Development Championship 7
24/2/23,fnatic (16),Eternal Fire (11),nuke  Nuke,ESL Pro League Season 17
