Date,Team1,Team2,Map,Event
4/10/21,Young Ninjas (9),NAVI Junior (16),mrg  Mirage,WePlay Academy League Season 2
4/10/21,Izako Boars (10),Singularity (16),ovp  Overpass,REPUBLEAGUE TIPOS Season 2
4/10/21,Singularity (16),Izako Boars (10),nuke  Nuke,REPUBLEAGUE TIPOS Season 2
4/10/21,Victus (2),Coalesce (16),vtg  Vertigo,ESL Premiership Autumn 2021
4/10/21,Coalesce (16),Victus (2),inf  Inferno,ESL Premiership Autumn 2021
4/10/21,Nexus (19),Unique (17),d2  Dust2,Pinnacle Fall Series 2 Regionals
4/10/21,Unique (16),Nexus (5),mrg  Mirage,Pinnacle Fall Series 2 Regionals
4/10/21,Nexus (16),Unique (13),anc  Ancient,Pinnacle Fall Series 2 Regionals
4/10/21,Eternal Fire (16),KOVA (5),nuke  Nuke,Pinnacle Fall Series 2 Regionals
4/10/21,KOVA (8),Eternal Fire (16),inf  Inferno,Pinnacle Fall Series 2 Regionals
4/10/21,Finest (16),Nemiga (14),inf  Inferno,ESEA Advanced Season 38 Europe
4/10/21,Nemiga (12),Finest (16),ovp  Overpass,ESEA Advanced Season 38 Europe
4/10/21,K23 (11),Enterprise (16),ovp  Overpass,REPUBLEAGUE TIPOS Season 2
4/10/21,Enterprise (16),K23 (12),inf  Inferno,REPUBLEAGUE TIPOS Season 2
4/10/21,Tricked (12),1WIN (16),vtg  Vertigo,Pinnacle Fall Series 2 Regionals
4/10/21,1WIN (16),Tricked (11),ovp  Overpass,Pinnacle Fall Series 2 Regionals
4/10/21,777 (13),ONYX (16),vtg  Vertigo,Pinnacle Fall Series 2 Regionals
4/10/21,ONYX (16),777 (6),anc  Ancient,Pinnacle Fall Series 2 Regionals
4/10/21,NKT (8),TYLOO (16),vtg  Vertigo,IEM Winter 2021 Asia Closed Qualifier
4/10/21,TYLOO (16),NKT (8),ovp  Overpass,IEM Winter 2021 Asia Closed Qualifier
4/10/21,Lyngby Vikings (16),Illuminar (2),vtg  Vertigo,Pinnacle Fall Series 2 Regionals
4/10/21,Lyngby Vikings (16),Illuminar (14),nuke  Nuke,Pinnacle Fall Series 2 Regionals
4/10/21,hREDS (11),Galaxy Racer (16),inf  Inferno,Pinnacle Fall Series 2 Regionals
4/10/21,Galaxy Racer (19),hREDS (15),anc  Ancient,Pinnacle Fall Series 2 Regionals
4/10/21,TBC (9),NKT (16),ovp  Overpass,IEM Winter 2021 Asia Closed Qualifier
4/10/21,NKT (16),TBC (12),mrg  Mirage,IEM Winter 2021 Asia Closed Qualifier
4/10/21,Nemiga (16),AaB (11),mrg  Mirage,Pinnacle Fall Series 2 Regionals
4/10/21,AaB (6),Nemiga (16),inf  Inferno,Pinnacle Fall Series 2 Regionals
4/10/21,Nemiga (14),AaB (16),ovp  Overpass,Pinnacle Fall Series 2 Regionals
4/10/21,GamerLegion (10),EC Kyiv (16),mrg  Mirage,Pinnacle Fall Series 2 Regionals
4/10/21,EC Kyiv (12),GamerLegion (16),anc  Ancient,Pinnacle Fall Series 2 Regionals
4/10/21,EC Kyiv (16),GamerLegion (11),vtg  Vertigo,Pinnacle Fall Series 2 Regionals
4/10/21,RBG (10),Party Astronauts (16),nuke  Nuke,SteelSeries Prime Cup 2021
4/10/21,Party Astronauts (16),RBG (11),ovp  Overpass,SteelSeries Prime Cup 2021
4/10/21,FURIA (16),GODSENT (10),nuke  Nuke,IEM Winter 2021 North America Closed Qualifier
4/10/21,GODSENT (17),FURIA (19),ovp  Overpass,IEM Winter 2021 North America Closed Qualifier
4/10/21,FURIA (12),GODSENT (16),vtg  Vertigo,IEM Winter 2021 North America Closed Qualifier
4/10/21,paiN (16),Extra Salt (10),vtg  Vertigo,IEM Winter 2021 North America Closed Qualifier
4/10/21,paiN (10),Extra Salt (16),ovp  Overpass,IEM Winter 2021 North America Closed Qualifier
4/10/21,Extra Salt (14),paiN (16),anc  Ancient,IEM Winter 2021 North America Closed Qualifier
4/10/21,Northern Forces (16),Valors (7),mrg  Mirage,ESEA Advanced Season 38 North America
4/10/21,Valors (14),Northern Forces (16),nuke  Nuke,ESEA Advanced Season 38 North America
4/10/21,Northern Forces (5),Valors (16),inf  Inferno,ESEA Advanced Season 38 North America
4/10/21,Sharks (7),Bravos (16),d2  Dust2,IEM Fall 2021 South America
4/10/21,Bravos (19),Sharks (17),vtg  Vertigo,IEM Fall 2021 South America
4/10/21,ATK (13),Party Astronauts (16),anc  Ancient,SteelSeries Prime Cup 2021
4/10/21,Party Astronauts (16),ATK (12),mrg  Mirage,SteelSeries Prime Cup 2021
3/10/21,Heroic (4),SINNERS (2),nuke  Nuke,IEM Fall 2021 Europe
3/10/21,Movistar Riders (4),Heroic (1),nuke  Nuke,IEM Fall 2021 Europe
3/10/21,SINNERS (0),Movistar Riders (4),nuke  Nuke,IEM Fall 2021 Europe
