Date,Team1,Team2,Map,Event
24/8/21,Malvinas (22),River Plate (18),ovp  Overpass,Alpha Pro League 2021
23/8/21,Czech Republic (3),Croatia (16),mrg  Mirage,European Nations Cup 2021
23/8/21,Oilers (16),DUSTY (12),ovp  Overpass,Elisa Invitational Fall 2021 Regionals
23/8/21,Oilers (16),DUSTY (19),inf  Inferno,Elisa Invitational Fall 2021 Regionals
23/8/21,DUSTY (4),Oilers (16),d2  Dust2,Elisa Invitational Fall 2021 Regionals
23/8/21,Czech Republic (16),Anlaki (10),inf  Inferno,European Nations Cup 2021
23/8/21,TeamOne (18),Izako Boars (22),d2  Dust2,Malta Vibes Knockout Series 1
23/8/21,TeamOne (16),Izako Boars (9),mrg  Mirage,Malta Vibes Knockout Series 1
23/8/21,Izako Boars (16),TeamOne (10),nuke  Nuke,Malta Vibes Knockout Series 1
23/8/21,Galaxy Racer (11),777 (16),ovp  Overpass,Pinnacle Fall Series 1 Regionals
23/8/21,777 (16),Galaxy Racer (14),d2  Dust2,Pinnacle Fall Series 1 Regionals
23/8/21,Lilmix (9),LDLC (16),inf  Inferno,Pinnacle Fall Series 1 Regionals
23/8/21,LDLC (16),Lilmix (7),mrg  Mirage,Pinnacle Fall Series 1 Regionals
23/8/21,SKADE (16),NewBelarus (6),ovp  Overpass,IronWar Grand Prix 2021
23/8/21,SKADE (16),NewBelarus (8),inf  Inferno,IronWar Grand Prix 2021
23/8/21,Anlaki (19),Croatia (17),d2  Dust2,European Nations Cup 2021
23/8/21,X Gamer (11),AaB (16),inf  Inferno,Elisa Invitational Fall 2021 Regionals
23/8/21,AaB (16),X Gamer (8),mrg  Mirage,Elisa Invitational Fall 2021 Regionals
23/8/21,AIRLYA (16),Thunderbolts (1),inf  Inferno,European Nations Cup 2021
23/8/21,Sprout (12),Wisla Krakow (16),mrg  Mirage,Malta Vibes Knockout Series 1
23/8/21,Sprout (11),Wisla Krakow (16),vtg  Vertigo,Malta Vibes Knockout Series 1
23/8/21,Movistar Riders (16),Spirit Academy (13),vtg  Vertigo,Pinnacle Fall Series 1 Regionals
23/8/21,Spirit Academy (14),Movistar Riders (16),nuke  Nuke,Pinnacle Fall Series 1 Regionals
23/8/21,Movistar Riders (7),Spirit Academy (16),mrg  Mirage,Pinnacle Fall Series 1 Regionals
23/8/21,SJ (9),K23 (16),inf  Inferno,Pinnacle Fall Series 1 Regionals
23/8/21,K23 (19),SJ (17),nuke  Nuke,Pinnacle Fall Series 1 Regionals
23/8/21,INDE IRAE (11),ONYX (16),anc  Ancient,IronWar Grand Prix 2021
23/8/21,ONYX (16),INDE IRAE (13),inf  Inferno,IronWar Grand Prix 2021
23/8/21,ONYX (11),INDE IRAE (16),mrg  Mirage,IronWar Grand Prix 2021
23/8/21,Bandits (25),Alke (23),mrg  Mirage,ESL Australia & NZ Championship Season 13
23/8/21,Apeks (16),Endpoint (10),inf  Inferno,Malta Vibes Knockout Series 1
23/8/21,Endpoint (7),Apeks (16),ovp  Overpass,Malta Vibes Knockout Series 1
23/8/21,VERTEX (7),Chiefs (16),nuke  Nuke,ESL Australia & NZ Championship Season 13
23/8/21,OFFSET (10),Copenhagen Flames (16),anc  Ancient,Pinnacle Fall Series 1 Regionals
23/8/21,Copenhagen Flames (16),OFFSET (9),inf  Inferno,Pinnacle Fall Series 1 Regionals
23/8/21,KOVA (8),GamerLegion (16),vtg  Vertigo,Pinnacle Fall Series 1 Regionals
23/8/21,GamerLegion (19),KOVA (16),nuke  Nuke,Pinnacle Fall Series 1 Regionals
23/8/21,Lynn Vision (6),Checkmate (16),d2  Dust2,Funspark ULTI 2021 Asia Playoffs 1
23/8/21,Lynn Vision (15),Checkmate (19),nuke  Nuke,Funspark ULTI 2021 Asia Playoffs 1
23/8/21,Checkmate (13),Lynn Vision (16),ovp  Overpass,Funspark ULTI 2021 Asia Playoffs 1
23/8/21,CAMO (12),Paradox (16),d2  Dust2,ESL Australia & NZ Championship Season 13
23/8/21,SKADE (11),Lyngby Vikings (16),vtg  Vertigo,Malta Vibes Knockout Series 1
23/8/21,Lyngby Vikings (16),SKADE (7),d2  Dust2,Malta Vibes Knockout Series 1
23/8/21,ORDER (16),Kanga (7),mrg  Mirage,ESL Australia & NZ Championship Season 13
23/8/21,Apeks (12),Wisla Krakow (16),nuke  Nuke,Pinnacle Fall Series 1 Regionals
23/8/21,Wisla Krakow (16),Apeks (13),d2  Dust2,Pinnacle Fall Series 1 Regionals
23/8/21,VP.Prodigy (4),1WIN (16),d2  Dust2,Pinnacle Fall Series 1 Regionals
23/8/21,1WIN (19),VP.Prodigy (17),mrg  Mirage,Pinnacle Fall Series 1 Regionals
23/8/21,Invictus (16),TYLOO (12),anc  Ancient,Funspark ULTI 2021 Asia Playoffs 1
23/8/21,TYLOO (8),Invictus (16),nuke  Nuke,Funspark ULTI 2021 Asia Playoffs 1
