Date,Team1,Team2,Map,Event
28/8/22,Astralis (16),HEET (9),nuke  Nuke,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Illuminar (16),Benched Heroes (14),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,1WIN (9),SAW (16),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Heroic (7),Ninjas in Pyjamas (16),ovp  Overpass,BLAST Premier Fall Groups 2022
28/8/22,Ninjas in Pyjamas (9),Heroic (16),mrg  Mirage,BLAST Premier Fall Groups 2022
28/8/22,Heroic (14),Ninjas in Pyjamas (16),inf  Inferno,BLAST Premier Fall Groups 2022
28/8/22,SC (16),X (4),d2  Dust2,CCT Central Europe Series 1
28/8/22,SC (11),X (16),inf  Inferno,CCT Central Europe Series 1
28/8/22,X (9),SC (16),vtg  Vertigo,CCT Central Europe Series 1
28/8/22,Kalbos Egzaminas (6),SD Invicta (16),nuke  Nuke,Predator Cup Baltics Fall 2022
28/8/22,SD Invicta (16),Kalbos Egzaminas (5),inf  Inferno,Predator Cup Baltics Fall 2022
28/8/22,EKO (16),Leicester 5 (8),mrg  Mirage,Insomnia69
28/8/22,Leicester 5 (17),EKO (19),nuke  Nuke,Insomnia69
28/8/22,NASR (16),JPB (10),d2  Dust2,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,JPB (3),NASR (16),mrg  Mirage,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,NASR (14),JPB (16),ovp  Overpass,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,IHC (16),NKT (14),ovp  Overpass,IEM Road to Rio 2022 Asia Closed Qualifier
28/8/22,NKT (14),IHC (16),d2  Dust2,IEM Road to Rio 2022 Asia Closed Qualifier
28/8/22,IHC (11),NKT (16),inf  Inferno,IEM Road to Rio 2022 Asia Closed Qualifier
28/8/22,Lynn Vision (10),Rare Atom (16),ovp  Overpass,IEM Road to Rio 2022 China Closed Qualifier
28/8/22,Rare Atom (16),Lynn Vision (10),vtg  Vertigo,IEM Road to Rio 2022 China Closed Qualifier
28/8/22,ORDER (16),Encore (7),nuke  Nuke,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,Encore (8),ORDER (16),mrg  Mirage,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,ORDER (8),Encore (16),vtg  Vertigo,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,FaZe (16),Astralis (10),nuke  Nuke,BLAST Premier Fall Groups 2022
28/8/22,FaZe (16),Astralis (19),anc  Ancient,BLAST Premier Fall Groups 2022
28/8/22,Astralis (9),FaZe (16),inf  Inferno,BLAST Premier Fall Groups 2022
28/8/22,Enterprise (16),KOVA (12),nuke  Nuke,CCT Central Europe Series 1
28/8/22,KOVA (4),Enterprise (16),inf  Inferno,CCT Central Europe Series 1
28/8/22,Wolsung (5),SC (16),mrg  Mirage,Predator Cup Baltics Fall 2022
28/8/22,SC (16),Wolsung (5),inf  Inferno,Predator Cup Baltics Fall 2022
28/8/22,ARAVT (13),NKT (16),ovp  Overpass,IEM Road to Rio 2022 Asia Closed Qualifier
28/8/22,NKT (16),ARAVT (14),nuke  Nuke,IEM Road to Rio 2022 Asia Closed Qualifier
28/8/22,Wings Up (9),Rare Atom (16),ovp  Overpass,IEM Road to Rio 2022 China Closed Qualifier
28/8/22,Rare Atom (16),Wings Up (14),inf  Inferno,IEM Road to Rio 2022 China Closed Qualifier
28/8/22,DGG (11),Encore (16),nuke  Nuke,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,Encore (29),DGG (31),inf  Inferno,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,DGG (1),Encore (16),vtg  Vertigo,IEM Road to Rio 2022 Oceania Closed Qualifier
28/8/22,Isurus (6),ODDIK (16),anc  Ancient,CCT South America Series 1
28/8/22,ODDIK (16),Isurus (14),d2  Dust2,CCT South America Series 1
28/8/22,Corinthians (14),B4 (16),nuke  Nuke,IEM Road to Rio 2022 South America Open Qualifier 3
28/8/22,B4 (2),Corinthians (16),d2  Dust2,IEM Road to Rio 2022 South America Open Qualifier 3
28/8/22,Corinthians (5),B4 (16),mrg  Mirage,IEM Road to Rio 2022 South America Open Qualifier 3
27/8/22,ARCTIC (19),Isurus (15),nuke  Nuke,IEM Road to Rio 2022 South America Open Qualifier 3
27/8/22,Benched Heroes (10),HEET (16),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 4
27/8/22,HEET (16),Benched Heroes (11),ovp  Overpass,IEM Road to Rio 2022 Europe Open Qualifier 4
27/8/22,paiN (16),Meta (10),anc  Ancient,CCT South America Series 1
27/8/22,Meta (9),paiN (16),nuke  Nuke,CCT South America Series 1
27/8/22,Illuminar (11),Astralis (16),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 4
27/8/22,Astralis (16),Illuminar (9),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 4
