Date,Team1,Team2,Map,Event
21/5/22,ATK (16),ONET4P (7),d2  Dust2,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,UNO MILLE (16),B4 (12),mrg  Mirage,ESL Challenger Valencia 2022 South America Open Qualifier 1
21/5/22,Stars Horizon (10),SWS (16),vtg  Vertigo,ESL Challenger Valencia 2022 South America Open Qualifier 1
21/5/22,Carpe Diem (17),Gaimin Gladiators (19),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,Party Astronauts (11),TeamOne (16),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
21/5/22,Strife (5),ATK (16),d2  Dust2,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,B4 (16),Stone (14),d2  Dust2,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Redragon (12),Stars Horizon (16),mrg  Mirage,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Meta (9),SWS (16),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,UNO MILLE (16),Holkattes (14),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Natus Vincere (16),Heroic (8),nuke  Nuke,PGL Major Antwerp 2022
20/5/22,Heroic (14),Natus Vincere (16),anc  Ancient,PGL Major Antwerp 2022
20/5/22,Heroic (16),Natus Vincere (10),inf  Inferno,PGL Major Antwerp 2022
20/5/22,Atlantic (9),Sprout (16),d2  Dust2,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,Atlantic (16),Sprout (10),ovp  Overpass,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,Sprout (16),Atlantic (2),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,CloudRunners (10),K23 (16),mrg  Mirage,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,K23 (16),CloudRunners (8),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,Atlantic (16),1shot (11),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,Sprout (16),AGO (7),vtg  Vertigo,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,PALOMA (13),CloudRunners (16),nuke  Nuke,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,K23 (16),MOONBOYS (4),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
20/5/22,Copenhagen Flames (12),ENCE (16),nuke  Nuke,PGL Major Antwerp 2022
20/5/22,ENCE (16),Copenhagen Flames (10),vtg  Vertigo,PGL Major Antwerp 2022
20/5/22,YK (16),Lynn Vision (5),ovp  Overpass,ESL Challenger Valencia 2022 Asia Open Qualifier 1
20/5/22,Lynn Vision (8),YK (16),inf  Inferno,ESL Challenger Valencia 2022 Asia Open Qualifier 1
20/5/22,YK (2),Lynn Vision (16),nuke  Nuke,ESL Challenger Valencia 2022 Asia Open Qualifier 1
20/5/22,NSN (8),YK (16),anc  Ancient,ESL Challenger Valencia 2022 Asia Open Qualifier 1
20/5/22,Lynn Vision (16),CatEvil (11),inf  Inferno,ESL Challenger Valencia 2022 Asia Open Qualifier 1
20/5/22,Gaimin Gladiators (16),Tempest (13),inf  Inferno,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,Stone (16),TotalePro (13),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Revel (2),Party Astronauts (16),ovp  Overpass,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,Unjustified (5),TeamOne (16),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,sinister (10),ATK (16),inf  Inferno,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,X13 (0),Carpe Diem (16),ovp  Overpass,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,Detonate (13),Strife (16),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,Northern Forces (7),Take Flyte (16),mrg  Mirage,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,Redragon (16),XIS (8),d2  Dust2,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Furious (5),Stars Horizon (16),anc  Ancient,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,B4 (16),9z Academy (3),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Holkattes (16),Leviatan (12),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,GODSENT (14),ONET4P (16),nuke  Nuke,ESL Challenger Valencia 2022 North America Open Qualifier 1
20/5/22,SWS (16),Hawks (5),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,Meta (16),Los Grandes (7),inf  Inferno,ESL Challenger Valencia 2022 South America Open Qualifier 1
20/5/22,UNO MILLE (16),loloNaMente (5),nuke  Nuke,ESL Challenger Valencia 2022 South America Open Qualifier 1
19/5/22,Atlantic (16),Case (12),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
19/5/22,AGO (19),EC Kyiv (17),mrg  Mirage,ESL Challenger Valencia 2022 Europe Open Qualifier 1
19/5/22,Isurus (14),MOONBOYS (16),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
19/5/22,HOTU (11),CloudRunners (16),inf  Inferno,ESL Challenger Valencia 2022 Europe Open Qualifier 1
19/5/22,1shot (19),MASONIC (16),nuke  Nuke,ESL Challenger Valencia 2022 Europe Open Qualifier 1
