Date,Team1,Team2,Map,Event
27/4/22,Movistar Riders (16),Wisla Krakow (13),nuke  Nuke,ESL Challenger League Season 41 Europe
27/4/22,Sangal (15),1WIN (19),ovp  Overpass,ESL Challenger League Season 41 Europe
27/4/22,1WIN (16),Sangal (6),vtg  Vertigo,ESL Challenger League Season 41 Europe
27/4/22,Genk (1),LowLandLions (16),vtg  Vertigo,Kayzr League Spring 2022
27/4/22,LowLandLions (16),Genk (10),inf  Inferno,Kayzr League Spring 2022
27/4/22,Bitfix (16),Metizport (2),vtg  Vertigo,MistGames Heroes of Tomorrow Spring 2022
27/4/22,Metizport (12),Bitfix (16),inf  Inferno,MistGames Heroes of Tomorrow Spring 2022
27/4/22,PACT (16),Savage (12),inf  Inferno,Esport Tour 2022 Series 1
27/4/22,PACT (7),Savage (16),d2  Dust2,Esport Tour 2022 Series 1
27/4/22,Savage (13),PACT (16),vtg  Vertigo,Esport Tour 2022 Series 1
27/4/22,ENCE (16),Copenhagen Flames (9),anc  Ancient,BLAST Premier Spring Showdown 2022 Europe
27/4/22,Copenhagen Flames (16),ENCE (10),mrg  Mirage,BLAST Premier Spring Showdown 2022 Europe
27/4/22,ENCE (16),Copenhagen Flames (7),vtg  Vertigo,BLAST Premier Spring Showdown 2022 Europe
27/4/22,PACT (19),Tricked (17),vtg  Vertigo,Esport Tour 2022 Series 1
27/4/22,PACT (25),Tricked (23),nuke  Nuke,Esport Tour 2022 Series 1
27/4/22,Tricked (16),PACT (6),anc  Ancient,Esport Tour 2022 Series 1
27/4/22,1620 Kings (6),VERTEX (16),inf  Inferno,ESL Australia & NZ Championship Season 14
27/4/22,VERTEX (16),1620 Kings (13),d2  Dust2,ESL Australia & NZ Championship Season 14
27/4/22,ORDER (16),Paradox (8),nuke  Nuke,ESL Australia & NZ Championship Season 14
27/4/22,Paradox (11),ORDER (16),vtg  Vertigo,ESL Australia & NZ Championship Season 14
27/4/22,PoP (14),DGG (16),mrg  Mirage,ESL Australia & NZ Championship Season 14
27/4/22,DGG (16),PoP (4),inf  Inferno,ESL Australia & NZ Championship Season 14
27/4/22,Antic (4),Renegades (16),d2  Dust2,ESL Australia & NZ Championship Season 14
27/4/22,Renegades (16),Antic (8),vtg  Vertigo,ESL Australia & NZ Championship Season 14
27/4/22,Unjustified (18),Gaimin Gladiators (22),mrg  Mirage,ESL Challenger League Season 41 North America
27/4/22,Gaimin Gladiators (19),Unjustified (17),inf  Inferno,ESL Challenger League Season 41 North America
26/4/22,PROSPECTS (16),Young Ninjas (2),mrg  Mirage,MistGames Heroes of Tomorrow Spring 2022
26/4/22,Young Ninjas (10),PROSPECTS (16),vtg  Vertigo,MistGames Heroes of Tomorrow Spring 2022
26/4/22,Movistar Riders (16),Sangal (11),mrg  Mirage,ESL Challenger League Season 41 Europe
26/4/22,Sangal (16),Movistar Riders (8),vtg  Vertigo,ESL Challenger League Season 41 Europe
26/4/22,Movistar Riders (16),Sangal (6),inf  Inferno,ESL Challenger League Season 41 Europe
26/4/22,Wisla Krakow (16),1WIN (5),nuke  Nuke,ESL Challenger League Season 41 Europe
26/4/22,Wisla Krakow (16),1WIN (9),d2  Dust2,ESL Challenger League Season 41 Europe
26/4/22,1WIN (16),Wisla Krakow (10),anc  Ancient,ESL Challenger League Season 41 Europe
26/4/22,FTW (22),Isurus (25),nuke  Nuke,Pinnacle Cup IV
26/4/22,Isurus (16),FTW (7),anc  Ancient,Pinnacle Cup IV
26/4/22,ex-Project Eversio (5),EC Brugge (16),anc  Ancient,Kayzr League Spring 2022
26/4/22,ex-Project Eversio (13),EC Brugge (16),mrg  Mirage,Kayzr League Spring 2022
26/4/22,EC Brugge (7),ex-Project Eversio (16),nuke  Nuke,Kayzr League Spring 2022
26/4/22,KOVA (11),Isurus (16),nuke  Nuke,Pinnacle Cup IV
26/4/22,Savage (7),Into the Breach (16),inf  Inferno,Esport Tour 2022 Series 1
26/4/22,Savage (19),Into the Breach (17),vtg  Vertigo,Esport Tour 2022 Series 1
26/4/22,Into the Breach (16),Savage (5),mrg  Mirage,Esport Tour 2022 Series 1
26/4/22,Metizport (11),Astralis Talent (16),mrg  Mirage,MistGames Heroes of Tomorrow Spring 2022
26/4/22,Astralis Talent (16),Metizport (4),nuke  Nuke,MistGames Heroes of Tomorrow Spring 2022
26/4/22,iNation (19),FTW (22),inf  Inferno,Pinnacle Cup IV
26/4/22,Into the Breach (16),PACT (7),inf  Inferno,Esport Tour 2022 Series 1
26/4/22,PACT (18),Into the Breach (22),nuke  Nuke,Esport Tour 2022 Series 1
26/4/22,Into the Breach (12),PACT (16),anc  Ancient,Esport Tour 2022 Series 1
26/4/22,ALTERNATE aTTaX (2),MASONIC (16),d2  Dust2,Pinnacle Cup IV
