Date,Team1,Team2,Map,Event
9/10/21,AVE (16),FORZE (9),mrg  Mirage,Gjirafa50 Masters League Season 2 Finals
9/10/21,Detonate (13),ATK (16),inf  Inferno,ESEA Advanced Season 38 North America
9/10/21,Detonate (4),ATK (16),vtg  Vertigo,ESEA Advanced Season 38 North America
9/10/21,ATK (14),Detonate (16),nuke  Nuke,ESEA Advanced Season 38 North America
9/10/21,Wygers AR (16),Eqole (7),inf  Inferno,La Liga Pro 2021 Clausura South
9/10/21,Eqole (16),Wygers AR (19),nuke  Nuke,La Liga Pro 2021 Clausura South
9/10/21,FURIA (16),paiN (0),anc  Ancient,IEM Fall 2021 North America
9/10/21,paiN (17),FURIA (19),inf  Inferno,IEM Fall 2021 North America
9/10/21,Meta (10),Isurus (16),nuke  Nuke,La Liga Pro 2021 Clausura South
9/10/21,Leviatan (16),Stone (14),ovp  Overpass,La Liga Pro 2021 Clausura South
8/10/21,ENCE (22),G2 (18),d2  Dust2,IEM Fall 2021 Europe
8/10/21,G2 (16),ENCE (7),nuke  Nuke,IEM Fall 2021 Europe
8/10/21,ENCE (16),G2 (8),mrg  Mirage,IEM Fall 2021 Europe
8/10/21,4glory (16),Marten (8),mrg  Mirage,Kuvo OneTap 2021
8/10/21,Marten (12),4glory (16),inf  Inferno,Kuvo OneTap 2021
8/10/21,OFFSET (16),EXEN (12),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
8/10/21,OFFSET (16),EXEN (10),anc  Ancient,William Hill Cup 2021 Closed Qualifier
8/10/21,EXEN (16),OFFSET (9),inf  Inferno,William Hill Cup 2021 Closed Qualifier
8/10/21,NAVI Junior (16),BIG Academy (9),ovp  Overpass,WePlay Academy League Season 2
8/10/21,BIG Academy (13),NAVI Junior (16),mrg  Mirage,WePlay Academy League Season 2
8/10/21,PORTUGAL (7),4glory (16),nuke  Nuke,Kuvo OneTap 2021
8/10/21,4glory (16),PORTUGAL (14),mrg  Mirage,Kuvo OneTap 2021
8/10/21,HONORIS (5),AGO (16),anc  Ancient,Polish National Esports Cup 2021
8/10/21,AGO (16),HONORIS (5),inf  Inferno,Polish National Esports Cup 2021
8/10/21,Singularity (16),NASR (12),anc  Ancient,William Hill Cup 2021 Closed Qualifier
8/10/21,NASR (14),Singularity (16),mrg  Mirage,William Hill Cup 2021 Closed Qualifier
8/10/21,Singularity (16),NASR (19),d2  Dust2,William Hill Cup 2021 Closed Qualifier
8/10/21,EC Brugge (12),NYYRIKKI (16),mrg  Mirage,William Hill Cup 2021 Closed Qualifier
8/10/21,EC Brugge (16),NYYRIKKI (14),anc  Ancient,William Hill Cup 2021 Closed Qualifier
8/10/21,NYYRIKKI (16),EC Brugge (7),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
8/10/21,D13 (16),OPAA (13),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
8/10/21,OPAA (12),D13 (16),vtg  Vertigo,William Hill Cup 2021 Closed Qualifier
8/10/21,Astralis (16),Fiend (9),inf  Inferno,IEM Fall 2021 Europe
8/10/21,Fiend (10),Astralis (16),nuke  Nuke,IEM Fall 2021 Europe
8/10/21,VP.Prodigy (12),fnatic Rising (16),nuke  Nuke,WePlay Academy League Season 2
8/10/21,fnatic Rising (19),VP.Prodigy (15),vtg  Vertigo,WePlay Academy League Season 2
8/10/21,1WIN (13),Nemiga (16),nuke  Nuke,ESEA Advanced Season 38 Europe
8/10/21,1WIN (16),Nemiga (19),mrg  Mirage,ESEA Advanced Season 38 Europe
8/10/21,Nemiga (11),1WIN (16),vtg  Vertigo,ESEA Advanced Season 38 Europe
8/10/21,GamerLegion (10),Eternal Fire (16),ovp  Overpass,Pinnacle Fall Series 2 Regionals
8/10/21,Eternal Fire (12),GamerLegion (16),mrg  Mirage,Pinnacle Fall Series 2 Regionals
8/10/21,GamerLegion (13),Eternal Fire (16),nuke  Nuke,Pinnacle Fall Series 2 Regionals
8/10/21,AGO (16),Wisla Krakow (7),nuke  Nuke,Polish National Esports Cup 2021
8/10/21,Wisla Krakow (13),AGO (16),anc  Ancient,Polish National Esports Cup 2021
8/10/21,NKT (22),Checkmate (19),d2  Dust2,IEM Fall 2021 Asia
8/10/21,Checkmate (5),NKT (16),nuke  Nuke,IEM Fall 2021 Asia
8/10/21,Unique (16),777 (11),anc  Ancient,Pinnacle Fall Series 2 Regionals
8/10/21,777 (16),Unique (14),d2  Dust2,Pinnacle Fall Series 2 Regionals
8/10/21,Unique (16),777 (8),ovp  Overpass,Pinnacle Fall Series 2 Regionals
8/10/21,HONORIS (16),Izako Boars (5),mrg  Mirage,Polish National Esports Cup 2021
