Date,Team1,Team2,Map,Event
2/11/21,Keyd (12),Imperial (16),inf  Inferno,Aorus League 2021 Season 4 Brazil
2/11/21,Liberty (6),BIGODES (16),ovp  Overpass,Aorus League 2021 Season 4 Brazil
2/11/21,Isurus (16),INTZ (4),d2  Dust2,Aorus League 2021 Season 4 Brazil
1/11/21,DETONA (16),SWS (10),d2  Dust2,Aorus League 2021 Season 4 Brazil
1/11/21,Virtus.pro (22),MOUZ (18),vtg  Vertigo,PGL Major Stockholm 2021
1/11/21,MOUZ (3),Virtus.pro (16),inf  Inferno,PGL Major Stockholm 2021
1/11/21,Virtus.pro (9),MOUZ (16),anc  Ancient,PGL Major Stockholm 2021
1/11/21,Copenhagen Flames (11),Heroic (16),ovp  Overpass,PGL Major Stockholm 2021
1/11/21,Heroic (13),Copenhagen Flames (16),anc  Ancient,PGL Major Stockholm 2021
1/11/21,Copenhagen Flames (4),Heroic (16),nuke  Nuke,PGL Major Stockholm 2021
1/11/21,Gambit (16),Ninjas in Pyjamas (6),inf  Inferno,PGL Major Stockholm 2021
1/11/21,Ninjas in Pyjamas (13),Gambit (16),d2  Dust2,PGL Major Stockholm 2021
1/11/21,Vitality (16),Astralis (13),d2  Dust2,PGL Major Stockholm 2021
1/11/21,Astralis (16),Vitality (14),vtg  Vertigo,PGL Major Stockholm 2021
1/11/21,Vitality (16),Astralis (10),nuke  Nuke,PGL Major Stockholm 2021
1/11/21,FURIA (16),Entropiq (12),anc  Ancient,PGL Major Stockholm 2021
1/11/21,Entropiq (16),FURIA (8),nuke  Nuke,PGL Major Stockholm 2021
1/11/21,FURIA (16),Entropiq (6),vtg  Vertigo,PGL Major Stockholm 2021
1/11/21,Liquid (19),FaZe (22),mrg  Mirage,PGL Major Stockholm 2021
1/11/21,FaZe (16),Liquid (8),inf  Inferno,PGL Major Stockholm 2021
1/11/21,Boca Juniors (9),River Plate (16),ovp  Overpass,La Liga Pro 2021 Clausura South
1/11/21,River Plate (16),Boca Juniors (6),anc  Ancient,La Liga Pro 2021 Clausura South
31/10/21,Stealth (8),Sniper Delta (16),vtg  Vertigo,Fragadelphia 16 North Brunswick
31/10/21,Sniper Delta (16),Stealth (9),inf  Inferno,Fragadelphia 16 North Brunswick
31/10/21,Leviatan (16),Isurus (3),nuke  Nuke,La Liga Pro 2021 Clausura South
31/10/21,Isurus (12),Leviatan (16),inf  Inferno,La Liga Pro 2021 Clausura South
31/10/21,Run or Die (16),BLUEJAYS (8),mrg  Mirage,CEE Champions 2021
31/10/21,BLUEJAYS (12),Run or Die (16),inf  Inferno,CEE Champions 2021
31/10/21,ENCE (10),MOUZ (16),vtg  Vertigo,PGL Major Stockholm 2021
31/10/21,MOUZ (16),ENCE (6),mrg  Mirage,PGL Major Stockholm 2021
31/10/21,0to100 (16),4glory (7),nuke  Nuke,CEE Champions 2021
31/10/21,4glory (13),0to100 (16),d2  Dust2,CEE Champions 2021
31/10/21,Question Mark (6),ForGlory (16),vtg  Vertigo,Hamishegi Fall 2021
31/10/21,Question Mark (10),ForGlory (16),inf  Inferno,Hamishegi Fall 2021
31/10/21,Natus Vincere (16),Ninjas in Pyjamas (9),ovp  Overpass,PGL Major Stockholm 2021
31/10/21,Ninjas in Pyjamas (9),Natus Vincere (16),nuke  Nuke,PGL Major Stockholm 2021
31/10/21,PACT (16),UNGENTIUM (10),inf  Inferno,ESL Polish Championship Autumn 2021 Play-In
31/10/21,UNGENTIUM (13),PACT (16),nuke  Nuke,ESL Polish Championship Autumn 2021 Play-In
31/10/21,Coalesce (16),RATIO'D (10),nuke  Nuke,epic34
31/10/21,RATIO'D (13),Coalesce (16),anc  Ancient,epic34
31/10/21,Vitality (16),Evil Geniuses (12),d2  Dust2,PGL Major Stockholm 2021
31/10/21,Evil Geniuses (5),Vitality (16),vtg  Vertigo,PGL Major Stockholm 2021
31/10/21,Vitality (13),Evil Geniuses (16),inf  Inferno,PGL Major Stockholm 2021
31/10/21,G2 (16),Entropiq (8),d2  Dust2,PGL Major Stockholm 2021
31/10/21,G2 (16),Entropiq (14),mrg  Mirage,PGL Major Stockholm 2021
31/10/21,Heroic (16),Astralis (7),anc  Ancient,PGL Major Stockholm 2021
31/10/21,FURIA (16),Liquid (9),inf  Inferno,PGL Major Stockholm 2021
31/10/21,FaZe (6),Copenhagen Flames (16),anc  Ancient,PGL Major Stockholm 2021
31/10/21,Virtus.pro (14),Gambit (16),vtg  Vertigo,PGL Major Stockholm 2021
31/10/21,9z Academy (14),Boca Juniors (16),nuke  Nuke,La Liga Pro 2021 Clausura South
