Date,Team1,Team2,Map,Event
7/6/22,Stars Horizon (16),WINDINGO (7),nuke  Nuke,Aorus League 2022 Season 2
7/6/22,Bad News Bears (14),Mythic (16),inf  Inferno,ESL Challenger League Season 41 North America
7/6/22,Mythic (16),Bad News Bears (13),ovp  Overpass,ESL Challenger League Season 41 North America
7/6/22,Bad News Bears (16),Mythic (7),mrg  Mirage,ESL Challenger League Season 41 North America
7/6/22,Brazen (16),Gaimin Gladiators (13),mrg  Mirage,ESL Challenger League Season 41 North America
7/6/22,Brazen (4),Gaimin Gladiators (16),anc  Ancient,ESL Challenger League Season 41 North America
7/6/22,Gaimin Gladiators (7),Brazen (16),nuke  Nuke,ESL Challenger League Season 41 North America
7/6/22,Sharks (13),WINDINGO (16),nuke  Nuke,Aorus League 2022 Season 2
7/6/22,Boca Juniors (16),Stars Horizon (19),nuke  Nuke,Aorus League 2022 Season 2
6/6/22,Young Gods (9),MOUZ NXT (16),mrg  Mirage,WePlay Academy League Season 4
6/6/22,Eternal Fire Academy (14),PROSPECTS (16),d2  Dust2,WePlay Academy League Season 4
6/6/22,Young Ninjas (16),NAVI Junior (14),mrg  Mirage,WePlay Academy League Season 4
6/6/22,SC (16),BLUEJAYS (14),d2  Dust2,CEE Champions 2022
6/6/22,SC (14),BLUEJAYS (16),mrg  Mirage,CEE Champions 2022
6/6/22,BLUEJAYS (9),SC (16),inf  Inferno,CEE Champions 2022
6/6/22,FURIA Academy (14),BIG Academy (16),ovp  Overpass,WePlay Academy League Season 4
6/6/22,SKADE (2),Sprout (16),d2  Dust2,REPUBLEAGUE Season 3 Closed Qualifier
6/6/22,Sprout (16),SKADE (12),nuke  Nuke,REPUBLEAGUE Season 3 Closed Qualifier
6/6/22,SKADE (16),Sprout (1),anc  Ancient,REPUBLEAGUE Season 3 Closed Qualifier
6/6/22,Apeks Rebels (6),Astralis Talent (16),mrg  Mirage,WePlay Academy League Season 4
6/6/22,KOVA (10),Apeks (16),inf  Inferno,Elisa Invitational Spring 2022
6/6/22,Apeks (16),KOVA (7),nuke  Nuke,Elisa Invitational Spring 2022
6/6/22,Enterprise (13),X (16),vtg  Vertigo,CEE Champions 2022
6/6/22,X (16),Enterprise (6),inf  Inferno,CEE Champions 2022
6/6/22,Spirit Academy (13),OG Academy (16),d2  Dust2,WePlay Academy League Season 4
6/6/22,K23 (16),Hellslayers (13),anc  Ancient,REPUBLEAGUE Season 3 Closed Qualifier
6/6/22,Hellslayers (14),K23 (16),ovp  Overpass,REPUBLEAGUE Season 3 Closed Qualifier
6/6/22,Nigma Galaxy (16),FURIA fe (7),ovp  Overpass,ESL Impact League Season 1 Finals
6/6/22,FURIA fe (5),Nigma Galaxy (16),vtg  Vertigo,ESL Impact League Season 1 Finals
6/6/22,Nigma Galaxy (14),FURIA fe (16),mrg  Mirage,ESL Impact League Season 1 Finals
6/6/22,ATK (16),Gaimin Gladiators (11),inf  Inferno,ESEA Spring 2022 Cash Cup 6 North America
6/6/22,Gaimin Gladiators (9),ATK (16),mrg  Mirage,ESEA Spring 2022 Cash Cup 6 North America
6/6/22,B4 (16),Stars Horizon (8),ovp  Overpass,Liga Gamers Club 2022 Serie A May Cup
6/6/22,Stars Horizon (7),B4 (16),mrg  Mirage,Liga Gamers Club 2022 Serie A May Cup
6/6/22,B4 (13),Stars Horizon (16),vtg  Vertigo,Liga Gamers Club 2022 Serie A May Cup
5/6/22,Bad News Bears (7),Gaimin Gladiators (16),inf  Inferno,ESEA Spring 2022 Cash Cup 6 North America
5/6/22,Bad News Bears (11),Gaimin Gladiators (16),mrg  Mirage,ESEA Spring 2022 Cash Cup 6 North America
5/6/22,Gaimin Gladiators (13),Bad News Bears (16),ovp  Overpass,ESEA Spring 2022 Cash Cup 6 North America
5/6/22,FPL Demons (14),ATK (16),ovp  Overpass,ESEA Spring 2022 Cash Cup 6 North America
5/6/22,ATK (16),FPL Demons (7),inf  Inferno,ESEA Spring 2022 Cash Cup 6 North America
5/6/22,CLG Red (2),FURIA fe (16),d2  Dust2,ESL Impact League Season 1 Finals
5/6/22,FURIA fe (19),CLG Red (17),mrg  Mirage,ESL Impact League Season 1 Finals
5/6/22,CLG Red (16),FURIA fe (3),vtg  Vertigo,ESL Impact League Season 1 Finals
5/6/22,FURIA Academy (13),Young Ninjas (16),vtg  Vertigo,WePlay Academy League Season 4
5/6/22,ENDGAME (16),MIBR fe (12),inf  Inferno,ESL Impact Spring 2022 Cash Cup 5 South America
5/6/22,MIBR fe (7),ENDGAME (16),vtg  Vertigo,ESL Impact Spring 2022 Cash Cup 5 South America
5/6/22,Spirit Academy (16),Eternal Fire Academy (6),d2  Dust2,WePlay Academy League Season 4
5/6/22,SINNERS (16),Budapest Five (9),ovp  Overpass,REPUBLEAGUE Season 3 Closed Qualifier
5/6/22,SINNERS (10),Budapest Five (16),mrg  Mirage,REPUBLEAGUE Season 3 Closed Qualifier
5/6/22,Budapest Five (7),SINNERS (16),anc  Ancient,REPUBLEAGUE Season 3 Closed Qualifier
