Date,Team1,Team2,Map,Event
5/2/23,G2 (16),FaZe (7),anc  Ancient,IEM Katowice 2023
5/2/23,FaZe (14),G2 (16),nuke  Nuke,IEM Katowice 2023
5/2/23,Forward (16),MOUZ NXT (12),ovp  Overpass,European Development Championship 7 Closed Qualifier
5/2/23,MOUZ NXT (10),Forward (16),inf  Inferno,European Development Championship 7 Closed Qualifier
5/2/23,BIG (10),Spirit (16),anb  Anubis,IEM Katowice 2023
5/2/23,Spirit (16),BIG (11),mrg  Mirage,IEM Katowice 2023
5/2/23,BIG (16),Spirit (10),nuke  Nuke,IEM Katowice 2023
5/2/23,GamerLegion (16),IKLA (12),vtg  Vertigo,Thunderpick Bitcoin Series 2
5/2/23,IKLA (16),GamerLegion (14),ovp  Overpass,Thunderpick Bitcoin Series 2
5/2/23,Capybara (9),NIP fe (16),vtg  Vertigo,ESL Impact Winter 2023 Cash Cup 3 Europe
5/2/23,NIP fe (16),Capybara (11),inf  Inferno,ESL Impact Winter 2023 Cash Cup 3 Europe
5/2/23,9INE (11),Astralis (16),anc  Ancient,CCT North Europe Series 3
5/2/23,Astralis (16),9INE (11),vtg  Vertigo,CCT North Europe Series 3
5/2/23,FORZE (16),Illuminar (19),anb  Anubis,CCT North Europe Series 3
5/2/23,Illuminar (16),FORZE (14),ovp  Overpass,CCT North Europe Series 3
5/2/23,undefined (16),Astralis Talent (6),anc  Ancient,European Development Championship 7 Closed Qualifier
5/2/23,undefined (5),Astralis Talent (16),inf  Inferno,European Development Championship 7 Closed Qualifier
5/2/23,Astralis Talent (8),undefined (16),vtg  Vertigo,European Development Championship 7 Closed Qualifier
5/2/23,fnatic (19),Outsiders (16),ovp  Overpass,IEM Katowice 2023
5/2/23,fnatic (8),Outsiders (16),mrg  Mirage,IEM Katowice 2023
5/2/23,Outsiders (12),fnatic (16),vtg  Vertigo,IEM Katowice 2023
5/2/23,Heroic (16),Complexity (8),ovp  Overpass,IEM Katowice 2023
5/2/23,Complexity (16),Heroic (13),vtg  Vertigo,IEM Katowice 2023
5/2/23,Heroic (16),Complexity (11),inf  Inferno,IEM Katowice 2023
5/2/23,GamerLegion (21),Falcons (25),anc  Ancient,Thunderpick Bitcoin Series 2
5/2/23,Falcons (16),GamerLegion (8),nuke  Nuke,Thunderpick Bitcoin Series 2
5/2/23,7AM (6),MASONIC (16),vtg  Vertigo,MistGames Heroes of Lofoten 2023 Closed Qualifier
5/2/23,7AM (16),MASONIC (1),inf  Inferno,MistGames Heroes of Lofoten 2023 Closed Qualifier
5/2/23,MASONIC (16),7AM (9),anb  Anubis,MistGames Heroes of Lofoten 2023 Closed Qualifier
5/2/23,MOUZ NXT (8),Aurora (16),ovp  Overpass,CCT North Europe Series 3
5/2/23,Aurora (16),MOUZ NXT (12),anc  Ancient,CCT North Europe Series 3
5/2/23,MOUZ NXT (16),Aurora (6),inf  Inferno,CCT North Europe Series 3
5/2/23,Fluxo (16),Corinthians (10),inf  Inferno,CCT South America Series 4
5/2/23,Corinthians (11),Fluxo (16),mrg  Mirage,CCT South America Series 4
4/2/23,O PLANO (14),Fluxo (16),vtg  Vertigo,CCT South America Series 4
4/2/23,O PLANO (8),Fluxo (16),mrg  Mirage,CCT South America Series 4
4/2/23,Fluxo (20),O PLANO (22),ovp  Overpass,CCT South America Series 4
4/2/23,Zero Tenacity (5),iNation (16),anb  Anubis,Wandercon 2023
4/2/23,Zero Tenacity (16),iNation (12),inf  Inferno,Wandercon 2023
4/2/23,iNation (16),Zero Tenacity (2),nuke  Nuke,Wandercon 2023
4/2/23,OG (22),MOUZ (19),mrg  Mirage,IEM Katowice 2023
4/2/23,OG (16),MOUZ (13),ovp  Overpass,IEM Katowice 2023
4/2/23,MOUZ (16),OG (9),inf  Inferno,IEM Katowice 2023
4/2/23,IHC (6),Liquid (16),ovp  Overpass,IEM Katowice 2023
4/2/23,Liquid (16),IHC (13),inf  Inferno,IEM Katowice 2023
4/2/23,GODSENT (10),MOUZ NXT (16),vtg  Vertigo,CCT North Europe Series 3
4/2/23,MOUZ NXT (16),GODSENT (14),mrg  Mirage,CCT North Europe Series 3
4/2/23,Meta (12),Corinthians (16),nuke  Nuke,CCT South America Series 4
4/2/23,Meta (22),Corinthians (19),inf  Inferno,CCT South America Series 4
4/2/23,Corinthians (16),Meta (12),vtg  Vertigo,CCT South America Series 4
