Date,Team1,Team2,Map,Event
5/2/22,OG (16),Ninjas in Pyjamas (4),ovp  Overpass,BLAST Premier Spring Groups 2022
5/2/22,Vitality (16),G2 (12),d2  Dust2,BLAST Premier Spring Groups 2022
5/2/22,Vitality (4),G2 (16),mrg  Mirage,BLAST Premier Spring Groups 2022
5/2/22,G2 (10),Vitality (16),inf  Inferno,BLAST Premier Spring Groups 2022
5/2/22,SWS (15),Meta (19),d2  Dust2,Liga Gamers Club 2022 Serie A January Cup
5/2/22,Meta (14),SWS (16),inf  Inferno,Liga Gamers Club 2022 Serie A January Cup
5/2/22,SWS (9),Meta (16),nuke  Nuke,Liga Gamers Club 2022 Serie A January Cup
4/2/22,Stars Horizon (14),FURIA Academy (16),nuke  Nuke,Liga Gamers Club 2022 Serie A January Cup
4/2/22,FURIA Academy (16),Stars Horizon (13),vtg  Vertigo,Liga Gamers Club 2022 Serie A January Cup
4/2/22,BIG (16),Astralis (7),mrg  Mirage,BLAST Premier Spring Groups 2022
4/2/22,Astralis (13),BIG (16),d2  Dust2,BLAST Premier Spring Groups 2022
4/2/22,Ninjas in Pyjamas (16),Natus Vincere (7),mrg  Mirage,BLAST Premier Spring Groups 2022
4/2/22,Natus Vincere (11),Ninjas in Pyjamas (16),ovp  Overpass,BLAST Premier Spring Groups 2022
4/2/22,Ninjas in Pyjamas (11),Natus Vincere (16),nuke  Nuke,BLAST Premier Spring Groups 2022
4/2/22,MIBR (5),Vitality (16),inf  Inferno,BLAST Premier Spring Groups 2022
4/2/22,Vitality (16),MIBR (10),d2  Dust2,BLAST Premier Spring Groups 2022
4/2/22,Unique (16),BLUEJAYS (9),vtg  Vertigo,Thunderpick Bitcoin Series 1
4/2/22,BLUEJAYS (14),Unique (16),anc  Ancient,Thunderpick Bitcoin Series 1
4/2/22,Black Dragons (12),SWS (16),inf  Inferno,Liga Gamers Club 2022 Serie A January Cup
4/2/22,SWS (19),Black Dragons (17),mrg  Mirage,Liga Gamers Club 2022 Serie A January Cup
3/2/22,Redragon (19),Meta (22),nuke  Nuke,Liga Gamers Club 2022 Serie A January Cup
3/2/22,Meta (16),Redragon (6),d2  Dust2,Liga Gamers Club 2022 Serie A January Cup
3/2/22,Redragon (16),Meta (14),inf  Inferno,Liga Gamers Club 2022 Serie A January Cup
3/2/22,Evil Geniuses (10),BIG (16),vtg  Vertigo,BLAST Premier Spring Groups 2022
3/2/22,Evil Geniuses (12),BIG (16),d2  Dust2,BLAST Premier Spring Groups 2022
3/2/22,BIG (8),Evil Geniuses (16),ovp  Overpass,BLAST Premier Spring Groups 2022
3/2/22,Savage (16),ECSTATIC (6),d2  Dust2,Elisa Invitational Winter 2021
3/2/22,ECSTATIC (14),Savage (16),ovp  Overpass,Elisa Invitational Winter 2021
3/2/22,Natus Vincere (16),Liquid (12),anc  Ancient,BLAST Premier Spring Groups 2022
3/2/22,Liquid (10),Natus Vincere (16),mrg  Mirage,BLAST Premier Spring Groups 2022
3/2/22,Sprout (10),Eternal Fire (16),mrg  Mirage,Elisa Invitational Winter 2021
3/2/22,Eternal Fire (16),Sprout (11),ovp  Overpass,Elisa Invitational Winter 2021
3/2/22,Complexity (14),MIBR (16),anc  Ancient,BLAST Premier Spring Groups 2022
3/2/22,MIBR (16),Complexity (13),nuke  Nuke,BLAST Premier Spring Groups 2022
3/2/22,Third Impact (8),Bad News Bears (16),nuke  Nuke,ESL Challenger League Season 40 North America
3/2/22,Bad News Bears (16),Third Impact (10),inf  Inferno,ESL Challenger League Season 40 North America
3/2/22,Strife (14),Party Astronauts (16),nuke  Nuke,ESL Challenger League Season 40 North America
3/2/22,Party Astronauts (16),Strife (4),inf  Inferno,ESL Challenger League Season 40 North America
3/2/22,Black Dragons (13),FURIA Academy (16),mrg  Mirage,Liga Gamers Club 2022 Serie A January Cup
3/2/22,FURIA Academy (16),Black Dragons (9),ovp  Overpass,Liga Gamers Club 2022 Serie A January Cup
2/2/22,Redragon (14),Stars Horizon (16),vtg  Vertigo,Liga Gamers Club 2022 Serie A January Cup
2/2/22,Stars Horizon (16),Redragon (14),ovp  Overpass,Liga Gamers Club 2022 Serie A January Cup
2/2/22,HEET (16),BLINK (7),inf  Inferno,ESL Challenger League Season 40 Europe
2/2/22,BLINK (2),HEET (16),vtg  Vertigo,ESL Challenger League Season 40 Europe
2/2/22,Akimbo (16),Copenhagen Flames (13),nuke  Nuke,ESL Challenger League Season 40 Europe
2/2/22,Akimbo (6),Copenhagen Flames (16),vtg  Vertigo,ESL Challenger League Season 40 Europe
2/2/22,Copenhagen Flames (13),Akimbo (16),inf  Inferno,ESL Challenger League Season 40 Europe
2/2/22,K23 (16),Apeks (11),ovp  Overpass,Pinnacle Winter Series 1
2/2/22,Apeks (16),K23 (12),nuke  Nuke,Pinnacle Winter Series 1
2/2/22,K23 (16),Apeks (10),anc  Ancient,Pinnacle Winter Series 1
