Date,Team1,Team2,Map,Event
19/3/22,TeamOne (13),MIBR (16),d2  Dust2,ESL Challenger League Season 40 North America
18/3/22,Eternal Fire (19),ONYX (16),inf  Inferno,TWR Eastern European Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,Movistar Riders (16),Rhyno (6),nuke  Nuke,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,Isurus (11),Case (16),inf  Inferno,Aorus League 2022 Season 1 Brazil
18/3/22,Case (16),Isurus (13),ovp  Overpass,Aorus League 2022 Season 1 Brazil
18/3/22,SINNERS (28),Eternal Fire (25),mrg  Mirage,TWR Eastern European Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,FTW (20),Rhyno (22),anc  Ancient,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,OneTap (5),ONYX (16),nuke  Nuke,TWR Eastern European Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,Sprout (9),FaZe (16),inf  Inferno,ESL Pro League Season 15
18/3/22,FaZe (16),Sprout (9),anc  Ancient,ESL Pro League Season 15
18/3/22,Movistar Riders (8),OFFSET (16),inf  Inferno,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,Anonymo (16),Tricked (4),nuke  Nuke,Pinnacle Cup III
18/3/22,Tricked (8),Anonymo (16),mrg  Mirage,Pinnacle Cup III
18/3/22,Wolsung (16),ROYALS (1),ovp  Overpass,FantasyExpo EU Champions Spring 2022 Europe Closed Qualifier
18/3/22,ROYALS (20),Wolsung (22),inf  Inferno,FantasyExpo EU Champions Spring 2022 Europe Closed Qualifier
18/3/22,Eternal Fire (16),ONYX (13),nuke  Nuke,TWR Eastern European Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,OFFSET (16),FTW (8),nuke  Nuke,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,KOVA (16),DREAM (14),mrg  Mirage,Pelaajat Nordic Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,SACRAMENTO (20),ROYALS (22),anc  Ancient,FantasyExpo EU Champions Spring 2022 Europe Closed Qualifier
18/3/22,SINNERS (16),OneTap (14),nuke  Nuke,TWR Eastern European Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,Movistar Riders (16),Rhyno (9),nuke  Nuke,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,ENCE (19),Outsiders (17),d2  Dust2,ESL Pro League Season 15
18/3/22,Outsiders (10),ENCE (16),mrg  Mirage,ESL Pro League Season 15
18/3/22,DREAM (16),777 (8),nuke  Nuke,Pelaajat Nordic Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,Into the Breach (9),MOUZ NXT (16),mrg  Mirage,Pinnacle Cup III
18/3/22,MOUZ NXT (16),Into the Breach (6),anc  Ancient,Pinnacle Cup III
18/3/22,MAD Lions (14),Wolsung (16),inf  Inferno,FantasyExpo EU Champions Spring 2022 Europe Closed Qualifier
18/3/22,VELOX (13),00NATION (16),ovp  Overpass,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,Copenhagen Flames (16),KOVA (14),anc  Ancient,Pelaajat Nordic Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,GTZ (6),00NATION (16),inf  Inferno,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,KOVA (16),777 (7),anc  Ancient,Pelaajat Nordic Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,SAW (16),VELOX (10),inf  Inferno,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,4glory (16),GamerLegion (8),mrg  Mirage,Pinnacle Cup III
18/3/22,GamerLegion (8),4glory (16),anc  Ancient,Pinnacle Cup III
18/3/22,FURIA (16),Vitality (14),nuke  Nuke,ESL Pro League Season 15
18/3/22,FURIA (12),Vitality (16),inf  Inferno,ESL Pro League Season 15
18/3/22,Vitality (4),FURIA (16),vtg  Vertigo,ESL Pro League Season 15
18/3/22,VELOX (16),00NATION (14),ovp  Overpass,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,DREAM (14),Copenhagen Flames (16),vtg  Vertigo,Pelaajat Nordic Masters Spring 2022 - BLAST Premier Qualifier
18/3/22,SAW (16),GTZ (4),inf  Inferno,RTP Arena Spring Cup 2022 - BLAST Premier Qualifier
18/3/22,SKADE (13),KOVA (16),mrg  Mirage,Pinnacle Cup III
18/3/22,KOVA (11),SKADE (16),ovp  Overpass,Pinnacle Cup III
18/3/22,SKADE (5),KOVA (16),nuke  Nuke,Pinnacle Cup III
18/3/22,ATK (16),Carpe Diem (6),ovp  Overpass,ESL Challenger League Season 40 North America
18/3/22,ATK (16),Carpe Diem (10),vtg  Vertigo,ESL Challenger League Season 40 North America
18/3/22,Carpe Diem (22),ATK (18),mrg  Mirage,ESL Challenger League Season 40 North America
18/3/22,ONET4P (16),Third Impact (12),mrg  Mirage,ESL Challenger League Season 40 North America
18/3/22,Third Impact (6),ONET4P (16),inf  Inferno,ESL Challenger League Season 40 North America
18/3/22,Eros (14),TeamOne (16),d2  Dust2,ESL Challenger League Season 40 North America
18/3/22,TeamOne (16),Eros (12),mrg  Mirage,ESL Challenger League Season 40 North America
