Date,Team1,Team2,Map,Event
31/3/22,paiN (16),Strife (6),mrg  Mirage,ESL Challenger League Season 40 North America
30/3/22,FAMBIT (16),FORZE (9),ovp  Overpass,ESEA Advanced Season 40 Europe
30/3/22,FAMBIT (8),FORZE (16),mrg  Mirage,ESEA Advanced Season 40 Europe
30/3/22,FORZE (9),FAMBIT (16),nuke  Nuke,ESEA Advanced Season 40 Europe
30/3/22,Apeks (16),Enterprise (6),mrg  Mirage,Tipsport Bratislava Cup 2022
30/3/22,Enterprise (22),Apeks (19),anc  Ancient,Tipsport Bratislava Cup 2022
30/3/22,Apeks (16),Enterprise (10),inf  Inferno,Tipsport Bratislava Cup 2022
30/3/22,MAD Lions (8),K23 (16),nuke  Nuke,ESEA Advanced Season 40 Europe
30/3/22,K23 (7),MAD Lions (16),inf  Inferno,ESEA Advanced Season 40 Europe
30/3/22,MAD Lions (14),K23 (16),mrg  Mirage,ESEA Advanced Season 40 Europe
30/3/22,Evil Geniuses (8),Astralis (16),ovp  Overpass,ESL Pro League Season 15
30/3/22,Astralis (16),Evil Geniuses (9),vtg  Vertigo,ESL Pro League Season 15
30/3/22,ECSTATIC (25),Entropiq (22),anc  Ancient,ESL Challenger League Season 40 Europe
30/3/22,ECSTATIC (14),Entropiq (16),ovp  Overpass,ESL Challenger League Season 40 Europe
30/3/22,Entropiq (20),ECSTATIC (22),vtg  Vertigo,ESL Challenger League Season 40 Europe
30/3/22,Falcons (14),SAW (16),nuke  Nuke,ESL Challenger League Season 40 Europe
30/3/22,SAW (19),Falcons (17),d2  Dust2,ESL Challenger League Season 40 Europe
30/3/22,Falcons (16),SAW (14),ovp  Overpass,ESL Challenger League Season 40 Europe
30/3/22,Wisla Krakow (16),Finest (8),anc  Ancient,ESL Challenger League Season 40 Europe
30/3/22,Finest (7),Wisla Krakow (16),d2  Dust2,ESL Challenger League Season 40 Europe
30/3/22,Wisla Krakow (20),Finest (22),mrg  Mirage,ESL Challenger League Season 40 Europe
30/3/22,MASONIC (16),AVE (11),inf  Inferno,ESEA Advanced Season 40 Europe
30/3/22,AVE (12),MASONIC (16),nuke  Nuke,ESEA Advanced Season 40 Europe
30/3/22,Sangal (16),Run or Die (10),mrg  Mirage,ESEA Advanced Season 40 Europe
30/3/22,Run or Die (10),Sangal (16),ovp  Overpass,ESEA Advanced Season 40 Europe
30/3/22,HEET (7),1WIN (16),ovp  Overpass,ESL Challenger League Season 40 Europe
30/3/22,1WIN (16),HEET (10),vtg  Vertigo,ESL Challenger League Season 40 Europe
30/3/22,Tricked (19),Anonymo (16),nuke  Nuke,Elisa Invitational Spring 2022 Contenders
30/3/22,Tricked (8),Anonymo (16),d2  Dust2,Elisa Invitational Spring 2022 Contenders
30/3/22,Anonymo (13),Tricked (16),inf  Inferno,Elisa Invitational Spring 2022 Contenders
30/3/22,ECLOT (16),Entropiq Prague (4),mrg  Mirage,Tipsport Bratislava Cup 2022
30/3/22,ECLOT (16),Entropiq Prague (7),d2  Dust2,Tipsport Bratislava Cup 2022
30/3/22,FORZE (16),ONYX (7),inf  Inferno,ESEA Advanced Season 40 Europe
30/3/22,ONYX (8),FORZE (16),mrg  Mirage,ESEA Advanced Season 40 Europe
30/3/22,FORZE (16),ONYX (19),nuke  Nuke,ESEA Advanced Season 40 Europe
30/3/22,Complexity (14),Heroic (16),ovp  Overpass,ESL Pro League Season 15
30/3/22,Heroic (16),Complexity (9),anc  Ancient,ESL Pro League Season 15
30/3/22,ECLOT (9),Apeks (16),inf  Inferno,Tipsport Bratislava Cup 2022
30/3/22,Hellslayers (16),BIG Academy (11),nuke  Nuke,Elisa Invitational Spring 2022 Contenders
30/3/22,BIG Academy (14),Hellslayers (16),mrg  Mirage,Elisa Invitational Spring 2022 Contenders
30/3/22,Enterprise (16),Entropiq Prague (8),inf  Inferno,Tipsport Bratislava Cup 2022
30/3/22,TYLOO (16),IHC (8),inf  Inferno,ESL Challenger League Season 40 Asia-Pacific
30/3/22,IHC (16),TYLOO (9),mrg  Mirage,ESL Challenger League Season 40 Asia-Pacific
30/3/22,TYLOO (16),IHC (8),d2  Dust2,ESL Challenger League Season 40 Asia-Pacific
30/3/22,NSN (11),CatEvil (16),nuke  Nuke,ESL Challenger League Season 40 Asia-Pacific
30/3/22,NSN (16),CatEvil (7),d2  Dust2,ESL Challenger League Season 40 Asia-Pacific
30/3/22,CatEvil (16),NSN (11),inf  Inferno,ESL Challenger League Season 40 Asia-Pacific
30/3/22,TheMongolz (4),Rare Atom (16),nuke  Nuke,ESL Challenger League Season 40 Asia-Pacific
30/3/22,Rare Atom (16),TheMongolz (7),inf  Inferno,ESL Challenger League Season 40 Asia-Pacific
30/3/22,Moon (4),NKT (16),vtg  Vertigo,ESL Challenger League Season 40 Asia-Pacific
